,word,values_
17,shape,"[-5.4699e-01  6.3145e-01  5.2912e-02  3.7098e-01 -6.8349e-01  1.4050e-01
  8.9555e-02 -8.7972e-02 -3.2631e-01  3.0640e-01 -2.3954e-01 -2.7043e-01
  1.0804e+00  3.3731e-02  1.0641e-01  3.7822e-01 -3.0287e-01  2.7357e-01
  3.4135e-01 -5.0910e-01 -1.7684e-01 -2.0328e-03 -3.7566e-01 -4.6006e-01
  2.5277e-01  2.7379e-01 -3.5444e-02 -3.9646e-01 -1.8817e-01 -2.2337e-01
  3.7038e-01  2.6896e-01  1.7925e-01 -7.8481e-01  6.1214e-02 -1.6410e-01
 -1.2606e-01  4.1923e-01  5.0966e-02 -5.4566e-01 -1.1443e-01 -1.1253e+00
  2.5307e-01 -1.9516e-01 -5.6977e-01  1.6466e-01  5.0723e-01  2.8793e-01
 -3.8302e-01 -6.0622e-01  9.5878e-02 -8.8849e-02  3.4888e-01  1.4740e+00
  4.4360e-01 -2.3975e+00  4.2542e-01  1.8075e-01  1.0813e+00  3.1553e-01
 -2.7487e-01  1.0515e+00 -2.3402e-01  2.1053e-01  7.4699e-01 -1.1489e-01
 -2.5183e-01  4.1739e-01 -1.6743e-01 -7.6122e-01  4.5274e-01 -2.3691e-02
  3.7359e-02 -1.3567e-01  7.7023e-01 -9.1158e-01 -3.6655e-01 -1.6689e-02
  5.7996e-01  6.0421e-05 -2.7955e-01  3.1240e-02 -9.7242e-01 -2.7023e-01
 -4.6677e-01 -2.3964e-01  1.2716e-01 -6.8971e-01 -2.6713e-01 -4.7657e-02
  6.0944e-02  1.7013e-01  2.2113e-01 -1.2011e-01  3.1198e-01 -2.1816e-01
 -6.7181e-01 -6.9838e-01  1.0172e+00 -3.4888e-02]"
18,concert,"[ 2.3675e-01  2.6911e-01 -2.2236e-01  7.0792e-02  6.7843e-01  5.1538e-01
  2.4230e-01  8.4924e-01 -6.2181e-01 -7.1577e-02 -1.3280e-01 -3.5994e-01
 -2.3648e-01  3.0824e-02 -3.9578e-01  3.6647e-02  6.2253e-01  1.1404e-01
  1.9721e-01  2.4365e-01 -4.4387e-02 -8.0192e-01  2.5842e-01 -2.6363e-01
  3.7224e-01 -1.1306e-01  7.3269e-02  6.6744e-01  1.0908e+00  1.6477e-01
 -6.7024e-01  7.5980e-02  5.8638e-01  1.1682e+00 -3.4424e-01  2.8500e-02
  5.4364e-01  4.4928e-01 -6.3246e-01 -1.1951e+00  9.6393e-01  4.4889e-01
  9.4993e-02  7.1943e-01  5.9641e-01 -7.0394e-01 -3.2380e-01 -8.5390e-01
  3.6814e-01 -6.1752e-01 -4.6064e-01 -4.5066e-01  2.3725e-01 -6.4996e-01
 -2.2263e-01 -2.8923e+00 -4.8124e-01  2.4283e-01  8.9558e-01  8.8399e-01
 -3.6214e-01  1.2629e+00 -8.6034e-03 -3.2444e-01 -3.0798e-01 -4.0719e-01
  1.6848e-01  8.1827e-02  4.2436e-01 -5.5174e-01  1.5943e-01 -6.4565e-01
 -2.0349e-01  3.6691e-01 -4.0643e-01 -1.6574e-04  7.5340e-01 -1.6664e-01
  4.4137e-01 -2.8646e-01  4.1594e-01 -1.7681e-01  1.0478e+00  8.3041e-02
 -1.2967e+00  2.4690e-01 -4.8264e-01 -2.9054e-01 -3.6079e-01  3.5355e-01
 -1.7535e-01 -7.1958e-01  3.0569e-01  1.4594e-01 -7.9500e-02  1.9884e-02
 -2.8807e-01  3.8528e-01  9.3529e-01  5.2243e-01]"
19,"2,000","[ 0.17569    0.96928   -0.60927    0.38417   -0.17264    0.66745
  0.33223    0.61477   -0.36895    0.35276    0.76088    0.24996
  0.4459    -0.42815   -0.13077   -0.61723   -0.18106   -0.20363
 -0.23117   -0.13019    1.2738    -0.18902    0.42443   -0.087169
  0.24416   -1.0799    -0.045265  -0.1866     0.32759   -0.54344
 -0.10968   -0.061874  -0.047464   0.16896    0.22603   -0.10513
 -0.074086   0.27703   -0.12754    0.2714    -0.38953   -0.31199
  0.20927   -0.4871     0.29274   -0.19268   -0.053434  -0.56139
 -0.19102    0.15363    0.59298   -0.64513    0.0031669  0.36194
 -0.65287   -0.68337   -0.045601  -0.61795    1.7526     0.20557
  0.80389    0.98715    0.14239   -0.06783    0.074618   0.2192
  0.0073453  0.10482    1.0981     0.003646   0.36433    0.045191
 -0.62427    0.25894    0.2889     0.36355    0.53959    0.48602
 -0.57485    0.47481    1.5217    -0.366     -0.14365   -0.62966
 -0.64658    0.3151     0.49072   -0.19677    0.19557    0.2819
  0.40413    0.075196   0.35958   -0.67129   -1.2241    -0.30242
 -0.40974    0.76362    0.86934   -0.044854 ]"
20,appearances,"[-0.38397   -0.10803   -0.068284  -0.29546    0.63516    0.72159
  0.56681    0.3207    -0.98407   -0.35481    0.40412   -1.0565
 -0.069996   0.24889    0.35884    0.25759    0.42862    0.41155
  0.47167    0.70765    0.083876   0.50398   -0.20521   -0.18954
  0.38266   -0.28381    0.40882    0.047548   0.32299   -0.0073565
 -0.13076    0.18609   -0.33203    0.048652  -0.2941     0.65311
 -0.53637   -0.2132    -1.5467     0.62887    0.15236   -0.030432
  0.24142    0.31477    0.37103   -0.58735    0.13175   -1.36
  0.21426   -0.62671   -0.36195   -0.47402    0.40237    0.79451
  0.54994   -2.065     -0.30224   -0.73855   -0.3404     1.0781
 -1.14       0.7207    -0.14624   -0.047053   0.33417   -0.068727
  0.55206   -0.019226   0.14903    0.08255   -0.24112   -0.23002
  0.0067683 -0.33444    0.12123    0.37088   -0.17835   -0.019228
  0.052238  -0.15841    0.23547   -0.13735    0.90861   -0.037493
 -1.4931    -0.17734   -1.1193     0.22097    0.23067    0.36172
 -0.71819    0.32419   -0.094832   0.20899   -0.52009   -0.014088
 -0.46541    1.117      0.57321   -0.40355  ]"
21,rocket,"[-0.7589   -0.048517 -0.3419    0.43569  -0.26149  -0.41701   1.4197
  0.071032  0.19189   1.7343   -0.075066 -0.3844    0.72982   0.43115
  0.014872 -0.15949  -0.47488   0.54407  -0.51206   0.45661   0.91531
 -0.53997  -0.56571   0.44308   0.46003   0.93335  -0.8411    0.58144
  0.24748   0.37628  -0.44456   0.018038 -0.6738    0.53414   0.33857
 -0.58096   0.22982  -0.18467   0.47815   0.26848  -0.60577   0.058895
 -0.14668   0.48053   0.71319  -0.36659  -0.096911  0.65809  -0.1794
  0.12878  -0.11663   0.70197   0.18391   0.9595    0.39391  -1.8271
 -0.21619   0.50707   1.2413    0.29833   0.49957   0.46483   0.52288
  1.4425   -0.076159  0.78259   0.56248   0.04076  -0.86032   0.023794
  0.28679  -0.8865   -0.15278  -0.28923  -0.48499   0.16892   0.8951
  0.34617  -1.5552   -0.12431   0.92213   0.11942  -0.72065  -0.15417
 -0.44404   0.020276  0.78977  -0.18025   0.27795  -0.031635  0.024725
  1.1255    0.15172   0.50362  -0.3334    0.46577  -0.34179   0.51168
  0.92858  -0.22453 ]"
22,lawsuit,"[ 1.0298   -0.26779  -0.23173  -0.17191   0.18096   0.36049   0.16042
 -0.21225  -0.042689  0.19768   0.10461   0.28772  -0.35121  -0.68206
 -0.66918  -0.45084   0.37462   0.32123  -0.42345   0.57049   0.3109
 -0.41406   0.17129   1.0209    0.28398   0.33072   0.17512  -0.56954
 -0.92384  -0.055211  1.0558    0.96867   0.20752  -0.10504  -0.63967
 -0.27606   0.045226 -0.63723   0.41957   0.088922 -0.53819   0.15597
 -0.31377  -0.75982  -0.28587  -0.32916  -0.25666   0.086474 -0.038407
 -0.66259   0.95902  -0.17917   0.46833   0.30364  -0.26511  -0.98429
 -0.2051   -0.97681   1.6283    0.25328  -0.3305    0.08697   0.44615
 -0.20239   1.01     -0.83488   0.31022   0.58466  -0.65852   0.12827
  0.054543  0.58089  -0.94195  -0.077831  0.18456   0.43186  -0.089714
 -0.4199   -1.4992    0.63445   0.49136  -0.53955   0.48225  -0.027323
 -0.97118  -0.73554  -0.60774   0.26431   0.47324  -0.19823   0.053563
 -0.81506  -0.79983  -0.33186   1.4179    0.7442    0.056287  0.74464
  1.0358   -0.51411 ]"
23,circuit,"[ 0.60575   -0.89902    0.65079    0.25834    0.48298   -0.10938
  0.0030309  1.1469    -0.46421    0.084335   0.10177   -0.70567
 -0.34525   -0.64125   -0.49416   -0.048036  -0.062743   0.10851
  0.19914   -0.16156    0.67247   -0.68886    1.0915    -0.72338
  0.23307   -0.82356    0.71445   -0.43335    0.33965    0.47949
  0.15121    0.059713   0.11907   -0.008813   0.32277    0.47844
 -0.6463    -0.038021   0.033782  -0.40801   -0.12614   -0.2582
 -0.086956  -1.3293    -0.29842   -0.44388    0.31761   -0.96538
  0.81979   -0.85678   -0.14098   -0.47632    0.24652    0.25723
  0.16982   -1.5614    -0.33682    0.82498    1.5967     0.4921
 -0.34462    0.42902    1.3352     0.74612    0.39807   -0.41165
 -0.53431    0.046448  -0.60558    0.30699   -0.67556    0.94184
  0.39334    0.2126     0.17372    0.17039    1.0501    -0.35077
  0.54852   -0.24567   -0.1107    -0.58387   -0.99478    0.54617
 -0.74762    0.49128   -0.61932   -0.35402    0.50304   -0.49993
 -0.29923   -0.21587   -0.8064     0.44135    0.90961    0.5447
  0.58782   -0.53723    1.2784    -0.34649  ]"
24,survived,"[-0.060392  0.60913  -0.1748    0.096486 -0.093542  0.25124   0.51588
  0.12552  -0.057144 -0.13385   0.64197   0.49667   0.075479  0.58406
  0.20297  -0.29742  -0.25539   0.094135 -0.79397   0.63903   0.06755
  0.52013   0.28129   0.27515   0.39381  -0.24613  -0.80936  -0.67801
  0.30664   0.28416   0.27301   0.020223 -0.069532  0.217     0.24614
 -0.12813   0.28744  -0.26019   0.28608   0.46581  -0.80801   0.20899
  0.70467  -0.32094   0.67768   0.18885   0.53017   0.058674  0.49304
 -0.05344  -0.15497  -0.35974   0.63876   0.87329   0.58839  -1.3369
 -0.35553  -0.29046   0.19689   1.0115   -0.29982   1.0399    0.042613
  0.15214   0.64337  -0.10743   0.13116  -0.025683 -0.42893  -0.045144
 -0.50755   0.44487   0.14091   0.26944   0.062178  0.13774  -0.54431
 -0.21375  -0.99386   0.29      0.11679   0.42797   0.37707   0.68466
 -1.1891   -0.82557   0.034017 -0.28388  -0.64758   0.31735   0.92649
 -0.27372   0.75969   0.79158  -0.98962   0.028751  0.073517 -0.35678
 -0.45746  -0.86487 ]"
25,reporter,"[-0.50527   -0.88796    0.065312  -0.62255    0.033287   0.56356
  0.019461   0.10828    0.31514    0.0018923  0.3639     0.080127
  0.51387   -0.23349   -0.55657   -0.19545    0.2829    -0.87076
 -0.60149   -0.13362   -0.2207     0.43105   -0.55401   -0.078839
  0.97096   -0.02053    0.64928   -0.42433    0.36607    0.94129
 -0.022073   0.74067   -0.081633   0.30654   -0.19064   -0.36718
 -0.76441   -0.12271    0.77897    0.28491   -1.0669     0.16378
 -0.39717    0.24589    0.097491  -0.45241   -0.73188   -0.88523
  0.21337   -0.04522    0.5335     0.48914    0.23781    1.2501
  0.13679   -1.2434    -0.8669     0.16251    0.90997    0.33285
 -0.23751    0.93633   -0.52406   -0.68372    0.76998   -0.70468
  0.91456    0.34139    0.029036   1.7448    -0.52695    0.21413
 -0.062676  -0.099249   0.22431    0.33958    0.86089   -0.087873
 -0.59393   -0.43168   -0.018207  -0.061206   0.25865   -0.33919
 -0.48082   -0.98316    0.095824   0.51452   -0.037576  -0.65531
  0.96129   -0.15683    0.64533   -0.2433    -0.31101    0.69249
  0.39899   -0.054579   0.10901    0.67537  ]"
26,19th,"[ 0.081569   0.22682    0.19657    0.73169    0.39595   -0.0053244
  0.34532   -0.69156   -0.47303    0.26069   -0.17768   -0.76098
 -0.19752   -0.28323   -0.1067     0.056819   0.33764   -0.40889
 -0.75666   -0.63341    0.65266    0.51496    0.74426    0.078709
  0.27131   -1.1881    -0.40271   -0.51911    0.03279   -0.38467
 -0.85051   -0.19565   -0.17398   -0.5495    -0.019576   0.12882
 -0.65524   -0.11389   -0.11178    0.09535   -0.10643   -0.15082
  0.21626    0.42288    0.54496   -0.39471    0.73872    0.052165
  0.64771   -0.25486   -0.13366    0.32068   -0.31444    0.3202
 -0.68646   -1.7451    -0.9417    -0.12057    0.8726     0.31966
 -0.59524    1.1126     0.49755    0.57999    0.95976   -0.66885
 -0.035741  -0.58817    0.011344  -0.51807    0.20729    0.63625
  0.050311  -0.26414    0.17699   -0.38502   -0.2912    -0.18511
 -0.49492    0.069487  -0.20622    0.1877     0.045587   0.63068
 -0.77829   -0.098455  -0.60363   -0.84487    0.33486   -0.18845
  0.16764   -0.76562    0.15067    0.51734   -1.0964    -0.63529
 -0.037262  -0.71846   -0.10697   -0.4043   ]"
