,word,values_
12,1.017,"[ 0.092637  0.20498  -0.2312    0.71747  -0.10746   0.49129   0.38895
 -0.17937   0.26494   0.053873  0.26959   0.22164  -0.13417  -0.11439
 -0.067982 -0.14334  -0.31645   0.07829   0.13156  -0.05499   0.06596
 -0.10519  -0.61742   0.012729 -0.17821  -0.2028    0.18177   0.50638
  0.255    -0.18221   0.31645  -0.57104   0.21157  -0.47585  -0.053899
  0.22024  -0.080083 -0.1836   -0.26674   0.3145    0.52061   0.010405
 -0.2904    0.42218  -0.18328   0.27103  -0.16058   0.20583  -0.36228
  0.023291  0.046971 -0.010121 -0.051289 -0.70099  -0.039946  0.40929
 -0.028835 -0.36609  -0.42208  -0.52043   0.35063  -0.18789  -0.29271
 -0.040377 -0.70426  -0.050505 -0.36294  -0.37416   0.069054 -0.031258
  0.041252  0.31385  -0.38652   0.22056  -0.16572  -0.11734  -0.1084
  0.056798  0.37631   0.016734 -0.43018   0.037573  0.15193   0.10438
  0.33328   0.37788   0.38757  -0.036369 -0.48084  -0.040519  0.46887
  0.52395   0.008766 -0.86171   0.51895  -0.2565   -0.11728   0.16496
 -0.03237  -0.37281 ]"
13,5.0-0,"[-0.18287    0.13048   -0.14222    0.58216   -0.68395   -0.48257
  0.72093    0.60925    0.8655    -0.2257     0.64296    0.37224
 -0.68144   -0.3149     0.4291     0.0073072 -0.7596     0.60752
 -0.16202    0.45067   -0.45468    0.24076   -0.30159    0.072654
  0.19517    0.212      0.58986   -0.062088   0.3088    -0.25472
  0.23644   -0.3492     0.37983   -0.12481   -0.13157   -0.18965
 -0.10233   -0.77022    0.39489    0.27818    0.99116   -0.31047
  0.016981   0.031304  -0.15589   -0.74676   -0.34776    0.028144
 -0.004377   0.40503    0.17819    0.061182  -0.61553   -0.54932
  0.24816    0.74991   -0.58234    0.01525    0.11616   -0.26467
 -0.19226   -0.74461   -0.54111   -0.17455    0.13762    0.0090373
 -1.0791    -0.12213   -0.0089314  0.30497   -0.34533    0.39714
  0.23597    0.93293    0.13903   -0.06173    0.27385   -0.22377
  0.8842    -0.20807   -0.61629    0.055529  -0.42692   -0.47009
  0.89023   -0.66381   -0.092182   0.23805   -0.68608    0.64408
  0.080604  -0.033726   0.075124  -0.40379    0.0081932 -0.2531
 -0.33958    0.48313   -0.1189    -0.059563 ]"
14,krym,"[-0.19482   -0.68266   -0.37133   -0.15242   -0.44901   -0.0016514
  0.017453   0.077931   0.70506   -0.11791    0.14393    0.20088
 -0.42173    0.0067998 -0.29774   -0.1164    -0.35161   -0.033129
  0.27403    0.093919   0.05667    0.1872    -0.62351   -0.27932
 -0.39354    0.16141   -0.050133   0.33389   -0.1814     0.69133
 -0.056635  -0.32997    0.037388   0.0069973  0.47622   -0.62532
  0.14217   -0.54611   -0.14907   -0.16692    0.40509   -0.34061
 -0.14101    0.064335   0.25833    0.21027   -0.13861   -0.0211
  0.40894    0.7211     0.071007   0.28478   -0.14822   -0.34284
  0.043309   0.92222    0.056054   0.18035   -0.13683   -0.47411
 -0.2242    -0.56437   -0.32352   -0.5521    -0.53408    0.36813
 -0.14095   -0.37021   -0.38632    0.0088124  0.37404    0.48088
 -0.15901    0.45509    0.042656  -0.1217     0.20199    0.071132
  0.093141   0.26871   -0.40882   -0.31917    0.54435   -0.14716
  0.24259    0.23736    0.16877    0.029126   0.10183   -0.04402
  0.051006   0.31629    0.135     -0.26512    0.64812    0.31845
  0.16231   -0.21436   -0.72778   -0.2961   ]"
15,verhoek,"[ 0.19999    0.069575  -0.39109    0.10276    0.12663   -0.051579
  0.55708   -0.23317    0.33364   -0.208      0.025785   0.11272
 -0.20276    0.083531   0.085103   0.26394   -0.35435    0.23649
  0.0068194  0.32614   -0.35792   -0.15563   -0.54498   -0.15859
 -0.17934    0.3352     0.081297   0.14608   -0.0037654  0.16826
 -0.11416   -0.33722    0.22029    0.042662   0.23511   -0.26836
  0.18333    0.27867   -0.16794    0.33681    0.026745   0.60098
  0.27975    0.37992   -0.16042   -0.098451   0.48035    0.093664
  0.40888    0.16994    0.21063   -0.066962  -0.31727   -0.61546
 -0.10289    0.83115   -0.074891   0.073402  -0.69496   -0.11544
  0.45673   -0.42056    0.16614   -0.021321  -0.38538    0.343
 -0.13194    0.14887   -0.41689    0.12698   -0.065596  -0.27306
  0.23506    0.25804   -0.035225  -0.065006  -0.026364  -0.065719
  0.56122    0.336     -0.44063   -0.072369  -0.26605   -0.21794
  0.26766    0.099553  -0.19182    0.19151   -0.11595    0.03322
  0.27423    0.15347    0.26654   -0.16964    0.38284   -0.34812
  0.30074    0.26306   -0.29505    0.28497  ]"
16,druaga,"[ 0.25773   -0.34904    0.11778    0.42727    0.072052   0.1641
 -0.2049    -0.23316   -0.0029692 -0.095515   0.36753    0.23037
 -0.17969    0.47573   -0.21814   -0.19888   -0.24772    0.40318
  0.10892   -0.086919  -0.30766   -0.16304   -0.72124   -0.81165
  0.16541   -0.0043602  0.26779    0.63906   -0.089838   0.19984
  0.42622   -0.70665    0.1816     0.43916   -0.048399  -0.176
  0.18206   -0.99808   -0.047583  -0.027247  -0.1315     0.020069
  0.052008   0.20802    0.089373   0.045637   0.10524    0.47752
 -0.02003    0.61876   -0.29455    0.12691   -0.34512   -0.42131
  0.19905    0.37967    0.26902    0.078605  -0.64851   -0.13668
 -0.25819   -0.18876    0.057246   0.029008  -0.57559    0.16789
 -0.34036   -0.41825   -0.6062    -0.32506    0.13417    0.3228
 -0.13715    0.56394    0.2144    -0.17174    0.48251    0.50355
  0.25568    0.33912   -0.024278  -0.15791   -0.35318    0.20559
  0.845     -0.15863   -0.56428   -0.34508    0.50873    0.36682
  0.21428    0.30413    0.51524    0.4429     0.26823   -0.23446
  0.10103   -0.079636  -0.31039   -0.3727   ]"
17,shyambazar,"[ 0.077347  -0.47236    0.2705     0.27412    0.39703    0.19641
 -0.078805   0.29059    0.62761   -0.15572   -0.15538   -0.013741
 -0.16171    0.003846   0.35155    0.29044   -0.13641   -0.062978
  0.64417   -0.121     -0.23178    0.58082   -0.31873    0.40645
  0.098489   0.099301  -0.01482    0.41211    0.3406     0.13937
 -0.20145   -0.1452     0.31097   -0.21429    0.42797   -0.34545
 -0.1392    -0.15937    0.10221   -0.13188    0.14099    0.48769
 -0.1742     0.088869  -0.089785   0.17029    0.0231     0.35536
  0.38035    0.69763   -0.079847   0.18031   -0.29231   -0.56392
 -0.038768   0.38583   -0.041194  -0.020758  -0.35863   -0.4997
 -0.2177    -0.34049    0.17575   -0.19721   -0.2554     0.20891
 -0.32479   -0.34693   -0.19391   -0.20984   -0.43219    0.0033916
  0.08368    0.12298   -0.34029   -0.28822    0.59306   -0.18753
  0.45508   -0.077016  -0.040184   0.17078   -0.014882  -0.028678
  0.52991    0.19179    0.05381    0.35414    0.057112   0.40614
 -0.13989    0.23586    0.20571   -0.16288   -0.1096     0.031695
  0.2077     0.1465    -0.21708   -0.14209  ]"
18,khargone,"[-0.26874   -0.28343    0.3895     0.03955   -0.027653   0.22078
 -0.20083    0.36875    0.27682    0.41438   -0.40349   -0.2971
 -0.49237   -0.046539  -0.21251    0.20068   -0.14177    0.04755
  0.38043    0.054848  -0.098499   0.42613    0.17417   -0.13439
 -0.59327    0.15484    0.40056    0.26052   -0.21188   -0.044408
  0.228     -0.49662    0.49952   -0.35171    0.12225   -0.42946
 -0.12881   -0.19545    0.1863     0.012409   0.18445   -0.0016037
  0.0035163  0.13403   -0.28019   -0.20812    0.24841    0.091347
  0.14631    0.49901   -0.24222   -0.13626   -0.0921    -0.44153
 -0.060295   0.73169    0.15204   -0.21749   -0.7377    -0.46467
 -0.12847   -0.27076    0.39066    0.21346   -0.37869    0.15458
  0.04989   -0.18708   -0.26751    0.11947    0.12734    0.18342
 -0.25421    0.39904   -0.0072468  0.029046  -0.013387  -0.14793
  0.37088   -0.1083    -0.56355    0.21626    0.055761  -0.3067
  0.44753    0.14939   -0.38665   -0.074854   0.21586    0.31968
  0.0033934 -0.007432  -0.043125  -0.029727   0.31991    0.33584
  0.75274    0.18828   -0.2567    -0.10166  ]"
19,toumi,"[-0.34356   -0.33447   -0.55264   -0.14529    0.01838   -0.42887
 -0.32002   -0.093898   0.29315   -0.074906   0.072218  -0.13181
 -0.08781   -0.0047286 -0.12856   -0.056426  -0.83553    0.062236
 -0.25119   -0.19761   -0.30423    0.081572  -0.15197   -0.20185
 -0.40149    0.072162   0.31422    0.18044   -0.055169   0.19557
 -0.020552  -0.096696  -0.012077   0.058236  -0.13595   -0.16786
 -0.11403   -0.14908   -0.25189    0.23119    0.24764    0.11947
  0.049505   0.23383   -0.51259    0.091031  -0.13561    0.33017
  0.19264    0.24712   -0.034438  -0.29561   -0.065985  -0.16877
  0.32661    0.94585   -0.30283    0.27334   -0.84606   -0.13968
  0.33486   -0.33275    0.27812   -0.46375   -0.44694    0.16779
  0.17808   -0.29269   -0.45738   -0.15264    0.11191    0.1522
  0.35109    0.47316   -0.42728    0.28879   -0.1658     0.0016051
  0.40681   -0.030955  -0.090015   0.029679   0.3024    -0.48881
  0.6725    -0.034568  -0.32973   -0.038438  -0.24662   -0.037695
  0.33844    0.39873   -0.10645   -0.40874    0.14528   -0.18505
  0.34953   -0.12152   -0.32271    0.12641  ]"
20,caffaro,"[-1.5440e-01 -3.3198e-01 -4.4930e-01  2.7564e-01  3.3738e-01 -3.6751e-01
 -1.3110e-01  4.0918e-01  1.8624e-01  5.6717e-02  3.8256e-01 -9.1631e-02
 -8.1109e-02 -4.6523e-04 -1.6799e-01  1.4811e-01 -2.9571e-01 -3.5510e-02
  2.9266e-01 -3.8442e-01 -5.0833e-01  1.2517e-01 -1.8813e-01  3.1880e-02
 -4.9332e-01  4.2902e-01  1.4172e-01  5.9143e-01  1.0711e-01  4.0204e-03
  6.1426e-02 -1.4436e-01 -3.1437e-01 -1.8007e-01  3.2179e-01  7.7042e-02
  2.8936e-01  1.6722e-01  1.0585e-01 -3.7512e-02  8.7768e-02  2.4296e-01
 -3.9492e-01 -1.4094e-01 -1.2387e-01  4.6930e-02 -6.5131e-02  3.2330e-01
  3.9389e-01  6.6166e-01  3.3037e-01  3.0658e-02 -2.6402e-01 -4.5404e-01
  2.6583e-01  8.5358e-01 -1.7453e-01  4.8271e-01 -4.2139e-01 -3.1934e-02
  1.6213e-01 -5.4765e-01  1.6920e-01 -1.4477e-01 -4.9495e-01  2.4573e-03
  8.6634e-02 -4.0192e-02 -2.4065e-01 -4.7191e-01 -3.8120e-04  3.9052e-01
  7.8574e-01 -9.0275e-02  3.8559e-02 -2.4847e-01  2.1225e-01 -1.9042e-01
  9.4699e-01  3.0801e-01  1.1828e-01 -2.1534e-01  5.7469e-02  7.7302e-02
  7.8823e-01 -3.5600e-02 -1.4382e-01  3.3509e-01  7.9296e-02  3.9404e-01
 -1.2363e-01 -3.5865e-01  1.3096e-01 -3.9813e-01  9.7525e-02 -5.7335e-02
  2.7309e-01 -2.2528e-01 -1.9114e-01  2.0651e-01]"
21,kc3,"[-0.14778    0.33585   -0.51572   -0.08912   -0.57419   -0.35352
  0.47585   -0.092075   1.0166    -0.23664    0.41445   -0.0089679
 -0.052698  -0.51847    0.18232   -0.016891  -0.63685   -0.073242
  0.05877    0.2767    -0.4985     0.24658   -0.43127    0.13146
  0.036776   0.17708    0.53039    0.24982    0.42589   -0.065453
  0.34035    0.13874   -0.18915   -0.15825    0.14325    0.035751
  0.14245   -0.12164    0.18939    0.35185    0.56226    0.13452
 -0.14681    0.15757   -0.15252   -0.53792   -0.528     -0.056054
 -0.22418    0.53858   -0.14199   -0.17833   -0.07648   -0.58581
  0.44205    0.62022   -0.10997    0.011504  -0.36976   -0.39804
 -0.092745  -0.31564    0.33703   -0.10133    0.13191    0.39589
 -0.25916   -0.10723    0.22375    0.29511    0.01829    0.44512
  0.39164    0.6506     0.012617  -0.01707    0.30974   -0.36703
  0.71918   -0.32681   -0.31883   -0.3148     0.24108   -0.24973
  0.57467    0.073496  -0.31155   -0.63795    0.048372   0.8541
 -0.28389   -0.52767    0.15953   -0.10551    0.11632   -0.079674
  0.02753    0.45063   -0.81864    0.14069  ]"
