,word,values_
2,annio,"[-0.0051731 -0.42816   -0.12398    0.27471    0.13734   -0.25431
 -0.31254   -0.40329    0.11327    0.23083    0.043334   0.15986
 -0.027455   0.1115    -0.38886   -0.18259    0.043664   0.16809
  0.74793   -0.073501  -0.33862   -0.29207   -0.45846   -0.22212
 -0.52585    0.20403    0.070582   0.12246    0.069186   0.78116
 -0.35447   -0.16359    0.24197    0.095765  -0.49403    0.11296
  0.37079    0.12653    0.050696  -0.2539    -0.086996  -0.17555
  0.37312    0.3007    -0.29867   -0.0023614  0.14595    0.27051
 -0.29982    0.44506    0.1072    -0.043061  -0.38725   -0.30282
  0.13387    0.51526   -0.5562    -0.18268   -1.2352    -0.037207
  0.12059   -0.057493   0.010443   0.16258   -0.69653    0.53466
 -0.2244     0.024885   0.64854    0.29715    0.13486    0.047927
 -0.41825   -0.019128  -0.23598   -0.14026    0.051505   0.20021
  0.57407   -0.22393   -0.12167   -0.042393   0.18541   -0.3127
  0.24745    0.20044   -0.19618   -0.025309  -0.034166   0.17346
  0.65924    0.23419    0.53872   -0.058836   0.59551    0.097843
  0.43218    0.020382  -0.72062   -0.43478  ]"
3,dobhair,"[ 0.087763  -0.53019   -0.079074   0.13081   -0.36554    0.11637
  0.2091     0.035283   0.16674    0.0016561 -0.28443   -0.1221
  0.03561    0.20945   -0.27123    0.20932    0.063035   0.26465
  0.5215    -0.067951   0.045405   0.28915   -0.50561   -0.25243
 -0.73169    0.10521    0.049905   0.49745   -0.056395   0.28083
 -0.0052822 -0.13747    0.20442   -0.41394    0.29802   -0.14403
 -0.25551   -0.24156   -0.023758  -0.26351    0.09252    0.16306
 -0.10479    0.16615    0.061148  -0.39817    0.084423   0.129
  0.0013249  0.48338   -0.034691   0.06734   -0.14872   -0.32203
  0.37355    0.75625    0.039625  -0.131     -0.63631   -0.26811
 -0.044713  -0.27504   -0.46732   -0.017606  -0.17453   -0.0031319
 -0.24675   -0.23717   -0.10673    0.032042   0.1539     0.47847
 -0.052396   0.26401    0.27519   -0.089437   0.2841     0.1534
  0.18612    0.1272    -0.30525    0.0018099  0.14358   -0.40016
  0.58387    0.053141  -0.32323    0.07002    0.024752   0.36032
 -0.25119    0.1889     0.071352  -0.17441    0.52912    0.22095
  0.15434    0.72526   -0.23587   -0.10653  ]"
4,kalaallit,"[-0.22273    0.059064   0.17032   -0.10368   -0.33642    0.20642
  0.039285  -0.093986  -0.064102  -0.48664   -0.13718    0.10674
  0.17105    0.32377   -0.2868    -0.2426    -0.17821   -0.099709
  0.29701    0.24809    0.06085    0.44019    0.076041  -0.2357
 -0.06168   -0.10155    0.30434    0.36023    0.0013547  0.10032
  0.060661   0.067299   0.065801  -0.21388    0.23659   -0.53096
  0.33573   -0.024273   0.42983   -0.44221   -0.063026   0.21497
 -0.38976    0.33827   -0.030189  -0.1084     0.10022    0.28703
 -0.037392   0.71328   -0.11358    0.081342  -0.045724  -0.63378
 -0.46514    0.98964    0.28085   -0.080144  -0.38784   -0.29072
  0.11787   -0.10446   -0.11252   -0.0083052  0.065222   0.54244
 -0.30792   -0.5625     0.20749   -0.38091    0.26787    0.42625
  0.16719    0.69693   -0.010009   0.19284    0.10858    0.23489
  0.47292    0.2824    -0.65339   -0.32213    0.3366     0.089005
  0.29935    0.1898     0.12191    0.38144    0.55481    0.32511
 -0.057971   0.18932    0.30334   -0.5756    -0.04287   -0.2913
 -0.16708    0.20649   -0.78108    0.032539 ]"
5,electronic/dance,"[ 0.2684     0.093437  -0.023165   0.32643    0.21044   -0.28582
  0.79241   -0.76289   -0.28704    0.42522    0.35595   -0.36586
 -0.34884   -0.94444   -0.53181    0.17632    0.14262   -0.31315
  0.46625    0.51129   -0.14899   -0.49288   -0.20276   -0.39995
 -0.077796   0.6108     0.035495   0.24062    0.016677   0.031632
 -0.33602   -0.55002    0.089645   0.13296    0.54629    0.026476
 -0.61532    0.016616  -0.25713   -0.62583    0.37405    0.88361
 -0.43148    1.0391     0.35189    0.4071    -0.44624   -0.51694
 -0.051883  -0.52582   -0.22199    0.023494  -0.41396   -0.39551
  0.15284    0.56297    0.27099    0.74123   -0.2916    -0.87085
 -0.3403    -0.12397   -0.14671   -0.24206    0.075907  -0.28301
 -0.248     -0.069478  -0.37663   -0.6328     0.14472    0.68899
 -0.0032483  0.77615   -0.029365   0.41915   -0.39376    0.017736
  1.0968    -0.60616   -0.81905    0.56981    0.4348    -0.086998
  0.18839    0.44257   -0.031091  -0.030358  -0.62791    0.32648
 -0.72054    0.35101    0.11725    0.080256   0.42565    0.30642
  0.035693   0.68156   -0.077275   0.39776  ]"
6,madhouses,"[ 0.14988   -0.14618   -0.56813    0.33358   -0.14771    0.052462
 -0.14218    0.032754  -0.13254   -0.21646    0.13679    0.041784
 -0.2664     0.49331   -0.51819    0.19694   -0.04041    0.67545
  0.17184   -0.21732   -0.16215    0.429     -0.14361   -0.16712
 -0.29286   -0.15046    0.067445   0.49346   -0.4426    -0.041996
 -0.0010156 -0.51685    0.18135   -0.16181   -0.12841    0.30321
 -0.65465   -0.19623    0.037397   0.051135   0.16999    0.40439
 -0.28791    0.38645    0.47067   -0.37956    0.3192     0.35657
  0.008962  -0.19125   -0.45966    0.71009   -0.050601  -0.54887
  0.22833    0.75005   -0.059903  -0.28372   -0.225     -0.42698
 -0.15061   -0.36185    0.20102   -0.39318    0.091753   0.41852
 -0.32408   -0.37948   -0.18467   -0.63464    0.17913   -0.12777
  0.354      0.35363   -0.1197    -0.14641    0.65619    0.018759
  0.60506   -0.14529   -0.31706    0.28544    0.8052     0.10837
  0.054605   0.046381  -0.19538   -0.35128   -0.17156    0.11248
 -0.024408  -0.50662    0.10272   -0.24379    0.27525    0.51025
  0.28788    0.1263    -0.55152   -0.70776  ]"
7,vegetations,"[-0.064161  -0.023357  -0.24571    0.29337    0.1099     0.15428
 -0.29328   -0.18623    0.077351  -0.046545  -0.34567    0.36023
  0.05538   -0.17869    0.15269    0.33676   -0.52876    0.37039
  0.67352    0.0094482 -0.31308   -0.37624   -0.23933   -0.13341
  0.014403   0.0047218  0.21995    0.44027   -0.76259   -0.01175
  0.074635  -0.52947    0.24365   -0.28018    0.087806  -0.42692
 -0.094934  -0.31903   -0.027737   0.057353   0.4906     0.10324
 -0.22789    0.40027    0.042545  -0.11759    0.10957    0.34438
  0.060687   0.28791    0.16941    0.046512  -0.41164   -0.3543
  0.7647     0.80891    0.025366  -0.12157   -0.28223   -0.10825
 -0.11562    0.068001   0.20537    0.047556  -0.24558    0.11473
 -0.40366   -0.42164    0.22829   -0.61911   -0.1558    -0.022793
  0.046759   0.29439   -0.33231   -0.028647   0.059772  -0.14283
  0.61078    0.13045   -0.22848   -0.086214  -0.066006   0.10126
  0.3459    -0.19381   -0.1957    -0.028587  -0.10586    0.41838
 -0.16282    0.15894   -0.21528   -0.21859    0.27368    0.082336
 -0.39422    0.24516    0.17615   -0.016789 ]"
8,raci,"[ 0.5018      0.28669    -0.17232    -0.092266   -0.2988      0.040452
 -0.017274    0.0082393   0.025051    0.019899    0.24805    -0.14179
 -0.057389    0.039554   -0.15987     0.27416    -0.25678     0.1339
  0.35524     0.072619   -0.38081     0.01461    -0.71948    -0.013419
 -0.23662     0.018505    0.15516    -0.064464    0.13282    -0.068324
 -0.097534   -0.02467    -0.20159    -0.015366    0.44503    -0.33997
 -0.11845     0.045584    0.25366     0.25076    -0.00099969  0.1729
 -0.24068     0.04068    -0.11698     0.059244   -0.075261    0.25637
 -0.24737     0.026549    0.16549    -0.35759     0.14669    -0.56489
 -0.12451     0.92694     0.27272     0.1109     -0.22799    -0.40378
  0.33077    -0.34429     0.083949   -0.2715     -0.17693     0.038693
 -0.30347    -0.30244    -0.22736     0.1531      0.10052     0.19619
  0.17476     0.22401     0.10194    -0.38877     0.1668     -0.086072
  0.39451     0.02168    -0.47584    -0.28763     0.11368    -0.038214
  0.43851     0.25234     0.029509    0.083736   -0.12933     0.48753
 -0.034708    0.022349    0.46202     0.10566     0.47311     0.023117
  0.099106    0.0055702  -0.77191    -0.1349    ]"
9,acanthizidae,"[ 0.48213    0.24565    0.28484    0.043112  -0.52162    0.26864
 -0.11607   -0.21183    0.12301    0.1226     0.080673   0.072029
 -0.18146    0.17088   -0.88888    0.34974   -0.066511   0.077974
  0.14414    0.4008    -0.57388    0.18162   -0.13238   -0.097533
  0.12562    0.059657   0.0099448  0.18208   -0.12553    0.11894
  0.085835   0.059652   0.39771   -0.3776     0.52105   -0.28457
 -0.36334   -0.077185   0.11298   -0.26444    0.12858    0.082771
 -0.45084   -0.29057    0.075758  -0.1025    -0.28586    0.50848
  0.16487   -0.25932    0.22244   -0.67617    0.47845   -0.63836
  0.26214    0.80927   -0.60222    0.060032   0.20832   -0.14305
  0.25675   -0.33613    0.32568   -0.58142    0.36732   -0.17108
 -1.0453    -0.44827   -0.54845    0.18084   -0.22206    0.54982
  0.27938   -0.14615   -0.0079733 -0.10676    0.18144   -0.24125
  0.176      0.16113   -0.95758    0.19908    0.94459   -0.36964
  0.28916    0.19687   -0.73456    0.022435  -0.27538    0.0057103
  0.32234    0.14515    1.0537    -0.18026   -0.13167    0.1197
  0.38821   -0.21535   -0.27712   -0.42635  ]"
10,68f,"[ 0.23858   -0.10292   -0.32303    0.48872   -0.47926    0.505
 -0.22945    0.17835   -0.091038  -0.18869    0.75281   -0.071978
  0.11809    0.23541    0.1749    -0.16025   -0.36273    0.1714
 -0.0029377 -0.3324    -0.29779   -0.14214   -0.24433   -0.10041
 -0.40137   -0.083135  -0.07483   -0.096789   0.41257   -0.16515
 -0.38767    0.20808    0.21799    0.11061    0.086853   0.2529
 -0.22566   -0.18004    0.07453    0.20828    0.31943   -0.1141
 -0.48932   -0.029137  -0.26987   -0.29357   -0.24674    0.056564
 -0.041327   0.18285    0.66718   -0.22304    0.36725   -0.29497
 -0.12965    0.76905    0.031148   0.034442  -1.0036    -0.21006
 -0.013151  -0.041129  -0.15008    0.021566  -0.67999    0.2288
 -0.44109   -0.7926    -0.05364    0.075989  -0.11959   -0.20875
  0.24422    0.62731   -0.18071   -0.65914    0.24729    0.086511
  0.53908   -0.012392  -0.58751   -0.31964    0.35122   -0.71992
  0.3941     0.94293    0.32769    0.6693     0.011784   0.25894
  0.15909    0.77068   -0.037299  -0.49661   -0.23341    0.090108
  0.35472    0.24231   -0.41755   -0.39251  ]"
11,fouchet,"[ 0.29867    0.12893   -0.49361   -0.25511   -0.01548   -0.1103
  0.51436    0.014398   0.3854    -0.22332    0.27812    0.66241
 -0.39669   -0.63081   -0.09917    0.19264   -0.59188    0.21464
 -0.016813  -0.1862    -0.53612   -0.22845   -0.28625    0.07707
 -0.23659   -0.21665    0.13962    0.12134   -0.30257   -0.16375
 -0.034747  -0.060009   0.33398   -0.24472    0.17254   -0.18676
 -0.20638   -0.42621    0.51252   -0.095536   0.3867     0.37434
  0.28763    0.37318    0.093638  -0.19005   -0.21761    0.26215
  0.033      0.48955    0.13911    0.44523    0.059496  -0.26653
  0.13624    0.50577   -0.10123    0.12593   -0.26505   -0.011368
  0.55698   -0.27447    0.6179    -0.45666   -0.16001    0.14655
 -0.80837   -0.17048   -0.5564    -0.21684   -0.18898    0.031047
 -0.72869    0.23507   -0.44861   -0.16606   -0.17303    0.074044
  0.50035   -0.13934   -0.73422    0.21594    0.31243   -0.31146
  0.65582    0.39894    0.040548  -0.042535   0.0084386  0.32717
  0.10776   -0.3295     0.18365    0.12686   -0.45197   -0.21279
  0.19881    0.32245   -0.31186    0.14659  ]"
