,word,values_
4,82,"[-0.26012    0.61617    0.061049  -0.17735    0.14369    0.46114
  0.43212    0.043117  -0.99045    0.12964    0.83445   -0.14747
 -0.06182   -0.72196    0.42831   -0.39756   -0.44046    0.43928
 -0.26312    0.82416    0.63294    1.0434     0.096087   0.48906
 -0.23162   -0.3769     0.67765   -0.48936    0.50216   -0.47137
  0.17668    0.88296   -0.50276    0.28202   -0.44711    0.21194
  0.68945   -0.058259  -0.056803   0.92463   -0.29339   -0.64588
  0.517     -0.37801    0.72593   -0.30662   -0.0041373 -0.64045
 -0.62835    0.008661  -0.4425    -0.36801    0.19683    0.39621
 -0.59787   -1.034     -0.70569   -0.088416   0.38279    0.32798
 -0.40325   -0.27181   -0.12314   -0.014246  -0.97796    0.46718
  0.4639    -0.14976   -0.25324    0.35591   -0.29594    0.11138
  0.1044     0.881      0.11506   -0.18473   -0.42358    0.41156
 -0.59009   -0.31466    0.60388    0.3988     0.4182     0.15728
 -0.44243   -0.23118    0.69759   -0.64679    0.25834    1.016
  0.036146   0.10651    0.14565    0.1828    -1.2167     0.26942
  0.01511    0.057112   0.19263   -0.51934  ]"
5,updated,"[-1.2226     0.084393   0.70603    0.22605    0.34477    0.3319
  0.35978    0.36249    0.091343   0.20365    0.47288   -0.39181
  0.39592   -0.52609    0.050332   0.72151    0.65409    0.14452
 -0.092862  -0.062498  -0.36827   -0.75698    0.58397    1.3431
 -0.067905  -1.0469    -0.30874   -0.31632   -0.44353    0.22228
  0.0031741  0.45353   -1.0744     0.047665   0.24539    0.37621
 -0.8103    -0.30535   -0.96066   -0.0081053  0.46413   -0.24727
 -0.29411    0.2282     0.24562   -0.070651  -0.30577   -0.81827
  0.52138   -1.0107     0.95036    0.13665    0.18384    0.48324
 -0.10802   -1.403      0.0589     0.62959    0.60793    0.06442
 -0.58476    0.63568   -0.73092   -0.10918    0.45471   -0.12957
 -1.1681     0.34946    0.1634     0.1695     0.14156    0.34574
  0.24457   -0.37922    0.32069    0.16755    0.14136   -0.098908
 -0.34442   -0.94004   -0.014905  -0.85209   -0.26752    0.083076
 -0.36915    0.17877    0.26866   -0.15752   -0.8555     0.59466
  0.25843    0.3796     0.1345    -0.29667    0.13327   -0.50962
 -0.29535   -0.12848    0.84971    0.3398   ]"
6,murders,"[ 4.9826e-01 -2.2408e-01 -7.4022e-01 -1.2950e-01  2.4358e-01  1.0041e+00
  2.9259e-01  4.0023e-01  6.3786e-02  4.3852e-01  3.8060e-02  6.7491e-01
  2.5141e-01  1.3421e+00 -7.4493e-02  9.6252e-01 -6.6027e-01 -3.6966e-02
 -1.0824e+00  9.3977e-01  1.0874e+00 -7.6209e-01 -5.9252e-02  4.1445e-02
  3.4764e-01 -2.7103e-01  6.9612e-01 -4.1737e-01 -1.1256e-01 -2.1768e-01
  6.7718e-01 -4.7256e-01 -6.3103e-02  2.5961e-01 -3.2018e-01 -2.3847e-01
  6.4863e-01 -7.9306e-01  4.8471e-01 -1.1184e-01 -3.6061e-01  1.4003e-01
  6.9442e-02 -1.1603e-01 -7.1253e-01  4.6791e-01  7.9491e-01 -1.1222e+00
  4.3199e-02 -5.6787e-02 -8.7147e-02 -9.9910e-01 -1.8137e-01  1.2120e+00
 -4.0198e-01 -3.9647e-01 -4.6110e-01 -1.1685e-01  4.2593e-01  1.4779e-01
 -8.0091e-01  5.1314e-01  2.1862e-01 -1.0793e+00  8.4538e-01 -2.8342e-01
  5.2038e-01  1.3136e-01  4.4926e-01  9.3785e-01 -3.9500e-01 -6.0667e-01
 -3.4702e-01  7.5002e-01  1.9835e-01 -1.7428e-01  8.5532e-01 -5.1553e-02
 -4.4885e-01  4.2136e-01  5.8517e-01  1.2049e+00  4.6101e-01  5.9253e-02
 -1.1172e+00 -8.1503e-01 -3.9474e-01 -1.4067e-01 -4.2616e-01 -1.6532e-01
 -2.3716e-01  6.1723e-04 -9.8110e-02 -1.5440e-01 -1.5161e-01 -3.1012e-01
 -6.6519e-01  2.6816e-01  1.4568e-01 -8.4070e-01]"
7,impressed,"[-3.2792e-01 -3.0396e-02  9.0129e-02 -5.4907e-02 -7.6398e-01 -6.4319e-04
 -5.5311e-02  3.6464e-02 -4.4596e-01 -2.8887e-01  2.6858e-01 -4.9376e-01
  3.3672e-01 -1.0823e+00 -4.4790e-01 -3.6004e-01 -1.0779e-01  2.5287e-02
 -3.0409e-01  3.4767e-01 -3.0816e-01 -8.3187e-02 -5.0387e-01 -5.9598e-01
  1.6533e-01 -4.5834e-02 -7.8787e-02  4.1227e-02  4.1400e-01 -1.9315e-02
 -3.2265e-01  5.9091e-01 -2.7497e-02  3.8805e-01  3.5206e-01  8.0039e-02
 -4.3963e-01  4.5896e-01 -4.9828e-01 -3.4602e-01 -9.7941e-02 -2.4975e-01
  6.7039e-01  1.1286e-01  7.1489e-02 -2.7893e-01  5.6466e-01 -1.1858e-01
  9.3083e-01 -7.6977e-01  6.4626e-02 -2.8882e-01  3.8710e-01  3.1018e-01
 -2.1364e-01 -1.2929e+00 -1.6818e-01  9.6298e-02  2.6758e-02 -2.4229e-01
  1.6799e-01  6.9036e-01 -3.8612e-01  2.2817e-01 -1.9107e-01 -6.2744e-01
  3.3882e-01  9.0588e-01  2.0835e-01  5.3557e-01  6.2765e-01  9.0919e-02
  4.0834e-02 -5.4425e-01  7.5837e-02  3.6116e-01  7.4900e-02  7.3101e-03
 -6.8906e-02 -3.6044e-01  7.3702e-04  4.4581e-01 -4.6986e-01 -4.2930e-01
 -1.3445e+00 -4.4927e-01 -3.6247e-01  2.5395e-02 -1.0827e+00 -6.6750e-01
 -7.4945e-02 -7.2890e-01 -1.8071e-01  1.8919e-01 -1.7851e-01  1.0345e-01
 -1.2383e+00 -1.4751e-01 -3.6483e-01  4.6438e-01]"
8,1934,"[ 0.49054  -0.6293   -0.71544   0.12647   0.11274  -0.19599   0.5608
 -0.14066  -0.35234  -0.19035   0.66839  -1.0703   -0.16934   0.61737
  0.53357  -0.02753   0.97148   0.39834  -0.36015  -0.2873    0.024155
  0.3575    0.90873  -0.20636   0.16815  -0.60718  -0.54966  -0.51698
  0.64685   0.084663 -0.27472   0.57709   0.068826 -0.7871   -1.2123
  0.21258   0.37326  -0.048111 -0.51529  -0.096651  0.24581  -0.10454
  0.10925   0.041205  0.61735  -0.35701   0.83324  -0.79712   0.17381
  0.17623  -0.5198    0.040841  0.85116   0.63295  -0.36829  -1.3915
 -0.28725  -0.29082   0.48688   0.030905 -0.39201   0.71031  -0.39796
  0.39444   0.70748  -0.3533   -0.52917   0.19853   0.34297   0.66015
  0.044242  0.030353 -0.24292   0.58596  -0.49837   0.20633   0.3102
  0.30849  -0.6341   -0.55288  -0.57454  -0.23668   0.28771   0.38288
 -0.019016  0.12423  -0.080573 -0.6706   -0.061284  0.30448  -0.031648
 -0.62561   0.16046   0.96231  -0.095855  0.34926  -0.2501    0.20713
 -0.50572  -0.78443 ]"
9,brick,"[-0.040489  1.1711   -0.81182   0.21801  -0.031813  0.44193  -0.34638
  0.057534  0.23823   1.0852    0.67751  -0.3793    0.63331   0.91191
  0.097621  0.24251   0.011851 -0.20226   0.03723  -0.51253   0.38697
  0.66708  -0.21721  -0.25138   0.69859  -0.68515  -0.27385  -0.38567
 -1.1775    0.16283   0.49368   0.089662  0.67793  -0.37034  -0.030139
  0.33517  -0.14653  -0.81738   1.1248   -0.28905   0.43049  -0.92186
 -0.19064   0.52486   0.70026   0.030035 -0.21054   0.52029   0.88008
  0.041084 -0.32082  -0.92555   0.079429  0.73107  -0.31924  -1.9591
 -0.54527  -0.26096   0.84179  -0.043881 -0.70326   0.28873  -0.03602
  1.1831    0.94596  -0.78168   0.76725   0.27497  -0.78806  -1.1665
  0.057942  0.90011   0.11811  -0.61492   0.8252   -0.13083   0.79704
  0.63209   0.22783   0.17112   0.098427  0.35745  -0.16949   0.18938
  0.53824   0.050593 -0.095142 -0.92192   0.010846  0.17579   0.40466
 -1.0131   -0.19634   0.24891  -0.20496  -1.0095   -0.37136  -0.39051
  0.57433   0.002806]"
10,enrichment,"[ 0.96983    0.59393    0.05718    0.23418   -0.26886   -1.5523
  0.2294     1.4351     0.95034    1.8075    -0.070742   0.56415
  0.20241   -0.18555   -0.77901    0.8899    -0.31396    0.51417
 -0.80423    0.073485  -1.05      -0.10471    0.046919   0.35381
  0.23637    0.2828    -0.56323    0.50235    0.0066778  1.2227
 -0.83009   -0.81078   -1.1189    -0.4142    -0.48762    0.24576
  0.90196   -1.411     -0.8882    -0.30304   -0.71544    0.086832
  0.43247    0.010149   0.063453  -0.68826    0.36086    0.24408
  0.25895   -0.050617   0.42677    0.4008    -0.77734    0.91284
 -0.5354    -0.9286    -0.28063   -0.79258    1.246     -0.96984
  0.91263   -0.67072    0.082811  -0.54014    0.55971    0.050279
  0.98196   -0.21285   -0.1949    -0.076094   0.40386   -0.35802
  0.15746   -0.54636   -0.26859    0.058969   0.65027   -0.34733
 -0.66051   -0.15307    0.68146    0.28075   -0.32435    0.060473
 -1.0663     1.3329     1.4355     0.87389    0.79154   -0.42297
 -1.6601     0.093256  -0.21421    0.41083   -0.41391    0.14319
 -0.052752  -0.39341    1.0172     0.35775  ]"
11,panama,"[ 0.14486    0.1115     0.50573    0.20206    0.68099   -0.53688
 -0.059522   0.92464   -0.13984   -0.11723    0.24493   -0.25784
 -0.37555   -0.12416    0.57855   -0.20262    1.0182    -0.21056
  0.43358   -0.55727    0.11216    0.77974    0.89147    0.44635
 -0.20425    0.25692   -0.059427  -1.0076     1.0592    -1.0349
  0.13323    0.70351    0.35289    0.40274    0.39953    0.038417
  0.32544   -0.30839   -0.39581   -0.61963   -0.45279   -0.86539
  0.44919   -0.62693    0.58541    0.43213    0.15287   -0.26296
  0.0080695  0.13751   -0.35086    1.1607     0.44301    0.22124
 -0.42036   -0.53145   -0.21084   -0.65602    1.0851     0.35523
 -1.5139     0.24646    0.084189  -1.3998    -0.7054     0.15167
 -0.88045    0.49706   -0.23       0.61155    0.17911   -0.16076
  0.0211    -0.024422   0.75905   -0.046186  -0.11961    0.60519
 -0.65407    0.78682    0.47797    0.037435  -0.069421   0.43604
 -0.036494   0.014508   0.33252    0.47001   -0.45654   -0.63889
 -0.0025248 -0.26826   -0.042648   0.049468  -0.21438    0.11987
 -0.53906   -0.55056   -0.49405   -0.65351  ]"
12,journalism,"[ 0.39914   -0.3587    -0.84016   -0.51752    0.61094    0.31901
  0.51418   -0.34655   -0.24114    0.93677   -0.035714   0.021076
  0.037554   0.10668   -1.0042    -0.18971    0.59087   -0.18604
  0.010562   0.41934   -0.91829    0.52757    0.2379    -0.74172
  0.75631    0.33439    0.20515   -0.11125    0.30171   -0.25674
 -0.3182     0.9278    -0.59095   -0.089058  -0.7127    -0.16456
 -1.4226     0.017947  -0.71054    0.16382   -1.0704     0.27401
 -1.4815     0.083218  -0.84055   -0.59401    0.81043   -0.21847
  0.0064662  0.13741    0.32279    0.023361  -0.48138    0.46446
  0.13142   -1.1591     0.7377    -0.14834    1.4197     0.030879
 -0.13564    0.61669   -0.5268    -0.6766     0.29961   -0.11479
  0.66875    0.077935   0.56729    0.95023    0.22096    0.56093
  0.30508    0.53709   -0.56497   -0.079904   0.31354    0.15984
 -0.4176    -0.72569   -0.35822    0.47149    0.1554    -0.51668
 -0.73497    0.11474   -0.45043   -0.37737    0.086101  -1.0064
  0.73016   -0.57539    0.34937    0.45215   -0.11955    0.57409
  0.11217   -0.24345    0.56759    1.3123   ]"
13,premium,"[-0.20679  -0.064013  0.51695   0.54254   0.02846  -0.56978   0.56078
 -0.09779  -0.43184   0.28029  -0.12595   0.30641  -0.83745  -0.51564
  0.24779  -0.47058   0.1701    0.183     0.54152   0.33683   0.33463
  0.1056   -0.6565   -0.05963   0.17369  -0.26722   0.23559  -0.35826
 -0.83605  -0.29279   0.68665   0.88289  -0.48562  -0.52297   1.1446
  1.2728    0.54063   0.32849   0.020287 -0.48589   1.1723   -0.24873
 -0.16234  -0.21148   0.097833  0.16863  -0.41482  -0.83095   0.10012
 -0.57277  -0.14774  -0.10983  -0.61165   0.18844  -0.28383  -1.1622
  0.39308  -0.029761  1.7929   -0.44079   0.41528  -0.070868 -0.40636
  0.057833  0.24923   0.042675  0.31576  -0.66524   0.68822  -0.36965
  0.064715 -0.40855   0.42273   0.58508  -0.2401    0.70843   0.44431
 -0.12639  -0.26388  -0.43914   0.28777  -0.5359    0.022854 -0.20411
 -0.065448 -0.89199  -0.51284  -0.46797  -0.021225  0.091573 -0.34647
 -0.27998  -0.48782  -0.9837   -0.8384   -0.025337  0.67247  -0.12098
  1.2833    0.15473 ]"
