,word,values_
4,carbine,"[-0.13663    0.26643   -0.35631   -0.40531   -0.1003     0.27195
  1.2361     0.21889   -0.54539    0.24695   -0.20966    0.02943
 -0.50008   -0.81866    0.55098    0.95979    0.064947   0.08311
 -0.068741  -0.65422    0.44577   -0.6692     0.53615    0.24781
  0.74224    0.7269    -0.40309   -0.56958   -0.054379   0.7471
  0.40951    0.43207   -0.5404    -0.40298    1.3411     0.063149
  0.21936   -0.98317    0.61576    0.65529    0.54508   -0.074063
  0.32994    0.25538    0.57215   -0.14532    0.37743   -0.94421
 -0.35635   -0.26559   -0.4577     0.55715    0.66086    0.01418
  0.50843    0.15846    0.26287   -0.40217   -0.57088    0.10523
  0.8        0.14788   -0.11515    1.487     -0.38605   -0.37392
  0.22825   -0.40481   -0.091308   0.11716   -0.078465  -0.45643
  0.95487   -0.049005   0.04683    0.44496    0.44337    0.31535
 -0.77866   -0.49633   -0.15896    0.030874   0.37442   -0.24689
  0.14712    0.8194    -0.32906   -0.53731    0.60237    0.37556
 -0.29013    0.34963    0.30794    0.18431    0.72113    0.047426
 -0.0085832 -0.04197    0.39019    0.49796  ]"
5,swivel,"[-0.57101    0.16978   -0.22638   -0.03551    0.048566   0.57192
  0.18085    0.101     -0.4057     0.17033    0.2547     0.6843
  0.51976    0.69655    0.57516    0.079427  -0.51229    0.099458
 -0.12663   -1.1735     0.42607    0.019714   0.0022239 -0.42453
  0.58815    0.035805   0.19444   -0.37752    0.11061   -0.33359
  0.65682    0.24328   -0.2488     0.78141   -0.065015   0.26239
  0.42685   -0.3269     0.72247   -0.40944    0.49193    0.0055348
  0.21743   -0.98013   -0.70025   -0.13854   -0.48172   -0.075374
 -0.34142    0.26355   -1.1137     0.16967   -0.74413    0.4725
  0.56178   -0.020705   0.55246   -0.071341  -0.35863   -0.25667
 -0.05902    0.14847    0.12068    1.3743    -0.17859    0.60396
  0.45971    0.21911   -0.65136   -0.05629    0.72818   -0.078878
  0.81267   -0.16037   -0.6051    -0.47154   -0.78791    0.32883
  1.0188    -0.78131    0.27444   -0.21725    0.71791   -0.48027
  0.25113    0.1734     0.86861   -0.2807     0.085878  -0.24525
 -0.25077    0.57883    0.24234   -0.20561    0.64024   -0.13574
 -0.15648    0.14758    0.93204    0.32077  ]"
6,disembark,"[-0.10952  -0.2801   -0.31398  -0.13572  -0.5156    0.53838  -0.40142
  0.95396   0.3784   -0.20311   0.31006   0.9559    0.07606  -0.33695
  0.33485  -0.73396   0.081607  0.70899  -0.33845  -0.55454   0.30753
 -0.3657    0.018366 -0.11659  -0.12082   0.12908  -0.45896  -0.15989
  1.3847   -0.7524   -0.4698   -0.28959  -0.93376   0.42123   0.39849
  0.41739   0.20524   0.42798   0.34709  -0.17695  -0.43539  -0.29544
 -0.51122   0.11414   0.48245   0.83165  -0.021843  0.091873 -0.019846
  0.67211   0.57394   0.22757   0.16839   0.52314  -0.10576   0.72402
  0.10867  -0.50711   0.32251  -0.30129  -0.56832   0.36592   0.13985
  0.032703 -0.28648   0.5412   -0.36221   0.45336  -0.45504   0.030627
 -1.0737   -0.87048   0.50695  -0.2213    0.34957   0.052123 -0.72776
  0.077718  0.40191  -0.88826  -0.48773  -0.68575   0.15131   0.65182
  0.28357  -0.45646   0.52434   0.36997  -0.72501   0.017333 -0.20915
  0.17935   0.20238  -0.58929  -0.12285  -0.028008  0.078423  0.86438
 -0.15992  -0.50344 ]"
7,fenders,"[-7.3698e-01 -5.8952e-02 -2.7176e-01 -9.8352e-01  3.1400e-01 -2.2176e-01
 -6.1334e-01  7.7198e-01  5.7670e-01  1.8251e-01  6.1161e-01 -3.8727e-01
 -2.2285e-01  4.9664e-01  8.5441e-01  4.8590e-01 -1.2049e+00 -1.9638e-01
  2.3638e-01 -1.0073e+00  3.7270e-01 -6.0533e-01 -2.1950e-01 -2.3068e-01
  8.2985e-01 -2.2793e-01 -7.2807e-01 -4.0527e-01  8.4172e-02 -7.4833e-01
  1.2597e+00 -4.6356e-01 -2.9109e-01 -1.3544e-01 -2.9750e-01  5.2898e-01
  5.4530e-01  5.8783e-01  1.0731e-03  2.3520e-01  8.6001e-01  5.1405e-02
 -5.9579e-02 -4.0235e-02 -3.4526e-01  6.5997e-01  5.5188e-01  1.0442e-01
 -1.9954e-01 -2.1791e-01 -2.6182e-01 -8.8442e-02 -7.8820e-01  5.4235e-01
 -2.1488e-01  4.7561e-01  2.8842e-01  4.4725e-01  2.2779e-01 -2.0996e-01
 -9.3910e-02  1.0247e+00  3.6233e-01  7.4056e-01  3.2242e-01 -2.5834e-01
 -2.2837e-01  1.6160e-01 -7.4509e-01  8.1425e-02  8.6270e-01 -4.3461e-02
  4.0174e-01 -6.2670e-01 -5.9865e-01 -3.7717e-03  4.3739e-01  6.6520e-01
  7.1761e-01 -5.9696e-01 -5.1712e-01 -3.2600e-01 -1.7131e-01  4.6010e-01
  4.5074e-01 -3.4282e-01 -1.1616e-01  2.2432e-01 -6.3789e-01  2.3570e-01
 -3.3586e-01 -6.6579e-02 -3.2571e-01  1.0365e-01  4.3610e-01 -2.4517e-01
 -5.3334e-01 -3.3334e-01  1.5455e+00  5.8030e-01]"
8,widnes,"[-0.36689   -0.41724    0.16156   -0.47439   -0.16974   -0.091253
 -0.22235   -0.2946    -0.3478    -0.09557    0.48962   -0.60791
 -0.33186    0.20091    0.3782     0.048157   0.18742    0.60773
 -0.096654   0.60452   -0.57979    0.22917    0.32955   -0.60274
  0.59673   -0.99796   -0.31808    0.52321   -0.27193    0.13641
 -0.036936   0.035847  -0.22466   -0.34013   -0.74173   -0.78675
 -0.9187     0.94027   -0.074498  -0.34913    0.35969   -0.24163
 -0.19195   -0.31892    0.19993    0.56189    1.1876     0.24344
  0.55644    0.28754   -0.19898    0.21245    0.36406    0.7858
 -0.2592    -0.041768  -0.058645  -0.57457   -1.4651    -0.26979
 -0.28272   -0.99549   -0.65814    0.028522  -0.0041495  0.59192
 -0.19716    0.64553   -0.45653   -0.34414   -0.28478   -0.50217
  0.16034   -0.25981   -0.10847   -0.74646    0.33214   -0.29706
  0.24027    0.085654   0.46952   -0.34771    0.37173    0.53086
  0.28002   -0.56725    0.39154    0.21831    0.54877    1.1148
 -0.38783   -0.079138  -0.54109    0.74842   -0.056967  -0.9065
 -0.090649   0.97146    0.7375    -0.33571  ]"
9,poso,"[ 0.27293   0.058784 -0.079319 -0.33744  -0.31678   0.71465  -0.38818
  0.60302   0.48165   0.3688   -0.71248   0.27939   0.2766    1.0858
  0.038178 -0.13459  -0.16524  -0.94766  -0.53218   0.25241   1.4843
 -0.77791   0.69572  -0.13641  -1.2143   -0.33712   0.13322   0.33675
 -1.1602    0.15917   0.17401  -1.4887   -0.10979   0.84058   0.44278
 -0.24691   0.066368  0.90651   0.73918  -0.22497  -0.45243   0.55212
  0.23015   0.28695  -0.45277   0.85618   0.38761  -0.47147   0.065121
 -0.068391 -0.77198   0.2807   -0.5151    0.35433  -0.54064  -0.78741
 -0.2068   -1.1016   -0.63463  -0.55521   0.22901   0.50834   0.49635
 -0.32141  -0.22013   0.21905   0.11744  -0.11004   0.21269  -0.15492
  0.23017   0.52584   0.021913  0.12569  -0.15761  -0.69308  -0.21621
  0.27301   0.18425  -0.08214  -0.51273   0.12883  -0.033797 -0.40808
  1.0601    0.43906  -0.6101    0.39413   0.24142  -0.050859  0.54063
  0.92407  -1.0007    0.42176   0.22312   1.0464    0.063367  0.73697
 -0.24767   0.57672 ]"
10,sibneft,"[ 1.1431    -0.21285    0.12207    0.26426    0.35923   -0.55989
  0.61137   -0.9942     0.15771    1.0745    -0.189      0.25508
  0.6013    -0.53731   -2.0913    -0.55299   -0.69287   -0.44058
  0.68952    0.59161   -0.48502   -0.28424    0.099277   0.81518
 -0.40171   -0.87169    0.083677   0.98649   -0.15251   -0.50203
  0.0038376 -0.47483   -0.67754   -1.1682     0.092416   0.38076
  1.1683    -0.19974    0.028405  -0.39016    0.76383   -0.096996
  0.15289    0.086535  -1.0302     0.5066    -1.1008    -0.1346
  0.19795    0.3761    -0.47945    0.76063   -0.52179   -0.40367
 -0.80178   -0.81757   -0.09036   -0.1084    -0.015397   0.30182
  0.4626    -0.61818    0.209      0.18265   -0.40724   -0.55895
  0.7411     0.33511   -0.84378   -0.36433   -0.013454  -0.55752
 -0.073418   0.52829   -0.38396   -1.0733     0.38925   -0.47392
 -0.13738    1.3638     0.076521  -0.96408   -0.40253    0.59537
  0.39947   -0.96275    0.56222    0.063349   0.29811   -0.54257
 -0.12756   -0.26251   -1.0166     0.080604  -0.59035    0.071776
  0.057204   0.28307   -0.37335   -0.44971  ]"
11,guei,"[-0.634     -0.68442    0.32982   -0.29487   -0.29727   -0.40805
  0.82784   -0.18858    0.21421    0.37886   -0.6524     1.0882
 -0.52724   -0.44051   -0.27181    0.56265    0.83401   -0.59758
  0.039927   0.52699    0.72695   -0.50739    1.5692    -0.55918
 -0.1186     0.31797   -0.42005    0.48949    0.78522   -0.92033
  1.3997     0.099721   0.20926    0.33995    0.012659   0.23325
  0.63714    0.18943    0.06355   -0.071878  -0.42924   -0.12146
  1.0809    -0.47403   -0.59823    0.91719   -0.034422  -0.72913
  0.25634   -0.23629   -0.40733   -0.50765    0.02041    0.39652
  0.018521   0.21823   -1.5336    -0.0017492  0.013716  -0.11372
 -0.27242   -0.47717    0.48012    0.25624    0.59266    0.27182
 -0.28024   -0.89853   -0.29973    1.2302    -0.051568   0.23324
 -0.37118   -0.18752   -0.6866     0.15714    0.022005   0.2384
  0.31058    0.71023    0.60679   -0.71826   -0.10302    0.79398
  0.89232    0.55179    0.42236    0.0084561 -0.95378   -0.78781
  0.093552  -1.024     -0.77185    0.42905   -0.3489    -1.2358
 -0.080719  -0.42821   -0.68542    0.095624 ]"
12,cleansed,"[-0.56382    0.31216    0.49064   -0.20083   -0.28227    0.8318
  0.31507    0.20486    0.65592    0.63111   -0.1908     0.72497
  0.5353    -0.010689  -0.11327   -0.54652    0.11008    0.31345
 -0.2927     0.099112   0.029834  -0.089942  -0.32835    0.1579
 -0.22699    0.24187    0.039804   0.085527   0.0062583 -0.35037
  1.1309    -0.99617   -0.20776    0.35514    0.12297   -0.34517
  0.82111   -0.054811  -0.62581   -0.58299   -0.16647   -0.37847
 -0.02223    0.038642   0.23987    0.3179    -0.13127    0.59394
  0.33754   -0.34308   -0.61388    0.2821     0.12006   -0.27859
 -0.56973    0.46113    0.52194    0.035687  -0.0095977 -0.34738
  0.58406    0.68659   -0.46426    0.028391  -0.094251  -0.58681
  0.5452    -0.26197    0.022841  -0.17009    0.39061   -0.2185
  0.12041    0.33772    0.17106   -0.44795   -0.72002    0.13579
 -0.14284   -0.12353   -0.20748    0.45563   -0.73425    1.2869
  0.020622   0.27928    0.019335  -0.029312  -0.52973   -0.011245
 -0.35095   -0.052768  -0.48723    0.13068    0.15156   -0.37712
  0.97675    0.1704    -0.64543    0.41502  ]"
13,thiruvananthapuram,"[-4.4760e-01 -1.2383e-01  2.7252e-01  1.6548e-01  5.2802e-01  7.7527e-01
 -1.5597e+00  6.6153e-01  1.5963e-01  6.4544e-01  7.4951e-01 -4.5241e-01
  1.6594e-01  6.1371e-01  4.8219e-01 -5.5183e-01  7.5283e-01  5.6538e-01
  3.9917e-01  5.2464e-02 -4.0013e-01  3.8649e-01 -1.5472e-01  4.5223e-01
 -8.0770e-01  6.8409e-01  5.9718e-02  1.8469e-01  1.2419e-01  3.3735e-01
 -3.4085e-01  3.3981e-01  7.5744e-01  4.0240e-01 -2.6996e-01 -1.9361e-02
 -4.9046e-02  6.1831e-02 -1.4383e-01 -2.1644e-01  3.7477e-01  5.9660e-01
 -4.2469e-01  5.8735e-02  2.6037e-03 -4.0197e-01  2.0046e+00 -2.3170e-01
 -2.2389e-02  1.3733e+00 -5.8692e-01 -2.5521e-01  4.3127e-01 -6.0737e-02
 -3.3797e-01  3.2882e-01 -1.0663e+00 -9.8612e-02  5.1128e-01 -7.3451e-01
 -2.2657e-01  1.8186e-03 -2.6366e-01  7.2613e-01 -9.4976e-01  4.7934e-01
 -8.0114e-01 -2.2218e-01  2.9822e-01  7.4838e-01 -7.0906e-02 -1.7064e-01
  1.0797e+00 -6.3992e-01 -1.9859e-01 -3.8720e-01 -1.7746e-01 -3.4007e-01
 -2.1810e-01 -4.2822e-01 -6.3799e-01  2.6178e-01 -5.0580e-01  1.6373e-01
  1.6601e-01  5.7674e-01 -7.7402e-01 -3.6385e-01  1.2145e-01 -3.7907e-01
  5.4229e-01 -1.3623e-01 -6.9232e-01 -1.0262e-01  2.8111e-01  5.6545e-01
  1.1970e-01  2.3813e-01  6.5689e-01  2.1110e-01]"
