,word,values_
4,digimarc,"[ 1.5845e-01 -2.8771e-01 -3.1440e-01  4.1692e-01  1.4790e-01 -3.9303e-01
  2.2611e-01 -6.6665e-02  1.8455e-02 -1.5093e-02 -2.9706e-01  1.0706e-01
 -2.1854e-01 -5.8994e-02 -2.1650e-01 -1.7103e-01  2.3511e-01  4.9384e-01
  3.7415e-01 -9.5382e-02 -7.3890e-01 -3.8490e-01 -1.6951e-01 -1.7999e-01
 -4.7952e-01  1.4457e-01 -4.4292e-02  2.4864e-01 -8.9704e-02 -3.9023e-02
  1.4947e-01  1.4286e-01 -2.0671e-01  1.8252e-01  1.1881e-02 -1.4412e-01
  1.7250e-01 -5.6930e-01  2.2482e-02 -2.5750e-01  1.5732e-02  2.9283e-01
 -2.0461e-01 -2.9595e-02 -4.8587e-01  2.6587e-02  1.4280e-01  4.1209e-01
  9.1990e-02  2.6967e-01 -8.4305e-02  2.5033e-01 -1.0668e-01 -6.5537e-01
  2.2594e-01  6.8960e-01  3.7610e-01  1.2367e-01 -2.9525e-01 -4.8854e-01
 -5.3025e-02 -4.5060e-01  2.4023e-01 -1.9258e-01 -4.2908e-01  1.1254e-01
 -3.5103e-02  6.1344e-02 -3.4895e-01  2.9078e-01 -6.1697e-04  3.2804e-01
  7.3995e-02  1.6131e-01 -1.7120e-02  3.1982e-02  4.4825e-01 -1.2182e-01
  3.6009e-01 -3.4368e-03 -1.0518e-01 -1.0988e-01 -1.1805e-01  7.7302e-02
  2.6551e-01  1.3175e-01  2.3004e-01 -8.5855e-02  3.0691e-02  3.0876e-01
  4.5238e-01  6.6755e-02  7.1138e-02  1.0949e-01  1.2402e-01 -3.0584e-01
  2.9591e-02  8.6588e-02 -3.6489e-01 -7.2359e-02]"
5,unimed,"[ 0.7025    -0.66537   -0.19997    0.26298    0.27132   -0.66303
  0.54798    0.26505    0.50053   -0.21173    0.43164   -0.2492
  0.26998    0.13075   -0.38128   -0.14793   -0.15019    0.24097
  0.77488   -0.23641   -0.0027909  0.029125   0.12391   -0.28323
 -0.57337    0.01646   -0.14709    0.1724    -0.22776   -0.17346
  0.31196   -0.13145   -0.026049  -0.21085   -0.054529  -0.031775
  0.061742  -0.46209    0.086771   0.33991    0.76461    0.10903
 -0.23398    0.098239  -0.40616   -0.097948   0.020823   0.67324
  0.098083   0.19557    0.10247    0.58487    0.044051  -0.4345
  0.34272    1.0568    -0.007877  -0.13277   -0.62827   -0.80299
  0.63782   -0.022666   0.36152   -0.0298    -0.535      0.36297
 -0.18485    0.15929   -0.024022  -0.14558    0.45111    0.45303
 -0.28714    0.20758    0.17865    0.40881   -0.093603  -0.19146
  0.12913    0.54016   -0.067709  -0.30241    0.39095   -0.10524
  0.67026   -0.24938    0.040058  -0.30041   -0.32877    0.28717
  0.1496    -0.44735    0.63445   -0.22545   -0.01809   -0.21203
  0.12134   -0.35341    0.22467   -0.002857 ]"
6,barbodes,"[-0.24797    0.14221   -0.29252    0.046862   0.076109  -0.13276
  0.39513   -0.063183   0.19113   -0.20059   -0.089745   0.11966
 -0.031817  -0.26854    0.15207    0.3625    -0.23621    0.079723
  0.51803    0.21231   -0.43687    0.16937   -0.49649   -0.46232
 -0.31807    0.086877   0.10163    0.17034   -0.057773   0.15999
  0.34009   -0.19207   -0.0039005 -0.057427   0.28526   -0.073874
 -0.078044  -0.51113   -0.068876   0.025599   0.39759    0.45753
 -0.31142    0.35943   -0.21506   -0.12905   -0.44688    0.52185
 -0.034609   0.44889    0.17837   -0.17179   -0.17101   -0.1647
  0.3651     0.54363   -0.068235   0.15852   -0.44589   -0.33758
  0.12632   -0.017332   0.062924  -0.30186   -0.25592    0.34157
  0.0052192 -0.58249   -0.30142   -0.088012   0.29709    0.40443
  0.15186    0.67884    0.12821   -0.059375   0.44157   -0.010531
  0.24194    0.0076426 -0.32982   -0.37769    0.13079   -0.19106
  0.40854   -0.13724    0.13177   -0.2338     0.015116   0.39238
 -0.26109    0.26602    0.15216   -0.29491    0.41444   -0.31053
 -0.074659   0.02707   -0.43754   -0.005362 ]"
7,morett,"[ 0.11193  -0.43951  -1.0038    0.37405  -0.057613 -0.23749   0.31149
 -0.29626   0.68837  -0.17675  -0.074383  0.21523  -0.11673  -0.21654
  0.46616   0.12964   0.027632  0.061548 -0.041719  0.35871  -0.32178
 -0.4371    0.14474   0.38767  -0.59705  -0.072909 -0.13317  -0.26109
  0.018791  0.065528  0.19612   0.046731  0.35767   0.25942  -0.056495
 -0.25369   0.15354  -0.36381   0.029658 -0.016917 -0.014078 -0.010058
  0.45648   0.7693    0.08037   0.041463  0.4875    0.21998   0.37427
  0.71922   0.051657 -0.066263 -0.34437  -0.32601   0.19733   0.80392
 -0.19846   0.090988 -0.62755  -0.3115    0.02919  -0.45591   0.81922
 -0.12368  -0.70695   0.034078  0.1676   -0.62119  -0.23457  -0.020037
  0.029113  0.33888   0.43844   0.53709   0.18361   0.70938  -0.036051
  0.036009  0.73319   0.030506 -0.45356   0.015093 -0.19644  -0.36981
  0.22122  -0.63685  -0.12708   0.27875  -0.18306   0.34645   0.079013
 -0.3056   -0.004719 -0.19227   0.60867   0.062684  0.14671  -0.10211
 -0.31954  -0.15377 ]"
8,newk,"[ 0.37399  -0.11318  -0.31569   0.074639 -0.38878  -0.36082  -0.1122
 -0.1456    0.5131   -0.39011   0.05307   0.3075   -0.3169   -0.18951
 -0.12723  -0.019963 -0.6737    0.49546   0.071917  0.48018  -0.28689
 -0.028339 -0.41997  -0.4863   -0.22864   0.44947  -0.344     0.11616
 -0.19771  -0.13841   0.044634  0.45524   0.083992 -0.015704  0.40069
  0.12258  -0.072148 -0.22523   0.028721  0.025074 -0.12801   0.24763
 -0.021704  0.20613  -0.62801  -0.14642  -0.061317  0.17857   0.052417
 -0.22125   0.17934   0.38882  -0.48374  -0.3627   -0.076071  0.77665
  0.45322   0.26406  -0.79351  -0.21395   0.12209  -0.32126  -0.2563
  0.15904  -0.26757  -0.29138  -0.15599  -0.20723  -0.27036   0.023699
  0.3018    0.23954   0.07598   0.23869  -0.036922 -0.10237   0.26586
 -0.092274  0.93058   0.37491  -0.23293   0.08325   0.073234 -0.10925
  0.16773  -0.13084  -0.14501   0.18539  -0.27382   0.099436 -0.1173
  0.17751   0.21621  -0.15469  -0.1256   -0.39263   0.26042   0.096285
 -0.89085   0.50514 ]"
9,seabaugh,"[-0.32329   -0.37891   -0.34642   -0.49242    0.101     -0.49656
 -0.24022   -0.098218   0.19366   -0.28831   -0.22531    0.3159
 -0.24584   -0.23045   -0.17503    0.059185  -0.34948    0.19931
  0.39311   -0.28549   -0.18033   -0.25966   -0.11859   -0.11773
 -0.32972    0.076711   0.38156    0.31818   -0.11477    0.27208
  0.040467   0.20048    0.069242   0.11563    0.050395  -0.15017
  0.16008   -0.32994   -0.090236   0.096148  -0.22978    0.24936
 -0.13832    0.33887   -0.43492    0.13331   -0.052137   0.094053
  0.10953    0.090421  -0.020546  -0.13054    0.19816   -0.74599
  0.31417    0.74214    0.26734   -0.10481   -0.93209   -0.070269
  0.33048   -0.26083    0.46286   -0.24491   -0.20928    0.2172
 -0.20668    0.1768    -0.085223  -0.31153    0.28484    0.40044
  0.43812    0.45846   -0.016065   0.18734    0.20744   -0.3274
  0.28313   -0.0039909 -0.79282   -0.48741    0.038457  -0.57205
  0.67437    0.19521   -0.028427  -0.17265   -0.025517   0.18269
  0.10387    0.0090811 -0.10324    0.24202    0.33017   -0.14927
  0.40691    0.35279   -0.2931    -0.26073  ]"
10,yamanoi,"[-0.14026   -0.21626   -0.17986    0.55457   -0.23264   -0.5264
 -0.040869  -0.068107   0.45186   -0.25784    0.08069    0.09082
  0.044034   0.10155   -0.017151   0.2361    -0.29959    0.14585
  0.43884   -0.081417   0.035225   0.28572   -0.23996    0.32515
 -0.066438  -0.0093166  0.23067    0.35597    0.084024  -0.38246
 -0.25305   -0.16958    0.21152   -0.024366   0.03558   -0.49273
  0.21917   -0.21262   -0.17285   -0.096958   0.40489    0.097403
 -0.040226   0.72755    0.08313   -0.32336    0.28587    0.44789
  0.49858    0.26676   -0.052575  -0.058351  -0.25309   -0.54785
  0.38792    0.42029   -0.048293  -0.0092486 -0.57248    0.021114
  0.028497  -0.55231    0.50724    0.35797   -0.11098    0.46971
 -0.22395   -0.25191   -0.25494    0.11338    0.41136    0.16314
  0.059302   0.6435    -0.15496    0.72483   -0.23367    0.048313
  0.41179   -0.15982   -0.57545   -0.22135    0.026553  -0.074404
  0.1517    -0.1557    -0.33112   -0.24088    0.32883    0.23085
  0.32152    0.037716   0.24015   -0.87097    0.11549   -0.52329
  0.046339   0.24704   -0.43621   -0.11048  ]"
11,jhr,"[ 0.22331   -0.12529   -0.1694     0.12837   -0.043107  -0.050917
 -0.10377   -0.093777   0.501     -0.35884    0.37849   -0.074258
  0.37101   -0.31485   -0.18348    0.38347   -0.58843    0.19327
  0.33875    0.20857   -0.31541   -0.25519   -0.40094   -0.16359
 -0.022395  -0.28121    0.21466    0.089411  -0.20341    0.21157
  0.046624   0.25655   -0.16961    0.1237     0.1782    -0.25195
  0.12435    0.054579  -0.13251   -0.16749    0.18486    0.20104
  0.074367  -0.0094681 -0.33219   -0.39204   -0.013771   0.36984
 -0.55005    0.40131    0.56766    0.11324   -0.38018   -0.20496
  0.59438    0.57966   -0.26454    0.074196  -0.40646   -0.32464
 -0.079394  -0.13584    0.28309   -0.21243   -0.22913    0.1011
 -0.11058   -0.31123    0.067916   0.30946    0.0081838  0.2879
 -0.079672   0.21904   -0.062765  -0.31603    0.25442    0.027494
  0.55377    0.11121   -0.39689    0.12177    0.67233    0.067147
  0.25822    0.17029   -0.27295   -0.066131  -0.47715    0.27952
  0.21918   -0.047875   0.072929  -0.45073    0.35924   -0.030949
 -0.052921   0.43521   -0.3007    -0.51872  ]"
12,ilze,"[ 0.10696   -0.31721   -0.39666    0.35396    0.027253  -0.38048
  0.04594   -0.2321     0.37843   -0.10657   -0.015533  -0.10917
  0.024936  -0.11717   -0.037893   0.022595  -0.37497    0.18419
  0.22125   -0.0073415 -0.23899    0.11314   -0.31269    0.0026092
 -0.15506    0.24842    0.10583    0.011617  -0.037988   0.027477
  0.23026   -0.36608    0.32005   -0.26095   -0.082912  -0.062863
  0.37111   -0.2259    -0.14069   -0.028636   0.43614    0.088601
  0.24591    0.29178   -0.42323   -0.062395  -0.04915    0.39577
 -0.079439   0.31136    0.10336    0.14055   -0.12313   -0.25498
  0.40427    0.70594    0.17355    0.19875   -0.87504   -0.30067
  0.41029   -0.48161    0.13586    0.061729  -0.55756   -0.09742
  0.070914  -0.13049   -0.021061   0.02076    0.046576   0.3417
  0.23278    0.33364    0.13055    0.31131    0.026946  -0.35255
  0.5913    -0.19074   -0.061444  -0.23141    0.502     -0.19864
  0.74695   -0.37971   -0.23153    0.12699   -0.074897   0.28404
 -0.056197   0.31287    0.33645   -0.34922    0.20058   -0.072207
  0.012572   0.26276   -0.43788    0.15302  ]"
13,tarle,"[ 0.070086  -0.18573   -0.27047    0.27282    0.24672   -0.14616
  0.17457    0.0050429  0.36509   -0.3215     0.041893   0.1221
 -0.19321   -0.35353   -0.05391   -0.13422   -0.32781    0.22398
  0.021687  -0.07571   -0.71087   -0.34039   -0.22301   -0.13262
 -0.3903    -0.27292    0.23229    0.079146   0.073357   0.10822
 -0.055685  -0.049941   0.011668  -0.016142  -0.28535    0.046855
 -0.046759  -0.11346    0.18161    0.11824    0.29921    0.54587
  0.12895    0.57408   -0.18122   -0.1112    -0.14422    0.13921
  0.020423   0.12284    0.17579    0.41774    0.15802   -0.31489
  0.13797    0.64769    0.22318   -0.34171   -0.61365   -0.22035
  0.47123   -0.35641    0.35545    0.046711  -0.11876   -0.055777
 -0.059159  -0.22891   -0.1678    -0.17627    0.017396   0.3096
  0.023947   0.59521    0.038605   0.13599    0.18654   -0.10611
  0.23493    0.12143   -0.48039    0.15052    0.17959   -0.21221
  0.2795     0.095444  -0.54732   -0.37888   -0.36165    0.5239
  0.21676    0.051118   0.14827    0.075155   0.33225   -0.18058
  0.03157    0.18528   -0.54113    0.049106 ]"
