,word,values_
9,sprintcar,"[ 0.040723  -0.04513    0.10839    0.39726   -0.31309    0.035884
 -0.2432    -0.33749   -0.18573   -0.16347   -0.62124    0.53599
 -0.13256   -0.027453  -0.94896    0.63878   -0.10509   -0.12187
  0.41499   -0.14943   -0.031828  -0.041433  -0.050682  -0.39568
  0.088663   0.0079785  0.24347   -0.34284    0.12762    0.080026
 -0.24431   -0.36938   -0.32256   -0.38386    0.50844   -0.26993
 -0.78036    0.085046  -0.31472    0.4216     0.5829     0.2151
  0.25151    0.29948    0.32518    0.20673   -0.049619   0.12822
  0.10487   -0.20348   -0.47112    0.18339    0.08838   -0.32558
  0.87728    0.80473   -0.0052419  0.41184    0.13041   -0.044801
  0.41491   -0.25103    0.036293  -0.20968   -0.51      -0.19464
 -0.75556   -0.10511   -0.0014204 -0.17208   -0.0365     0.041939
  0.55637    0.30339   -0.71479    0.44275    0.28268   -0.073772
  0.37617   -0.025314  -0.33319   -0.13106    0.49007    0.05605
  0.4386    -0.063799   0.050823  -0.078398   0.098263   0.55041
  0.1179     0.16042   -0.062551  -0.20455    0.66339   -0.058158
  0.21751    0.42472    0.14046    0.10176  ]"
10,vogtlandkreis,"[ 0.43517   -0.39294   -0.049475   0.10907    0.34143    0.09588
 -0.11253    0.2728     0.33742    0.19201   -0.30347   -0.11954
 -0.043635  -0.13341   -0.60756    0.26027   -0.41174    0.11647
  0.18615   -0.36296   -0.082871   0.44962   -0.011598   0.041032
 -0.69612   -0.47645    0.15304    0.071356  -0.17973    0.3016
  0.42947   -0.19409    0.48711   -0.24035    0.43287   -0.040802
 -0.43034   -0.10205    0.41974   -0.13122    0.37989    0.13563
  0.26477    0.21639   -0.13183   -0.019363   0.4349     0.26807
 -0.025297   0.023403  -0.14276   -0.13022   -0.19829   -0.53823
 -0.20902    0.50318   -0.11514   -0.24297   -0.079805  -0.95138
 -0.056711  -0.53836   -0.11585    0.025907   0.16216    0.092154
 -0.55928   -0.2107    -0.66849   -0.0035025  0.24336    0.18442
 -0.23869    0.43018    0.070644   0.3204    -0.38086   -0.42727
  0.58478    0.061294  -0.40078    0.45298    0.032028  -0.49086
  0.35244    0.0054631 -0.37463   -0.064153   0.070741  -0.0063363
  0.12618   -0.36079   -0.077313   0.37979    0.49614    0.23411
  0.62623    0.46716   -0.19661   -0.088506 ]"
11,bacons,"[ 0.32246   -0.0051119 -0.4841     0.064989  -0.067825  -0.41898
  0.30293   -0.20553    0.095051  -0.39864    0.0044633  0.066241
  0.10642    0.24101   -0.26273    0.024766  -0.36174    0.29318
 -0.071275   0.027039  -0.43407    0.098579  -0.25274   -0.42845
 -0.29384    0.069267   0.29181    0.1909    -0.2483     0.11363
  0.201     -0.42545   -0.19921   -0.049446   0.19268   -0.16098
  0.0059449  0.049385  -0.038767   0.11065    0.17185    0.3084
 -0.36448    0.24214    0.16036    0.035036  -0.15979    0.039092
  0.29684    0.1118    -0.12647    0.023061  -0.55622   -0.50796
  0.027393   0.99218    0.12909    0.20068   -0.36757   -0.041652
  0.21864   -0.0975     0.22086   -0.17027   -0.19004    0.059675
 -0.35749   -0.041757  -0.54747   -0.39519    0.23237    0.40163
  0.15928    0.25684   -0.11127    0.047296  -0.35364   -0.081728
  0.63656   -0.20177   -0.22959    0.24618    0.30608    0.17352
  0.2577     0.055713  -0.14045   -0.0078154 -0.29914    0.2719
 -0.11301    0.10569   -0.24314   -0.093851  -0.013667   0.044139
  0.34039   -0.17393    0.15227    0.11711  ]"
12,untertürkheim,"[ 0.27274    -0.481      -0.12555     0.36406    -0.067217   -0.39564
 -0.11416    -0.229       0.41419     0.24392     0.27978     0.0055683
 -0.23484    -0.19792     0.030264    0.097339   -0.1281     -0.26693
  0.19454    -0.4254     -0.27725     0.19313     0.018011   -0.37367
 -0.41849    -0.2817      0.074981    0.35857     0.30771     0.14248
 -0.27234    -0.16183     0.39438    -0.23963    -0.029614    0.10291
 -0.071451   -0.27503     0.17966    -0.21228     0.47885    -0.090508
 -0.42293     0.12439    -0.28044     0.24214     0.65096     0.17077
  0.27924     0.60112     0.062444    0.19771    -0.43363    -0.35204
  0.28359     0.69408    -0.12022    -0.1792     -0.49345    -0.51987
  0.00094383 -0.36496    -0.016533   -0.11119    -0.29599     0.15298
 -0.44816    -0.30064    -0.57862    -0.074197   -0.14774     0.059061
  0.39865     0.17944    -0.012121    0.12601     0.45903    -0.060868
  0.64325     0.072319   -0.62601     0.24172     0.033754    0.14888
  0.44287     0.10475    -0.18221     0.2339     -0.18448     0.72947
  0.10285     0.24709     0.10074     0.10459     0.32428    -0.19979
  0.039267    0.80321    -0.32051    -0.095145  ]"
13,dhlamini,"[-1.6730e-01 -1.8314e-02 -1.6694e-01 -8.3072e-02 -2.1931e-02 -1.9137e-01
  3.8182e-01 -2.5121e-01  4.2893e-01 -4.4723e-04  1.7968e-02  1.9784e-01
 -2.5774e-01  2.2420e-01  2.0667e-01 -6.8537e-02 -4.8529e-01 -2.4485e-01
 -1.5615e-02 -7.1626e-02 -1.0701e-01 -1.3037e-01  3.8711e-01 -1.1475e-01
 -2.2283e-01  3.0020e-01 -3.3992e-01  2.8014e-01 -9.1176e-02 -5.9593e-02
  3.6055e-01 -1.7176e-01  1.5799e-01  1.2699e-01 -4.3382e-02 -8.1398e-01
  1.1736e-02 -2.8674e-01 -5.4619e-01  3.8157e-01  8.6865e-02 -3.4766e-01
  2.9336e-01  3.4691e-01 -8.3414e-02  3.8281e-01 -1.9465e-01  2.5376e-01
  7.6757e-03  2.3911e-01 -8.6375e-03 -8.7658e-02 -2.9902e-01 -6.6400e-01
  3.6682e-01  8.1190e-01 -4.4996e-01  2.5220e-01 -6.7670e-01 -2.2743e-01
  1.7605e-01 -4.9702e-01  1.0025e-01  7.1462e-02 -5.3450e-01  2.6644e-01
  2.9252e-01 -2.7445e-01 -3.3387e-01 -2.1000e-01  2.9526e-01  8.4068e-02
  2.7821e-01 -8.7466e-02 -8.9796e-03 -3.4704e-01 -1.8082e-01  1.8969e-01
  4.5160e-01 -6.0856e-01 -1.2775e-01  1.8544e-01  7.6210e-01 -4.1445e-01
  4.7756e-01 -1.0167e-01 -2.9779e-01  1.1588e-01 -4.6755e-01  2.2895e-01
  5.6332e-01  3.7397e-01  2.2627e-01 -2.8869e-01  3.8844e-01  5.6477e-03
  7.5771e-02 -1.3716e-02 -4.1897e-01 -1.6380e-01]"
14,softphone,"[-1.3941e-01  1.7895e-01 -5.2166e-01  3.0502e-01  2.3965e-01  2.1700e-01
 -4.2871e-04 -3.3411e-01  4.2324e-01 -1.7289e-02 -4.5015e-01 -1.8639e-01
 -1.3903e-01 -2.7117e-03 -2.0788e-01  1.6789e-01 -2.9673e-01  1.4442e-01
  3.8607e-01  3.1926e-01 -6.6292e-01 -1.7346e-01 -2.2779e-01  2.1450e-02
 -1.4994e-01  2.2881e-01 -1.1994e-01  2.3128e-01 -2.0477e-01  1.9251e-01
  1.4444e-01  1.9318e-02 -5.8229e-02 -1.5119e-01  3.9061e-01  1.4593e-01
 -4.4122e-01 -2.7286e-01  3.1846e-01 -1.1802e-02  3.7345e-01  3.6664e-01
  3.6140e-01  1.0670e-01  2.1969e-01  1.4156e-02 -5.3325e-01  1.2352e-01
 -5.4889e-02  4.5737e-01  4.2847e-02 -7.1665e-02  2.5156e-01 -2.6667e-01
  2.0951e-01  9.5115e-01  1.8248e-01  8.8664e-02 -4.7637e-02 -4.4370e-01
 -6.0141e-02 -6.5209e-01 -1.9101e-01 -1.5848e-01 -2.7862e-01 -2.3189e-01
 -9.3288e-02 -4.8695e-01 -6.2777e-02 -1.0574e-01 -4.8188e-02  5.6947e-01
  1.2569e-01  1.9586e-01 -2.5456e-01  2.5703e-01 -1.2568e-01 -2.9945e-01
  5.3975e-01 -1.2593e-01 -3.6165e-01 -2.5299e-01  3.7309e-01 -2.2318e-01
  1.0930e-01  2.1538e-01  2.8984e-01  2.9203e-01  7.2357e-02  2.1927e-01
 -1.4883e-01  1.6431e-01  1.8295e-01 -5.6618e-01  6.8745e-01  4.1705e-01
  7.8331e-02  7.8107e-02 -9.1171e-02  1.7870e-01]"
15,auctor,"[ 2.2421e-01 -2.2287e-01 -1.4764e-01  4.7501e-05 -1.6903e-01 -1.5250e-01
  3.9655e-01 -1.6625e-01  5.1407e-01 -1.0766e-01 -4.3746e-02  1.2125e-01
 -6.5171e-02 -2.3265e-01 -2.5206e-01 -4.4942e-03 -3.2547e-01 -5.2309e-02
  3.9508e-01 -4.5676e-02  1.9223e-01  1.3983e-01 -5.1188e-01 -1.3546e-01
 -1.8928e-01  3.9239e-01  2.7598e-01  4.2569e-01  6.6826e-02  1.4083e-01
  1.4512e-01 -2.4010e-01 -2.5581e-02  1.2868e-01  1.3165e-01 -1.3866e-01
 -1.3467e-01 -5.2484e-01  1.5591e-01 -9.6093e-02  4.7811e-01  4.4827e-01
 -2.7075e-01  4.6524e-01 -1.1360e-01 -3.4096e-01 -1.6821e-01  2.4558e-01
 -2.8067e-01  5.9363e-01 -2.1940e-01  2.7894e-02 -7.8429e-02 -6.6342e-01
  2.4827e-02  3.2786e-01  6.5030e-02  1.0704e-01 -6.0539e-01 -3.4736e-01
 -7.7539e-02 -2.9534e-01 -2.2235e-01 -3.4579e-01 -1.8522e-01  8.9757e-02
 -3.4702e-01 -5.6615e-01 -9.4191e-04 -6.9754e-02  2.0646e-01  2.6397e-01
 -4.6500e-02  1.5343e-01  3.7358e-02 -6.3165e-02  1.5034e-01  2.6661e-01
  5.3925e-01 -2.2891e-01 -3.4225e-01 -1.9290e-01  3.0637e-01 -2.2767e-02
  2.7387e-01 -6.8382e-03 -9.1690e-02 -2.4179e-01  2.0076e-01  9.7177e-02
 -8.2544e-02  4.7917e-02  4.6290e-01 -2.0801e-01  5.3658e-01 -1.5570e-01
  1.6202e-01  1.8244e-01 -2.4254e-01 -4.8784e-03]"
16,makasar,"[-0.020626  -0.10946    0.075351   0.17421    0.0066361  0.22988
 -0.59058    0.15053    0.022603  -0.023852   0.031266  -0.086255
 -0.13941    0.096806  -0.26266    0.38195   -0.31224   -0.099353
  0.19217   -0.056943   0.15189    0.053174   0.1235     0.16194
 -0.44743    0.10565    0.13468    0.58875   -0.10586    0.19022
 -0.19202   -0.39157    0.0059186 -0.20536   -0.0079089 -0.4482
  0.29412   -0.58736    0.37632   -0.030198   0.17557   -0.091339
  0.071979   0.084696   0.14091    0.0019605  0.22592    0.28079
  0.095134   0.51854   -0.11565    0.25316   -0.11233   -0.54047
  0.12521    0.59427   -0.13804   -0.057914  -0.33991   -0.37885
 -0.24192   -0.3994     0.15886   -0.10866   -0.28909    0.37497
 -0.44511   -0.51622   -0.07021    0.017623   0.015575   0.057475
 -0.11181    0.16267    0.039245  -0.15738    0.16648    0.030998
  0.54169   -0.1828    -0.4569     0.12811    0.31766   -0.28731
  0.65424    0.49881   -0.18562    0.21787    0.080516   0.16368
 -0.22078    0.15713    0.094509  -0.21091    0.15133    0.14591
  0.14986   -0.12739    0.042016   0.012717 ]"
17,bunaken,"[-0.15854   -0.26778    0.11262    0.070238   0.29497   -0.088054
 -0.12581    0.52577   -0.01161    0.069742  -0.25128    0.23568
 -0.36593   -0.36714   -0.37362    0.12986    0.18987    0.60702
  0.18124   -0.37029   -0.011526  -0.039574   0.39774   -0.46709
 -0.37355    0.089034  -0.32972    0.11704    0.13362    0.39893
 -0.52282   -0.22915    0.26845   -0.12467    0.064431  -0.19235
 -0.27937    0.0826    -0.22062   -0.2608    -0.006011   0.34048
 -0.23542    0.61811   -0.10287    0.45098    0.24566    0.18345
 -0.1119     0.21583    0.33397   -0.040059  -0.14345   -1.0345
  0.54634    0.28942    0.28062   -0.031924  -0.16869   -0.2669
 -0.31709    0.10783    0.13566   -0.42208   -0.60955    0.46728
 -1.0824     0.0037458 -0.18689    0.30507    0.59678    0.51028
 -0.33631    0.31641   -0.29532    0.49469    0.41651    0.093228
  0.63953   -0.20921   -0.63481   -0.2278     0.082738   0.058847
  0.87524   -0.29031   -0.043364  -0.11825    0.66338    0.16504
 -0.48885    0.11363    0.14079    0.28941    0.48201    0.11822
 -0.15862    0.57731    0.2459    -0.5661   ]"
18,broodthaers,"[ 0.3995   -0.019297 -0.40187   0.48345   0.53333   0.024084  0.085179
  0.089856  0.19814  -0.38554   0.33489  -0.21303   0.20743  -0.26069
 -0.023165  0.26541   0.37532   0.44349   0.16201   0.039515 -0.29218
  0.012708 -0.47533  -0.29158  -0.21345  -0.20125   0.068165  0.19687
  0.36785  -0.14332   0.13222  -0.26043  -0.33688  -0.35595  -0.17814
 -0.65706   0.15165  -0.21009   0.38318  -0.45235   0.24131   0.42495
  0.018152  0.45054  -0.098398 -0.20436  -0.11206   0.13719   0.29032
  0.16101   0.093331  0.39423  -0.92562  -0.21924  -0.15737   0.78738
  0.19186   0.29337  -0.52094  -0.19704   0.28111  -0.12578   0.49185
  0.054118 -0.080495 -0.019479 -0.44931   0.072283 -0.093239 -0.39568
 -0.45428   0.20494   0.031003  0.33068  -0.29261   0.23469   0.077589
  0.18059   0.59969   0.00558   0.032556 -0.21175   0.24553   0.16826
  0.69239   0.1802    0.12734   0.024647 -0.163     0.039106  0.24791
  0.10869   0.23514  -0.33702   0.34008  -0.16702   0.1798    0.011658
 -0.69341  -0.1551  ]"
