,word,values_
16,unpaid,"[ 5.6097e-01  1.1996e-01 -2.8755e-01 -1.0889e-01 -6.8536e-02  5.6387e-01
 -6.8196e-01  8.9445e-01  7.3209e-02 -2.6013e-02  1.5814e-01  5.2195e-01
  3.9227e-01  5.3979e-01 -7.5753e-01 -9.1257e-01  5.7024e-01 -1.0299e-01
  5.4831e-01  2.0257e-01  4.6312e-01  6.2226e-01 -3.1188e-01  7.1325e-01
  2.4220e-01 -1.0283e+00 -9.1626e-01 -9.2801e-02  9.5589e-03 -3.5700e-01
 -3.0913e-01 -3.9000e-01 -4.6023e-01 -6.8024e-01 -1.7400e+00  5.4693e-01
 -3.6623e-01  1.3006e-01  1.1330e-01 -3.6783e-01  3.0523e-01  3.9581e-01
  2.0310e-01  3.3868e-02 -7.2584e-02 -4.3665e-01 -1.1130e+00 -9.6816e-02
  2.2150e-01  1.8246e-02  1.2808e-01 -8.3444e-01 -2.2401e-01  7.3907e-01
  6.0813e-01 -6.0403e-02  9.0850e-01 -1.4124e+00  1.1070e+00  3.0315e-01
  4.3447e-01 -4.9045e-01 -2.0385e-01 -3.2129e-01  8.0146e-01 -6.1268e-01
  4.1334e-01 -7.4291e-01  7.1905e-01 -2.9366e-01 -5.2124e-01 -9.0649e-02
 -1.4902e-03  3.3462e-01  2.2597e-01  1.3377e-01 -3.3745e-01  2.5338e-01
 -8.7446e-01  2.0387e-03  1.0895e+00  1.4669e-01  4.1706e-01 -1.2002e+00
 -7.3037e-01 -5.4333e-01  1.6609e-01  1.0213e+00 -5.3556e-01 -7.4089e-01
 -5.7264e-01 -1.5503e-01  9.1718e-02 -3.3230e-01 -7.3842e-02 -2.9465e-01
  4.5357e-01  1.1410e+00  3.8230e-01 -6.3601e-01]"
17,thriving,"[ 0.048921   0.69223   -0.29962    0.080592   0.4146     0.20727
 -0.3378    -0.33335    0.95764   -0.044506  -0.84457   -0.22602
  0.4084    -0.37085   -0.33723   -0.32343    0.71749   -0.26309
  0.27085    0.27899    0.31041    0.98073    0.25624   -0.52122
  0.17504   -0.36514   -0.041501  -0.68692   -0.75139    0.60154
 -0.79915    0.12781    0.37872   -0.37166    0.30563   -0.40417
  0.08147   -0.27659    0.0016738 -0.45369    0.054591  -0.18768
 -0.010006   0.53788    0.59969   -0.042773   1.1015     0.83259
  0.69596   -0.079239  -0.77483    0.019134  -0.25875   -0.17236
 -0.14359   -1.0381    -0.58233   -0.097555   0.68856   -0.069947
 -0.73485    0.45007   -0.11523   -0.27434    0.075174   0.069493
  0.64939   -0.74085    0.61372   -0.25129    0.82653    0.028861
 -0.029671   0.1068     0.12569   -0.61698   -0.41834   -0.44487
 -0.52164    0.02486    0.4706     0.64486   -0.1461     0.99833
 -0.16543   -0.10532   -0.096321  -0.048649  -0.56463   -0.061707
  0.47597   -0.092116   0.33672   -0.31163   -0.39047   -0.20868
 -0.069837  -0.23222    0.69803    0.52726  ]"
18,rudy,"[ 6.4515e-01  6.2503e-01 -2.0584e-01 -9.4180e-01  1.6491e-01 -2.7401e-01
  8.5751e-01  5.5786e-02  2.6832e-01  3.1772e-01 -5.7511e-01 -1.4032e-02
 -4.6569e-01 -7.9785e-02  4.4959e-01 -8.2504e-01  4.8469e-01  4.2347e-02
 -7.8420e-01  7.8848e-01 -1.4060e-01  4.0554e-01 -2.1620e-01  3.6526e-02
 -4.1162e-01  1.8158e-01 -2.3450e-01 -4.5242e-01  3.2198e-01 -6.2187e-01
  1.8300e-01 -1.4771e-02  4.2326e-01  1.0649e+00 -4.6116e-01 -1.2696e-02
 -4.0237e-01  1.5854e-01  6.1573e-01  5.4035e-01  3.7331e-01  1.4484e-01
  9.6126e-01  2.5766e-01 -1.1839e+00  2.0650e-01 -4.8683e-01 -5.1672e-01
 -2.5432e-01  3.9341e-01  1.5674e-01  2.9321e-01  7.9661e-02  2.5228e-01
 -1.6267e-01 -1.0455e+00  3.8571e-01  6.1697e-01 -4.8807e-01  5.5315e-01
 -7.6537e-01 -5.3438e-02  1.9566e-03  1.8632e-01 -1.3608e-01  4.4677e-01
  2.5476e-01  6.1969e-01 -4.0765e-01  5.4529e-01 -2.1070e-01  3.6685e-02
 -8.9746e-01  3.3701e-01  6.3821e-01 -2.4088e-01  1.5751e-02  7.7518e-01
  2.7222e-01 -2.0816e-01 -1.9085e-01 -6.7702e-01 -5.0668e-01 -5.4965e-01
 -4.1045e-01 -2.2183e-01 -6.5709e-01  6.5669e-01 -9.2506e-02 -1.2109e+00
  6.2235e-01 -8.0115e-04 -6.9585e-02  2.9186e-01  2.8261e-01 -1.8907e-01
 -6.1147e-01  7.8840e-01 -1.3183e-01  2.0877e-01]"
19,interchange,"[-0.13222    0.44059    0.55221    0.15118    0.31026   -0.53932
 -0.46331    0.85883    0.63802   -0.18315    0.10557    0.42716
  0.29465   -0.091518   1.7724     0.11183    1.3903     0.29983
 -0.1801     0.16044   -0.2537     0.24984   -0.098266  -0.53024
  0.29557   -0.28504    0.88809    0.094039   0.52985   -0.0079295
 -0.82441    1.3072    -0.22808    0.19673    0.1404    -0.3037
  0.43915   -0.74789    0.24322    0.045962   0.90717   -0.95734
  0.018313   0.28181    0.66952    0.21826    0.4647     0.013737
 -0.17221    0.60475    0.10253   -0.12085    0.26397   -0.021545
 -0.021189  -0.90698   -0.64313   -0.69404    0.78649    0.34508
 -0.64631   -0.51917    0.58979    0.16741   -0.59723   -0.003477
 -0.080145  -0.024003  -0.32058    0.069337  -1.2143     0.003719
  0.73884   -1.1509     0.15981   -0.77981    0.53905    0.93605
  0.44925   -1.141      0.20035    0.0076711 -0.13864   -0.26584
 -0.3418     0.873     -0.44557   -1.0196     0.23174    0.3655
  0.14194    1.1634    -1.5031     0.090752   0.26635   -0.31029
  0.53754   -0.11433    1.0116     0.43373  ]"
20,coordinates,"[-0.26109   0.46342  -0.012717  0.58863   0.16949   0.1926   -0.19842
  0.42717  -0.25895   0.55959  -0.24266  -0.90677   1.0095   -0.17015
  0.9783    0.80003   0.14964   0.65632  -0.51113  -0.33055  -0.57228
  0.22675   0.50793  -0.57321  -1.3785   -0.30807   0.37889   0.79938
 -0.38213  -1.2662    0.41642   0.50885  -0.21199   0.95712  -0.14022
  0.089028  0.54135   0.25303   0.06352  -0.051282 -0.08938  -0.031295
 -0.15481   0.48196  -0.34549   0.70368  -0.75239   0.060301 -0.21198
  0.83673   0.209     0.48779   0.13468   0.66877  -0.013565 -0.69328
  0.61326  -0.36887   0.43957   0.41023  -0.64484  -0.164     0.32428
 -0.12925   0.73524   0.6302   -0.76872   0.31587   0.65393   0.51199
 -0.5704   -0.22003   0.62131  -0.35593   1.4411   -1.0881    0.11896
 -0.16375  -0.72349  -0.76143  -0.11321   0.035542 -0.96528  -0.20708
 -0.29123   0.2704    0.76974  -0.42517   0.96705  -0.074456 -0.92191
  1.1014    0.48245  -0.16889   0.40236  -0.33659   0.11879  -0.44304
  0.32058   0.34929 ]"
21,discovering,"[ 7.7126e-01 -3.5125e-02  3.9669e-01  5.6287e-01  3.1001e-01 -2.3665e-02
 -1.8596e-01  6.0290e-02  4.2319e-01 -1.7371e-01  2.8831e-01  2.6762e-01
 -3.0799e-02  4.1758e-04  1.4295e-01 -5.1897e-01  2.7963e-01  2.8692e-02
  2.3260e-01  4.2365e-01 -5.1223e-01  7.2413e-03 -1.0163e-01 -5.5188e-01
  8.0148e-02  3.3980e-01  1.1602e-01 -1.8411e-01  7.0630e-02  1.6929e-01
 -2.5713e-01 -1.8481e-01 -3.7675e-01 -2.9004e-01 -2.9035e-02 -1.1123e+00
 -1.7418e-01 -4.0111e-03  1.3392e-01 -2.6241e-01 -4.3220e-01  2.5604e-01
  2.3442e-01 -2.5133e-01 -3.3975e-01  5.3963e-01  5.7143e-02  1.1568e-01
 -2.1655e-01  1.7791e-02  4.1372e-01  1.1965e-01  1.8407e-01  7.5677e-01
 -6.1582e-01 -7.4662e-01 -6.7339e-02 -1.4650e-01  1.4781e-01  6.4086e-02
 -1.7262e-01  1.1373e+00  1.7177e-01  1.2030e-01  1.4456e-01  1.1351e-01
  6.1888e-01  5.1770e-02  1.8800e-01 -1.2434e-01 -2.1392e-01  2.2752e-01
 -2.3579e-01  1.1821e-01 -4.0026e-01  3.8455e-01  4.5034e-01 -7.9297e-01
 -5.8694e-01  2.9708e-01  4.2321e-02  6.0463e-01 -3.4438e-01  4.5432e-02
 -5.5213e-01 -4.6612e-02  4.1035e-01 -2.3832e-01 -1.4148e+00 -1.2445e-01
 -1.2585e-01  1.7235e-01  4.9807e-01 -6.9115e-02 -2.3497e-01 -3.2205e-01
 -4.0591e-01 -5.8483e-01  1.3427e-01  3.0853e-01]"
22,ga,"[-0.51807    0.57879    0.89294    0.15746    0.26294    0.40187
  0.38909   -0.31647    0.048558   0.24993    0.014163  -0.77483
 -0.52814    0.084263  -0.80776    0.42806   -0.75284   -0.15504
 -0.45598   -0.56449    0.43252    0.091081  -0.56044    1.1998
 -0.21906   -0.44898   -0.36445    0.42528   -0.41823   -0.38902
 -0.19633    0.48101    0.65798    0.87118   -0.30528   -0.8093
  0.73453   -0.073864   0.093193   0.51812    0.77782   -0.31271
 -1.0703    -0.31655   -0.89303   -0.27999   -0.4875    -1.0774
  0.082004  -0.068522  -0.72249   -0.43809   -0.56319   -0.38486
 -0.80213   -0.12405    0.80657    0.6069     0.21234    0.41906
 -0.85586   -0.62074   -1.3564    -0.12166    0.14111    0.73784
  0.94215    0.49819   -0.22768    0.8978    -0.52183   -0.31142
 -0.12505   -0.96175    0.46113   -0.80016   -0.16543   -0.20894
 -0.92019    0.6713    -0.8462    -1.0079     0.56272   -0.12205
 -0.2034     0.63299    0.0048746  0.042768   0.34809    0.93193
 -0.94131   -0.0047201  0.80645    1.0003    -0.89009   -0.31674
  0.359     -0.59643   -0.003111  -1.2532   ]"
23,discs,"[-0.26874   -0.30786    0.38706   -0.59668    1.0895     0.22506
  0.13217    0.4268     0.78041    0.064559   1.1193    -0.21812
  0.018595   0.35541   -0.076821   0.56233    0.46635    0.022225
  0.76626   -0.1824     0.6586    -0.19493   -0.045216   0.33302
  0.69029   -0.0047143  0.72968    0.097995   0.06799    0.45401
  0.61665   -0.25539   -0.70081    0.40458    0.54716    0.64644
  0.65646    0.15714   -0.03146   -0.99645    0.74569   -0.19379
 -0.13501   -0.064743  -0.66587   -0.69567    0.40854   -0.75653
  0.4394     0.066122   0.30639    0.11899   -0.39519    0.22952
  0.83116   -0.45362   -0.26485    0.19379    1.3079     0.34905
  0.21123    1.329     -0.24043    0.3507    -0.54537    0.46086
  0.93413    0.10414   -0.0025859 -0.68762    0.73557    0.56723
  0.83681    0.6775    -0.34006    0.30112   -0.19171    0.80844
  0.14102    0.12887    0.70059   -0.40468   -0.35742    0.073027
 -0.82363    0.8        0.74725   -0.33891   -0.50616    0.58312
 -1.0354     0.4268    -0.077861  -0.69052   -0.11532   -0.55134
 -0.5293    -0.43868    0.88601   -0.70595  ]"
24,ariz.,"[-0.71378    0.27149    0.66625   -0.24604   -0.06746    0.19089
  0.29601    0.08529   -0.75206   -0.11046   -0.40454   -0.79131
 -0.83562   -0.28045    0.45671   -0.76994    1.1542     0.045533
 -0.79868    0.029512   0.2794     0.34264   -1.1011     1.5831
 -0.68967    0.4008    -0.77589    0.097407  -0.85901   -0.021136
 -0.22886    0.23968    0.59021    0.57966    0.078639  -0.13356
  0.22559   -0.26942    1.5046     0.77609    0.34747   -0.85211
 -0.11611   -0.30534   -0.96021   -0.80679   -0.097065  -0.15562
  0.12021    0.51977   -0.33685   -0.61297    0.40076   -0.0066095
  0.4024    -0.42244    0.6736     0.071292   0.38943    0.61435
 -0.70106    0.076755   0.56112   -0.78177   -0.39137   -0.16529
  1.6644     0.40038   -0.1497     0.44143    0.14214    0.097307
 -0.46869   -0.22422   -0.71653   -0.61113    0.60183   -0.30606
 -1.1123     0.10138   -0.66992   -0.58741   -0.23789   -0.016315
  0.4786    -0.11584    1.0415     0.022241  -0.16544   -0.36574
  0.062854  -0.39685    0.58903    1.0252    -0.34607    0.56985
 -0.10825    0.69402    0.68586   -0.311    ]"
25,belts,"[-0.032242 -0.1151    0.20652  -1.6898    0.014013 -0.055664 -0.88073
  0.58754  -0.067677  0.96697   0.34377  -0.092336  0.34794   0.73129
  0.85845  -0.39949   0.092133  0.55362  -0.46859  -1.2583    0.34207
 -0.29054   0.11008  -0.079557  0.042688  0.30796  -0.25661  -0.84274
 -0.086773 -0.4216    0.29874  -0.73876   0.15951  -0.1655    0.51689
  0.44682   0.44117   0.68915  -0.16298   0.54658   0.33775  -0.54123
  0.59985  -0.61233  -1.2459   -0.040094  0.63626   0.91809  -0.42256
 -0.92583  -1.0516    0.60284  -0.55155   1.0069    1.0445   -0.39052
  0.674     0.19391   0.70266   0.13934   0.25501   0.74047   0.51058
  1.1172   -0.086731  0.059733  0.16983  -0.25896   0.50072  -0.47796
 -0.41351  -0.18189   0.70008   0.60094  -0.24703   0.20283   0.35983
  0.26525   0.15177  -0.074591  0.37312  -0.67624  -0.49643  -0.28703
 -0.0223   -0.096377  0.16525  -0.67322  -0.57395   0.51394   0.24716
  0.25274   0.36296  -0.47958  -0.20397   0.25489  -0.5232   -0.11882
  0.71645  -0.32889 ]"
