,word,values_
9,vsc,"[-0.55188   -0.5554     0.53153   -0.037215  -0.65804   -0.19528
  0.22057   -0.0076438 -0.11082   -0.51644    0.25493   -0.15052
 -0.1056     0.61199   -0.73091    0.3235     0.40209   -0.53813
  0.60746    0.24381   -0.43852   -0.67196   -0.46703    0.5601
  0.050378  -0.76761    0.60601    0.583     -0.34307   -0.078952
 -0.22418    1.4543     0.61585   -0.43022    0.21912   -0.29324
 -0.53268   -0.30001    0.26749   -0.61559    0.13645    0.058412
  0.16397   -0.077028   0.46899   -0.31372    0.51769    0.25688
 -0.62811   -0.34996   -0.47601   -0.35755   -0.43583    0.33458
  0.43875    1.0089     0.6594     0.017172  -0.62325    0.061919
  0.46234   -0.11659    0.092974   0.89131   -0.47727    0.63288
 -0.67248    0.09376   -0.027483  -0.14686    0.060684  -0.5744
  0.24181    0.38181   -0.28619   -0.17991   -0.40729    0.25485
 -0.072695   0.059085  -0.46042    0.53187   -0.46039   -0.40239
  0.49704    0.79033    0.2584    -0.17773   -0.79482    0.29795
 -0.04764   -0.13021   -0.24524    0.42759    0.21916    0.055002
  0.20203    0.21208    0.58234   -0.38127  ]"
10,rhizomatous,"[-0.29318    0.842     -0.048299  -0.29039    0.22521    0.59859
  0.52505    0.051475   0.37174    0.03292   -0.75931   -0.17303
  0.1211    -0.90131   -0.25423    0.36412   -0.32828   -0.28526
  0.82762    0.30905   -0.50247    0.7335    -0.59085    0.64609
  1.1684     0.023692   0.06408   -0.16254   -0.46632    0.056192
 -0.76058    0.35736    0.93556   -0.89055   -0.24194   -0.33629
  0.20699   -1.105      0.15732    0.65211    0.67445    0.69928
  0.68377    0.015043   0.086966   0.16689    0.55188    0.23013
 -0.40546    1.1572     0.57936   -0.52434    0.58331    0.31347
  0.3184     0.37805    0.025618  -0.0044089 -1.0189     0.44803
  0.86061    0.087139  -0.45655   -0.76904    0.97773   -0.06366
 -0.23887    0.21018    0.82854   -0.81866   -0.012042  -0.191
 -1.0197     0.1774    -1.4705    -0.02047    0.31889   -0.40863
  0.69752    1.1055    -0.51389    0.23449   -1.115      0.24229
  0.48045   -0.33119    0.54842    0.43295    0.080864   0.19124
 -0.60559    0.012634  -0.79933   -0.28768    0.67667   -0.59701
 -0.12606   -1.2177     0.80463    0.86818  ]"
11,tsuneo,"[ 6.4149e-02  1.8650e-01 -3.1171e-01 -1.8459e-01  1.3603e-01 -4.3860e-01
  6.3416e-01 -3.0448e-01  2.1580e-02 -1.7932e-01  1.6789e-01  1.9557e-01
  8.5246e-01 -2.8058e-01 -2.7499e-01 -1.6854e-01 -9.5372e-02 -2.5516e-01
 -3.2135e-01  1.4841e-02 -1.7584e-01 -1.3780e-01 -5.6328e-01 -3.0061e-02
 -2.0598e-02 -4.8787e-01  4.7974e-01  4.8119e-01  2.3047e-01  4.2502e-01
 -3.5427e-01  7.0039e-01 -2.1095e-01  4.7929e-01 -8.5236e-01 -4.2479e-01
  8.2292e-01 -2.7828e-01  4.2051e-01 -2.6614e-01  3.6229e-01  7.6814e-02
  4.7248e-01  1.0404e+00 -2.4374e-01  1.4596e-01  5.0069e-01  1.8738e-01
 -1.0486e+00  2.6825e-01  1.6090e-01 -2.4990e-01 -4.6354e-01 -4.7267e-01
  5.6960e-01  8.5605e-01 -3.7977e-02  4.3891e-01 -1.0067e+00 -2.8899e-01
  2.7317e-01 -1.9354e-01  6.7238e-01  1.6945e-01 -2.5468e-01 -2.8122e-02
  6.4532e-01  4.2308e-01 -2.8852e-01 -2.3120e-01 -2.6628e-01 -8.2065e-01
  5.2633e-02 -1.6508e-01 -4.1009e-01  5.7554e-01  2.1949e-01 -3.2015e-01
  1.8011e-01 -2.4695e-01 -1.1153e-01 -1.2164e-01 -2.3335e-01  1.1863e-01
  1.1065e+00 -1.1760e-01 -3.8363e-01  4.1618e-01 -3.6778e-01 -1.3503e-01
  9.1788e-01 -1.4172e-01  8.8954e-01  4.8590e-02  1.7582e-01 -9.4616e-03
  5.7819e-01  1.5722e-01  3.8923e-01  3.0965e-05]"
12,malmsteen,"[-0.46551   0.13318  -0.28322   0.31899   0.45703  -0.15258  -0.20114
 -0.54085  -0.3063   -0.070232  0.63705  -0.97904  -0.75233  -0.012224
  0.14296  -0.097362  0.41189  -0.33367   0.093025 -0.31933  -0.10157
 -0.59603  -0.1518    0.24376  -0.055079  0.21653  -0.219     0.17208
  0.71795   0.42637  -0.028281  0.05171  -1.0215    0.43759  -0.25152
 -0.1448    0.13524   0.22845   1.0481    0.02612  -0.041111  0.54539
  0.34219   0.56081  -0.34265  -0.10602   0.57258   0.10907  -0.17601
 -0.25944   0.18339  -0.13314  -0.30892   0.30041   0.60996   0.11594
  0.84369   0.46558  -1.0742    0.20005   0.7308    0.18096   0.21341
 -0.074042 -0.011407 -0.36914   0.13855  -0.38899   0.69803  -0.21224
  0.63239   0.46749  -0.124     0.034864 -0.78252  -0.2609    0.041053
  0.37978   0.86392   0.59101  -0.35839  -0.88292   0.53239   0.34822
  1.2442   -0.76405  -0.019879 -0.38783  -0.46371   0.38415  -0.086203
 -0.090889 -0.18001   0.098916  0.21578  -0.10072   0.044102 -0.3369
  0.013046 -0.47176 ]"
13,parasols,"[-2.2329e-01  9.7722e-02 -2.8998e-01 -1.5731e-01 -1.2254e-01  4.9603e-01
 -1.2318e-01  1.6823e-01 -2.9612e-01 -2.2171e-01  8.7234e-02  4.5509e-02
  8.2453e-01 -1.4007e-01  2.7142e-01  7.8934e-02 -5.8690e-02  5.2436e-02
  1.1100e-01 -8.3171e-01 -3.3567e-01  1.9417e-01  2.8568e-01 -2.1310e-02
  6.2366e-01  2.4750e-01 -6.9952e-01  1.2554e-01  2.1763e-02 -8.3284e-01
  9.8373e-01 -4.7539e-01 -1.7937e-01 -3.9333e-01 -4.9156e-02 -3.7671e-01
  4.1928e-01  2.1048e-01 -2.9533e-01  7.7146e-02 -3.0587e-01  1.0738e-01
 -5.5180e-01 -3.0140e-01 -1.5128e-01 -2.6708e-01 -5.4283e-01  5.0552e-01
 -3.7120e-01 -1.3585e-01 -3.7029e-01  2.7812e-01 -6.5998e-01  1.5557e-01
  4.5899e-01  7.4634e-01  6.3881e-01  5.5445e-01 -4.4138e-01 -8.1340e-01
 -5.4269e-01  2.1290e-01 -6.1305e-01  2.6190e-01 -5.1534e-01 -3.4564e-01
  6.6695e-01 -7.9829e-02  6.4910e-01 -4.7201e-01 -1.6354e-01 -2.8014e-01
  6.6591e-01  1.2903e-01 -5.0114e-01  3.0635e-01 -3.7132e-01  8.9307e-01
 -2.5170e-01 -2.0303e-01  2.1510e-01 -5.6060e-03 -1.1534e-02  9.2720e-03
  7.4187e-01 -2.7715e-01 -6.3491e-04  3.8775e-04 -2.9388e-01  2.2796e-01
  1.9891e-01 -2.2310e-01  2.5952e-01 -1.4369e-01  7.9822e-01 -7.2751e-02
 -5.3544e-01  8.0070e-02  1.5664e-01  4.9451e-01]"
14,1104,"[ 1.4073e-01 -2.1170e-01  5.0847e-01  2.5138e-01 -8.5291e-01  3.6058e-01
 -4.4676e-02 -2.2300e-01  4.4768e-01 -2.4831e-01  4.2910e-01 -3.1982e-01
  9.1265e-02 -6.7283e-02  3.7534e-01 -1.3732e-01 -1.3991e-01 -2.2989e-01
 -2.0019e-02 -4.1158e-01 -5.4952e-01  1.4945e-01  2.1238e-01  5.2758e-01
  3.3721e-01  2.2625e-02  3.3655e-01  5.0843e-01 -1.9068e-02  1.4982e-01
  6.8154e-02 -9.2591e-03  1.4221e-01 -4.7895e-01 -8.6556e-01  6.0676e-02
 -3.7648e-01 -1.2308e-01 -4.2823e-01  1.2493e-01  1.5173e-01  6.1506e-02
 -8.1983e-02  6.4784e-03 -6.1334e-01 -4.7186e-01  6.3253e-01  4.7473e-02
 -4.6024e-02  4.8498e-02 -4.2121e-01  6.2729e-02 -4.0519e-02 -7.8651e-03
 -9.3855e-02  3.6663e-01  7.4926e-03 -9.9495e-02 -8.5463e-01 -5.8489e-01
 -4.8635e-01  1.7282e-04  6.7199e-02  5.5726e-02 -1.9722e-01 -5.6655e-01
 -5.7735e-01 -4.2443e-01 -2.7723e-02  1.2515e-01 -5.3838e-02  1.3346e-01
 -4.2684e-02  4.4644e-01 -3.1511e-01  4.4446e-02  8.4565e-01  2.8594e-01
  1.2157e-01 -2.8807e-01 -7.7138e-01 -7.1769e-01 -3.1210e-01 -7.2237e-02
  4.9921e-01  2.2770e-01  1.7368e-01 -7.5257e-01 -3.6652e-01  2.8316e-01
  3.4921e-01  4.9847e-01  2.8094e-01  3.5110e-01  1.2862e-01 -2.2334e-01
  2.9290e-01  1.0223e-01 -1.7215e-01 -7.7943e-02]"
15,1400s,"[ 0.49622   0.059902 -0.11273   0.10779  -0.44773  -0.23523   0.17031
 -0.50084   0.22014  -0.35122   0.5749   -0.175    -0.067009  0.18051
 -0.06757  -0.45366  -0.47079  -0.51963   0.44482  -0.66183  -0.29847
  0.19464   0.071708  0.44487   0.047653 -0.44924  -0.42491  -0.029062
 -0.25149  -0.3262    0.065212 -0.34076  -0.65382   0.13233  -0.26487
  0.20179  -0.19806  -0.62705   0.31286  -0.59654  -0.40694   0.21508
 -0.1456    0.53066  -0.57576  -0.14136   0.87568  -0.07948   0.26039
 -0.49942  -0.12704   0.69673   0.1188   -0.44454   0.033047  0.42385
 -1.0666   -0.27801  -0.061712 -0.31367  -0.35266   0.30356   0.44575
  0.26974   0.14334  -0.47148  -0.33013  -0.84118  -1.0506   -0.70552
  0.1055    0.25071  -0.18817  -0.31789  -0.73159  -0.23471   0.089163
 -0.33277  -0.041986 -0.12899  -0.16398  -0.3246    0.14861   0.23703
  0.587     0.12905   0.2267    0.16361  -0.81178   0.49937   0.40827
  0.4844    0.12954   0.5877   -0.33095  -0.12315   0.3133   -0.08627
 -0.48985  -0.56219 ]"
16,arroyos,"[-0.66979   -0.41034   -0.2656    -0.15744    0.50016    0.68564
  0.24018    0.66215    1.0188    -0.11686   -0.0068999 -0.31986
 -0.18783    0.24708    0.31533   -0.13614   -0.51285    0.17313
  1.03      -0.13189   -1.0906     0.2846     0.10222   -0.3025
  0.039558   0.026531   0.34504   -0.39603    0.03599   -0.41152
 -0.14119   -0.90637   -0.18642    0.16939   -0.22094    0.26464
  0.56313   -0.50646   -0.17027    0.64032    0.83881   -0.18195
 -0.72643   -0.32545    0.23334   -0.19315   -0.51291    0.81578
  0.21817    0.84409   -0.85478    0.40014    0.077223  -0.64996
  0.057484   0.093933   0.30517   -0.13565   -0.051107   0.21103
 -0.54621   -0.27554    0.16142   -0.91666    0.37424   -0.15147
  0.098372  -0.59058   -0.26214   -0.16146   -0.068228   0.23982
 -0.30976    0.096916  -0.21677   -0.43712    0.17472    0.45799
  0.59931    0.53535   -0.12797    0.57674   -0.71628   -0.3115
  0.80592    0.030775  -0.23856    0.26846   -1.0095    -0.07409
 -0.45226    0.58416   -0.23818   -0.035306  -0.79855    0.3124
 -0.69886   -0.23052   -0.53513   -0.055135 ]"
17,hurr,"[-1.3696     1.0596     0.21985    0.36106    0.063248  -0.76605
 -0.54143    0.13704   -0.91796    0.26319    0.31512   -0.70758
  0.7426    -0.72236    0.10474    1.6244    -0.14706   -0.98625
  0.7489     0.47751   -0.38399    0.92023   -0.36024   -0.14308
 -0.38087    0.25617   -0.30189    0.15901   -0.67301   -0.69558
 -0.89072   -1.1661    -0.50238   -0.42019   -0.30663   -0.030606
 -0.29393   -1.5941    -0.91582    1.0286     0.06      -0.93122
 -0.25123   -0.19524    0.52737    0.5142    -0.90683   -0.32437
  0.97875    0.038456  -0.56405    0.59158   -0.25629    0.0057186
 -0.2375    -0.0059464 -0.13469   -0.025081  -0.57932    0.40763
 -0.55326   -0.11942    0.745     -0.51563   -0.38435    0.39409
 -0.91117   -0.063613  -0.42509    0.23918    0.28448    0.49508
  0.33293    0.25071    0.13137   -0.64559    0.84796    0.25228
  1.2954    -0.12351   -0.60657   -0.33007    0.25634   -0.61204
 -0.53917   -0.26406   -0.68006   -0.53895   -0.71963    0.34205
 -0.82995    0.52982   -0.20938    0.092043   0.3723     0.68586
  0.56429    0.15653   -0.33589   -0.086414 ]"
18,parthenogenesis,"[-2.4047e-01 -1.6518e-01 -6.0523e-01  1.4155e-01 -1.1918e-01  5.7607e-01
  2.7325e-01  1.6460e-01  6.2082e-01 -8.2695e-01 -1.1144e-01  1.2179e-01
  6.2638e-01 -2.3754e-01  3.3945e-01  2.1486e-01  1.6589e-01  3.6671e-01
  1.1790e+00 -4.5815e-02 -6.4652e-01 -9.0168e-02  2.2770e-01  6.2685e-01
  1.5905e-01  3.0387e-02  2.1354e-01  1.7948e-01 -4.7554e-01 -8.5877e-02
 -3.0640e-02  9.9003e-02  2.5451e-02 -4.9600e-01  8.8079e-01 -1.1230e+00
 -2.6379e-01 -4.6986e-01  3.9918e-01 -3.0581e-01 -1.6134e-01  7.7317e-01
 -9.7187e-01  4.5654e-01 -3.8622e-01 -6.3757e-01  5.3775e-01 -3.0576e-01
 -3.8639e-01  1.6577e-01 -1.3635e-04  3.0792e-01 -2.1879e-01  2.1290e-01
  1.4999e-01  4.2210e-01 -5.8671e-01 -7.5912e-01 -7.5006e-01 -3.7494e-01
 -3.1858e-01  1.4508e-01  1.0128e-01 -6.4703e-01 -5.0582e-02  4.7580e-01
  2.3640e-01 -5.1958e-01  3.5788e-01 -8.9109e-01 -1.6862e-01 -1.7918e-01
  1.6089e-01  1.6875e-02  1.2135e-01 -8.3274e-01  5.3980e-02 -8.0344e-01
  9.8691e-02  1.0422e-01  7.3155e-01 -4.3519e-01  4.4752e-01  5.3104e-01
  2.4221e-01  6.5359e-04  7.5159e-01  2.8704e-01  6.0509e-01 -5.1995e-01
  2.5844e-01 -1.8855e-01 -7.8819e-02  8.5943e-01  4.1340e-01 -9.3425e-01
 -4.5347e-01 -4.9484e-01  1.2731e-03 -5.6189e-01]"
