,word,values_
5,melur,"[-0.11937  -0.1622    0.065279  0.26415  -0.011642  0.056011  0.033736
  0.16876   0.54936   0.044483 -0.21717  -0.050331 -0.29084  -0.16652
 -0.094269 -0.024239 -0.28474   0.27229   0.57573   0.012106 -0.19927
  0.088528  0.39122  -0.027786 -0.29159   0.1684    0.26011   0.23911
 -0.12531  -0.27522   0.37481  -0.16397   0.34827  -0.30092   0.42365
 -0.14699   0.10726  -0.12695   0.25797  -0.059082  0.027758  0.081379
  0.066299  0.035404 -0.36482  -0.05323   0.40219   0.089794 -0.18602
  0.42073  -0.051002 -0.033665 -0.16222  -0.364     0.17918   0.40807
 -0.20742  -0.25376  -0.5507   -0.2696   -0.052655 -0.45558   0.013786
  0.12635  -0.33557   0.26228  -0.2824   -0.36252  -0.60995   0.24733
 -0.22967   0.090169  0.14994   0.30295  -0.32209  -0.20711   0.28036
 -0.1453    0.36996  -0.024078 -0.59991  -0.091465 -0.19621  -0.13129
  0.74798   0.051326  0.14     -0.16531  -0.072278  0.15907   0.096547
  0.28085   0.044056 -0.11529   0.29675  -0.12981   0.46247   0.36999
 -0.13625   0.087841]"
6,nanosolar,"[ 0.11986   -0.18604   -0.28617    0.30926    0.29552   -0.069858
 -0.1199     0.020244   0.12974   -0.038073  -0.27279   -0.136
 -0.1562    -0.15359   -0.13224   -0.15676   -0.43468    0.59369
  0.45765    0.11967   -0.585     -0.086471  -0.21396    0.053222
 -0.25499    0.1796    -0.016459   0.28391   -0.35763   -0.10874
  0.219     -0.15207   -0.039624   0.17726    0.0040613 -0.10609
  0.34201   -0.25391    0.34962   -0.10065    0.31565    0.24663
  0.15417    0.14656   -0.37653    0.33673   -0.061689   0.074739
  0.35877    0.34798   -0.060668   0.15497   -0.31873   -0.69651
  0.40335    0.54189   -0.065094   0.095362  -0.56516   -0.16271
  0.036903  -0.15389    0.5881    -0.074843  -0.20805    0.16734
 -0.30357   -0.026118   0.075385   0.10704    0.37651    0.16039
 -0.3395     0.30483   -0.56109   -0.1875     0.33811   -0.20353
  0.41874    0.31965   -0.084983  -0.053947  -0.32059    0.10799
  0.35559   -0.10106   -0.034312   0.16038    0.10852    0.38825
  0.35334   -0.33221   -0.04313   -0.26756    0.0505    -0.17896
  0.22787    0.37998   -0.35882   -0.1707   ]"
7,5-65,"[-0.086506  -0.29161   -0.19507    0.15546    0.13745   -0.089967
 -0.26247    0.17317    0.20375   -0.081535   0.40552   -0.094273
 -0.17141    0.31776    0.21167    0.28775   -0.59823   -0.11605
  0.14854    0.10327    0.086453  -0.19332   -0.12926    0.37006
 -0.20023    0.26769   -0.10693    0.47139    0.08101   -0.053203
 -0.23065   -0.5329    -0.040877  -0.53423    0.21986   -0.46201
  0.43025   -0.16167   -0.092174   0.45891    0.34368    0.12861
  0.21019   -0.1916    -0.23395   -0.72604   -0.19201    0.47859
  0.18787    0.29864   -0.10182   -0.22946   -0.089163  -0.17821
 -0.061381   0.55607   -0.27654    0.48785   -0.79257   -0.35666
  0.19092    0.04703    0.10276    0.34586   -0.47512    0.059746
  0.086873  -0.30218   -0.031814   0.099716   0.017562   0.21074
  0.24916    0.23241   -0.31917    0.05029   -0.41191    0.30735
  0.38364   -0.26166   -0.20345   -0.42599    0.43224   -0.23177
  0.3609     0.076809   0.081398   0.35059   -0.25232    0.32356
  0.15465   -0.27675    0.29428   -0.69744    0.44716    0.0064214
  0.089351   0.024518  -0.23708    0.026021 ]"
8,88-day,"[ 1.3209e-01 -1.1753e-01  8.8206e-02  4.5742e-01 -3.4414e-01  5.6274e-02
  3.1258e-01 -3.0327e-01 -3.0994e-01  3.7403e-01 -1.9917e-01  2.9276e-01
  3.1199e-01 -2.7058e-01 -2.0496e-01  1.9250e-01 -2.1216e-01  2.6285e-01
  8.4472e-01 -8.5908e-01  1.4907e-01 -6.0231e-02 -4.9852e-01  9.1685e-02
  5.7430e-01  4.2583e-01  2.3565e-01  2.5892e-01  2.2457e-01 -1.5939e-01
  4.0956e-01 -3.4104e-01 -2.1564e-01 -2.6085e-02 -1.5323e-01 -2.2990e-01
  2.4674e-03  5.2217e-02  1.9967e-01  7.0229e-02  9.8992e-01  7.3703e-01
  2.0847e-01  3.7731e-01  3.4071e-01  1.4909e-01  3.2210e-01  1.4644e-01
  2.7114e-01 -3.1976e-01 -2.1598e-01  5.6028e-02 -3.2363e-01 -6.8959e-01
  7.0897e-01  5.0719e-01  5.0931e-01 -1.7299e-01 -2.5212e-02 -2.9033e-02
  4.3670e-01  5.3814e-04  4.3507e-02  4.7055e-02 -3.2138e-01 -1.6791e-01
 -1.5852e-01 -1.2768e+00 -1.8896e-01 -1.4146e-01  4.4590e-01 -4.8995e-02
  2.1014e-01  4.2650e-03 -8.8495e-01 -3.1033e-01 -1.8832e-02 -3.5342e-01
  4.0985e-01 -3.5179e-01 -1.8040e-01  3.9065e-01  1.3413e-01  8.0988e-01
  2.3980e-01  2.9620e-01  8.4923e-01  8.3044e-02 -5.3171e-01 -1.8444e-01
  8.7592e-02  1.1995e+00 -7.1621e-02 -1.1299e-01  7.0874e-01 -7.3829e-01
  5.0673e-02  3.2174e-01 -5.5032e-01  2.2153e-01]"
9,bruynseraede,"[ 0.20633   0.031816  0.16042   0.028915  0.6797   -0.31273   0.19861
  0.61757  -0.088925  0.10172  -0.12061   0.49355   0.031907 -0.21722
 -0.040316 -0.18202  -0.32229   0.30674  -0.23906   0.037339 -0.24708
  0.040726  0.30482  -0.7265   -0.32402   0.062691  0.4151   -0.051193
  0.029392 -0.38354   0.060649 -0.59979   0.02293   0.012376  0.37229
 -0.14129  -0.39441   0.14605  -0.42339   0.24305  -0.09387   0.023265
 -0.58104   0.30258  -0.19666   0.17269  -0.11782   0.080131  0.36672
  0.070102  0.15118  -0.26722  -0.15293  -0.43441   0.93741   0.94322
  0.19582   0.66972  -0.99958  -0.26527  -0.029306 -0.38695   0.65802
  0.12771  -0.081181  0.032289 -0.23998   0.18958  -0.050439 -0.1637
 -0.24031   0.66381  -0.3061    0.37817  -0.42485   0.10816   0.062779
 -0.039967  0.88299  -0.28085  -0.12125  -0.15471  -0.4765    0.66062
  0.18273   0.28162  -0.3015    0.18709   0.21487   0.050127 -0.041089
  0.020412  0.41207   0.17797   0.65739   0.47209  -0.10319   0.60556
 -0.29642   0.18219 ]"
10,schweighofer,"[ 0.13446   -0.40276   -0.30312    0.16813   -0.11051   -0.28772
  0.21513   -0.16099    0.23119   -0.14816   -0.0013671  0.1251
 -0.13077   -0.13496   -0.31765    0.23271   -0.29785    0.27072
  0.13016   -0.037721  -0.52423    0.017391  -0.33414   -0.059461
 -0.16303   -0.099531  -0.023752   0.24478    0.084694   0.34502
  0.061336  -0.063115  -0.17624    0.11124    0.25394   -0.12246
  0.14953    0.10255    0.13358    0.15417    0.14258    0.17547
 -0.12316    0.49902   -0.41758    0.066263   0.14317    0.11545
 -0.14542    0.14891    0.35701   -0.45446   -0.31852   -0.73317
  0.068416   0.62326   -0.10813    0.35221   -0.50759   -0.26125
  0.44398   -0.27422    0.35495    0.096912  -0.14821   -0.15675
 -0.33048    0.077325  -0.46727   -0.23391   -0.1528     0.43673
  0.1085     0.12964    0.15085   -0.2134    -0.30347   -0.12263
  0.44746    0.24811   -0.14782   -0.29405    0.43102   -0.42506
  0.27293    0.18256   -0.12329   -0.23865    0.042112   0.1455
  0.23027   -0.18445    0.26855    0.030078   0.57125   -0.024645
  0.11415    0.23755   -0.51466    0.091793 ]"
11,tweetdeck,"[-0.08814   -0.12829   -0.34931   -0.088347   0.69999   -0.35053
 -0.11334   -0.36595    0.25633   -0.1457    -0.075729  -0.16245
 -0.27399    0.07404    0.17862   -0.091035  -0.058605   0.58898
  0.24209    0.20383   -0.2381    -0.0978     0.0082711  0.20325
  0.025123   0.46274   -0.39223    0.28355   -0.10402    0.071863
  0.032652   0.074364   0.17439    0.12768    0.17068    0.21494
  0.1922    -0.47267   -0.053934  -0.35901    0.3616     0.62077
  0.093055  -0.073991  -0.45934    0.46436    0.13593    0.32849
 -0.02292    0.1112     0.17486    0.40334   -0.058277  -0.31042
 -0.049794   0.82364    0.14399    0.18074   -0.5598    -0.35311
 -0.14381   -0.34745    0.57411   -0.11413   -0.01906    0.20379
 -0.14471   -0.78872    0.033214  -0.29608   -0.041805  -0.052293
  0.21039    0.51854   -0.60081    0.32309    0.53346    0.19798
  0.7124     0.012672  -0.10977   -0.53995    0.38961   -0.14856
  0.19269   -0.10351    0.20471    0.50282   -0.29607    0.15579
 -0.0078504 -0.034849   0.2635     0.011599   0.30422   -0.085958
  0.13463    0.52323   -0.46336    0.10885  ]"
12,中書令,"[-0.51178   -0.52267    0.40993   -0.42531    0.20395   -0.4066
  0.13422    0.14199   -0.15419   -0.82755    0.17059    0.10068
  0.19713    0.78816   -0.18977   -0.04943    0.17418    0.27038
  0.20656    0.024657  -0.3014     0.37053   -0.60099   -0.10965
  0.070032   0.12976    0.40862   -0.069847   0.46875    0.42117
 -0.06536   -0.040571   0.4591    -0.43387   -0.64696   -0.48061
 -0.26762    0.47978    0.16858    0.50408    0.039391   0.15226
 -0.33558    0.28833    0.037129  -0.56595   -0.48635    0.17138
 -0.0021921  0.63758    0.15496   -0.069082  -0.0013516 -0.28079
  0.071445   0.31106    0.1118     0.51427   -0.52785   -0.93427
  0.15675   -0.35796   -0.41304    0.031416  -0.27977    0.63632
 -0.44141   -0.035164  -0.29122   -0.076327   0.16675    0.5113
 -0.047159   0.33137   -0.033726  -0.34713   -0.14616   -0.023351
  0.069532  -0.070891  -0.85278   -0.50818    0.75279   -0.4274
  0.23418    0.36935   -0.0068724  0.51727    0.22171    0.65718
  0.0045067  0.0024082  0.31287    0.096875   0.43948   -0.42647
 -0.021891  -0.016142  -0.19158   -0.17665  ]"
13,rm55,"[ 0.31486    0.42464   -0.3096     0.61252    0.27129    0.42678
  0.14692    0.048453  -0.0025712  0.39995    0.11552    0.29422
 -0.17778   -0.32313   -0.1197    -0.44676   -0.28056   -0.1828
  0.12485    0.27266   -0.30326   -0.20681   -0.57112   -0.24574
  0.17351    0.1546     0.42813    0.57385   -0.031422   0.08137
  0.060406  -0.16563    0.13903   -0.23232    0.16011    0.082807
 -0.58034    0.044009  -0.14447    0.36424    0.44436    0.12594
 -0.078041   0.29991   -0.34517   -0.10702   -0.17099   -0.022743
 -0.6161     0.07428    0.3696    -0.28174   -0.13262    0.36832
 -0.039855   0.95384   -0.024072   0.034758  -0.4656    -0.54875
  0.053571  -0.16683   -0.26094   -0.091015  -0.5012     0.085466
 -0.4027    -0.15883    0.1096    -0.33221   -0.14199    0.33809
  0.10998    0.41232    0.02724   -0.24908    0.19049    0.16978
  0.53782    0.19322   -0.27284    0.047685  -0.026354  -0.13524
  0.24108    0.49241    0.25789    0.17894    0.16381    0.050869
 -0.209      0.47703    0.25183   -0.86239    0.15221   -0.41015
  0.56503    0.42081    0.027164  -0.043515 ]"
14,borodulin,"[ 1.5790e-02 -2.0157e-01 -1.5028e-01  5.3712e-01  1.9655e-01 -7.0578e-01
  3.3205e-01 -2.2566e-01  3.7543e-01 -2.3303e-01  4.2962e-01  3.3532e-02
 -1.1345e-01 -1.1124e-01  6.6361e-04  3.3384e-01 -5.8798e-01  5.3449e-01
 -6.3809e-02 -4.1077e-01 -4.3592e-01 -3.3460e-02 -3.2835e-01  2.3404e-01
 -2.3237e-01 -2.5232e-02  8.5115e-02  8.6533e-01  1.7647e-01 -1.2139e-01
  2.1443e-01 -1.9662e-01  1.1496e-01 -2.8797e-01 -8.5279e-04 -4.9657e-01
  5.0359e-01 -4.6877e-01  2.5670e-01  1.0963e-02  1.2305e-01 -3.7902e-01
  1.5246e-01  1.9730e-01  5.6055e-02 -2.8398e-01  8.7282e-02  2.7889e-01
  3.4479e-01  4.3417e-01  1.8148e-01  9.5620e-02 -3.1870e-01 -3.9904e-01
  1.2607e-01  2.4208e-01  2.5939e-01 -5.0129e-01 -8.9514e-01 -3.8773e-01
  4.5008e-01 -3.2561e-01  4.6781e-01  7.9443e-02 -5.7147e-02 -5.8248e-02
 -1.8510e-01 -2.4432e-01 -3.9364e-01  1.0824e-01  5.2199e-02 -3.7905e-02
  2.0574e-01  5.5293e-01  1.3275e-01  3.1365e-01 -1.2680e-01 -2.9276e-01
  4.5868e-01 -2.5105e-01 -4.3817e-01 -7.5334e-02  5.6614e-02 -2.9086e-01
  5.3679e-01  1.2503e-01 -1.4829e-02  3.2380e-01 -6.1302e-02  4.7261e-02
  2.6558e-01  1.9493e-01  2.0526e-01 -5.5775e-01 -1.3746e-01  6.0084e-02
 -7.3644e-03  6.5720e-01 -6.0954e-01  1.1676e-01]"
