,word,values_
13,strood,"[-0.27223   -0.21837    0.20611    0.31712    0.065616  -0.7537
 -0.38933    0.28726    0.3225     0.33264    0.18678   -0.13989
 -0.28192    0.4567     0.85514   -0.093386   0.065349  -0.50701
 -0.41622   -0.52752   -0.54899    0.12112   -0.073607   0.14268
 -0.37423   -0.42648    0.10381    0.22717   -0.072277   0.46357
  0.21658    0.193      0.33332   -0.066049   0.14715    0.2323
 -0.46924    0.010427   0.30135    0.24038    0.29219   -0.0057994
 -1.0902     0.0071946 -1.0509    -0.21908    0.93621    0.26183
  0.29027    1.0163    -0.86063    0.31283    0.20743   -0.54207
 -0.7009     0.1801    -0.064085  -0.83721   -0.65491   -0.83043
  0.029236  -0.46736   -0.24053   -0.0025748 -0.43257    0.038659
  0.11749   -0.37035   -0.19639   -0.31003    0.019192  -0.083537
  0.51271   -0.14685    0.025421   0.058787   0.8117     0.059369
  0.4819    -0.34173   -0.39256    0.67711    0.26453    0.58532
 -0.57071    0.19778   -0.42333    0.35039    0.11599    0.69538
  0.19704   -0.15514   -0.48128    0.054537   0.0785    -0.29531
  0.83007    0.8462     0.16225    0.25163  ]"
14,hille,"[-0.23017   -0.073227  -0.15889   -0.016667   0.17338    0.082164
  0.42765    0.03819    0.6708     0.094823   0.076002   0.11451
 -0.23078    0.038727  -0.29798   -0.030274  -0.48723    0.66129
 -0.27537    0.38351   -1.1238     0.038023   0.50695    0.49245
  0.37257   -0.030121   0.20967    0.11085   -0.21573    0.09508
 -0.019206  -0.19639    0.12346   -0.048171   0.28918    0.15552
  0.13091    0.10342   -0.04706    0.09381    0.074846   0.1669
  0.23252    0.3843    -0.31213    0.0019209 -0.013659   0.034402
 -0.10098    0.4367    -0.33729    0.22311   -0.038799  -0.48724
 -0.36634    0.3019     0.20904   -0.3365    -0.74749   -0.1842
  0.67544   -0.79618   -0.069473   0.39422    0.11068   -0.19429
  0.021127  -0.25359   -0.12767   -0.0076425 -0.10096   -0.014101
  0.033721   0.10059    0.097841   0.14059    0.036818  -0.2091
  0.28891    0.47232   -0.21229   -0.45424   -0.30336   -0.49099
  0.76728    0.3889    -0.44067    0.099586  -0.089057   0.28639
  0.11852    0.096668   0.25506    0.1735     0.23325    0.20925
 -0.2919    -0.041063  -0.24955    0.37234  ]"
15,antwerpen,"[ 2.3478e-01 -8.2686e-01 -2.4079e-01  3.5178e-01  4.1037e-01 -1.7801e-01
 -3.2938e-01  4.4965e-02  6.3984e-01 -6.3166e-01 -3.3669e-01 -1.5867e-01
 -7.9697e-01  6.1120e-01 -5.2026e-01  1.2609e-01  6.0777e-04  8.4595e-03
  2.9826e-02 -5.2078e-01  4.1790e-02  3.2456e-02 -3.4168e-01 -7.1222e-02
  2.6759e-01 -1.3648e-01  4.8225e-01  4.7083e-01  2.7235e-01  4.8864e-01
 -4.6898e-01 -5.5132e-01  1.9578e-01 -4.6311e-01  1.2100e-01 -4.7055e-01
  3.1218e-01  1.4580e-01 -4.8066e-01 -1.8869e-01  1.2231e-01 -5.1442e-01
  6.3603e-02 -4.6641e-01 -5.8369e-01  2.7981e-02  4.8265e-01 -6.4544e-02
 -5.4765e-01 -9.6429e-02 -2.1593e-01  8.9071e-02 -2.2348e-01 -5.2139e-01
 -2.7337e-01  5.0182e-01 -3.4321e-01  2.0491e-01 -5.4025e-01 -2.3273e-01
  3.3473e-01  2.5527e-01 -3.2413e-01  2.5091e-01  1.1071e-02 -3.9491e-01
 -5.4833e-01 -1.8715e-01 -3.3428e-01  1.9056e-01 -2.6855e-01  9.8342e-02
  1.7908e-01  1.3138e-02 -8.7697e-02 -3.7574e-03  4.8878e-01  2.6073e-01
 -5.9816e-02  9.2093e-02 -1.1594e-01 -1.3762e-01  6.8444e-02 -4.3545e-01
  4.8511e-01  2.0507e-01 -3.4934e-01 -3.1483e-01 -4.1336e-01  7.2202e-01
 -5.7574e-01  2.0537e-01  1.0642e+00 -2.0120e-01  6.8351e-01  6.8353e-01
  1.6538e-02  2.4123e-01 -2.9943e-01 -3.8286e-01]"
16,varzi,"[-0.080628  -0.85919   -0.56225   -0.54755    0.10611   -1.2831
 -0.19047   -0.1485     0.38029    0.21243    0.069264   0.49382
 -0.41805    0.082847  -0.34192   -0.047271  -0.98655    0.29064
 -0.010611   0.04442    0.40133    0.17367    0.7231    -0.34213
  0.31657    0.24055   -0.14953   -0.21929   -0.0017608  0.31158
 -0.72152   -0.68773   -0.33962    0.2427     0.32178   -0.20825
  0.43103    1.1346     0.25019    0.075331   0.64572    0.016712
 -0.17537    0.89244   -0.48267    0.13619    0.77574   -0.020856
 -0.27764   -0.18405    0.63779   -0.16616    0.31963   -0.63645
  0.022072   0.63731   -0.048633   0.23516   -1.0631     0.066415
  0.63744   -0.61535    0.51455   -0.19868    0.21036    0.32534
  0.67579    0.1385     0.098091   0.069414   0.059097   0.24515
 -0.23897    0.31407   -0.32887   -0.084563  -0.29394   -0.0070358
 -0.27157   -0.083796   0.52269   -0.01664   -0.16079    0.037094
  1.1921    -0.32275    0.47852    0.21295    0.4051    -0.35733
  0.19154   -0.073363   0.21891    0.040981   0.42894    0.17684
 -0.072953   0.56942   -0.45161   -0.10603  ]"
17,thau,"[ 0.16434   -0.91779   -0.14206   -0.0442     0.36869   -0.34716
  0.39899    0.060479   0.41459    0.047069   0.12756    0.24641
 -0.5783    -0.6371     0.15617   -0.3296    -0.27491    0.15707
  0.020144  -0.17881   -0.39752   -0.09687   -0.24235    0.49261
 -0.8758     0.35363    0.21115   -0.016075   0.16229   -0.22654
 -0.31941   -0.41605    0.035757  -0.33643    0.28065   -0.07933
 -0.00142   -0.078422   0.28543   -0.034462   0.16651   -0.14464
 -0.3232     0.24491    0.21329    0.11414    0.026097   0.22635
 -0.3689     0.07818   -0.1245    -0.14871   -0.37503   -0.73026
 -0.38139    0.58555    0.15352    0.81267   -0.71288    0.19284
  0.47881   -0.30517    0.34392   -0.20949   -0.13696   -0.44179
  0.36767   -0.18709   -0.46575   -0.52333    0.072967  -0.39019
 -0.49032   -0.0081643  0.20204   -0.75984   -0.22346   -0.67863
 -0.40881   -0.064615  -0.042498  -0.20709    0.021693  -0.58069
  0.33723    0.30332    0.051058  -0.32082    0.030746  -0.23452
  0.70396    0.12414    0.52049    0.33051    0.73102   -0.0042322
 -0.35575    0.45909   -1.1993     0.17133  ]"
18,squab,"[ 0.11543    0.68609    0.19075    0.29129    0.34582    0.21665
  0.0085825 -0.035664   0.36905   -0.12676   -0.7263     0.37849
  0.75891    0.25207    0.088891   0.22565   -0.056598   0.20987
  0.53612   -0.23862   -0.60344   -0.14732    0.13284   -0.4539
  0.21345    0.49407   -0.42794    0.30386   -0.69497    0.12127
  0.21542    0.42652    0.63987    0.47033    0.51543    0.065774
  0.01421   -0.23281    0.12355   -0.22474    1.0148    -0.49766
 -0.065677  -0.26485   -0.36302   -0.18696   -0.2271    -0.39791
 -0.69605    0.26419   -0.67476    0.13714   -0.15224    0.0057163
 -0.73873    0.33007    0.62067   -0.27556   -0.76808    0.041974
 -0.17562    0.22799    0.74289   -0.076285  -0.47108   -0.25268
 -0.55081   -0.49343    0.16787    0.041083  -0.025763  -0.087306
 -0.24652    0.46203   -0.089575   0.098865  -0.50276   -0.39725
  0.59943    0.011038  -0.19039   -0.26027    0.69603    0.40986
  0.36192   -0.28801    0.41821    0.69847   -0.099102   0.29284
 -0.16952   -0.33985    0.19814   -0.14561    0.18762   -0.27119
  0.12179    0.095323   0.12053   -0.47228  ]"
19,propp,"[ 0.64668   -0.049117   0.13161   -0.44364   -0.17485   -0.11796
 -0.38501   -1.0044    -0.056904  -0.062469  -0.5182     0.40691
  0.50619    0.37904    0.52784   -0.23852   -0.37068    1.0606
 -0.38232   -0.3675    -0.95833   -0.76541    0.27489    0.69192
 -0.19405    0.30742   -0.025419   0.39831   -0.47543    0.3432
 -0.1028    -0.11168   -0.13119   -0.10483    0.29949    0.0071213
  0.27333   -0.26396    0.041077   0.2124     0.16179    0.23676
  0.27891    0.64122   -0.57895    0.32501    0.21608   -0.083357
  0.60694    0.36403    0.14006    0.31375    0.12364   -0.24266
 -0.49164    0.16498   -0.1572    -0.19316   -1.0155    -0.33652
  0.26667   -0.017998  -0.031144  -0.55111   -0.77793    0.0025922
 -0.28255    0.23343    0.14321    0.3191    -0.1502    -0.16674
  0.24755    0.11413   -0.19615    0.17859   -0.48658   -0.66607
  0.32021    0.40615   -0.098801  -0.28255    0.53609   -0.47636
 -0.0067645 -0.57559    0.24998   -0.23875   -0.62055    0.42587
  0.49913   -0.33277    0.47098   -0.25639    0.07535   -0.051946
 -0.35255   -0.31367   -0.78752    0.062068 ]"
20,radiographic,"[-0.030177  -0.12723   -0.31207    0.16604   -0.78989   -0.23066
 -0.14914    0.31429    0.014764   0.33389   -0.38218   -0.8605
 -0.17556    0.22519    1.0452     0.566     -0.02012    0.15647
  0.78695   -0.23852   -0.55996   -0.54486   -0.43315    0.022798
  0.064357  -0.24982    0.88882    0.36225   -0.32006   -0.84511
  0.11915   -0.86816   -1.1716     0.12124    0.34797   -0.18529
 -0.16645   -0.53993   -0.46755    0.13181    0.21361   -0.090595
 -0.053896   0.0083438 -0.094741   0.15389    0.64963   -0.1105
 -0.30522    0.38165    0.89536    0.11146    0.20722    0.16106
  0.50194    0.088793   0.39757   -0.35827   -0.33693   -0.71874
 -0.01905    0.082596   0.74546    0.49819   -0.25018    0.35829
 -0.2854    -0.061764  -0.4445     0.086128  -0.37465    0.47384
  0.10921    0.58571   -0.13087    0.21558   -0.14962    0.31956
  0.92147   -0.22286   -0.60031    0.52878    0.42923    0.13273
 -0.35071    0.32166    0.37229    0.30484    0.16783   -0.30935
 -0.070832  -0.46079    0.22528   -0.10689    0.36283   -0.040908
 -0.03591   -0.52023    0.42024    0.32872  ]"
21,myna,"[ 0.46055    0.1411     0.14147    0.18124   -0.68549   -0.0077571
 -0.054306  -0.69365    0.30414   -0.45458   -0.31149   -0.40313
  0.0022853  0.10637   -0.38659    0.73378   -0.79894   -0.26318
  0.01232   -0.23905    0.61283   -0.27652   -0.41774   -0.080484
 -0.47173    0.44162    0.17656    0.59875   -1.1425     0.11795
 -0.37399    0.33202    0.58907    0.44939    0.83854   -0.029746
  0.33494   -0.27506    1.7489     0.30179   -0.25664    0.83682
  0.063042  -0.35072   -0.16337    0.45747    0.12656    0.30582
 -0.57221    0.22131    0.14686   -0.024905   0.44962    0.016281
  0.03726   -0.059568  -0.33484    0.063719  -0.84046   -0.51409
  0.59469   -0.077454   0.92568    0.059426  -0.15303   -0.071955
 -0.10672   -0.18672    0.7115    -0.54868   -0.98902   -0.08812
 -0.86177    0.57425   -0.023022  -0.14366   -0.69041    0.90511
  0.11181   -0.090423  -0.067378  -0.22253    0.69544   -0.62258
  1.0012     0.49424   -0.039057  -0.76517   -0.17651    1.1349
 -1.0841     0.044634   0.16648    0.2034     0.42073    0.71966
 -0.17832   -0.44829   -0.40829    0.43771  ]"
22,szolnok,"[-0.60315   -0.67823    0.021949   0.7435    -0.25229    0.22566
 -0.36258   -0.29867    0.013947   0.28746    0.18426    0.042622
 -0.22286    0.12073   -0.21193   -0.27888   -0.079396  -0.62649
  0.44605    0.031409  -0.23677    0.35621   -0.52281   -0.07034
 -0.42028   -0.62834    0.20933    0.59861    0.4985     0.18624
 -0.16592    0.11358    0.7593     0.034049  -0.28506   -0.43828
  0.25449   -0.075087   0.12751   -0.30514    0.11373   -0.070266
 -0.26051   -0.1698    -0.44171    0.15748    0.79458   -0.55479
 -0.19368    0.25325   -0.079659  -0.11322   -0.20836   -0.24802
 -0.53611    0.44094    0.14142   -0.41457   -0.64345    0.12379
  0.30926    0.59233   -0.24653    0.33067   -0.71193   -0.13275
 -0.29586   -0.3185    -0.54168   -0.026075   0.091654  -0.22711
  0.58718    0.40942    0.061043   0.095939   0.82457   -0.15005
  0.1964    -0.028976  -0.47889    0.56943    0.16763   -0.16455
  0.26022    0.3718     0.0041946  0.22339    0.03972    0.79523
  0.59997   -0.014387  -0.32872    0.068437  -0.2447     0.78928
  0.44865    0.09377   -0.10846   -0.26602  ]"
