,word,values_
17,loud-mouthed,"[ 0.21059   -0.20328   -0.077272   0.11443    0.037415   0.34953
 -0.013832  -0.14428    0.16945    0.34109   -0.43306   -0.24332
  0.053649  -0.23136    0.023352   0.16458   -0.28071   -0.098957
  0.39703   -0.0037066 -0.17567    0.15323   -0.30351   -0.070296
  0.042016   0.24001   -0.18576    0.37055   -0.075189   0.2377
  0.052373  -0.060382  -0.01041   -0.40602    0.080408  -0.083504
 -0.1447    -0.48393    0.4998     0.069585   0.49197    0.13494
  0.14395    0.34377    0.095824   0.0085454  0.23801    0.61149
 -0.080667   0.1409    -0.28355   -0.16851   -0.14701   -0.32879
  0.16793    0.84857    0.30068    0.27715   -0.65571   -0.52746
  0.2473    -0.32061   -0.31942   -0.30607    0.12672   -0.11828
  0.037035  -0.16127    0.37771   -0.13727    0.07611    0.14494
  0.32314    0.35671   -0.19876    0.15732    0.024278   0.051607
  0.72433   -0.25509   -0.17035    0.014739   0.47352    0.0016707
  0.15686   -0.29731    0.19284    0.46676   -0.19731   -0.5522
 -0.0072773 -0.13627    0.47628   -0.28788    0.30596   -0.21577
 -0.11162    0.082866  -0.44165    0.080954 ]"
18,alkoxy,"[-0.053139  0.43878  -0.46633  -0.094986 -0.16311   0.53242   0.083284
 -0.22726   0.30057   0.18937   0.35174  -0.073155 -0.063546 -0.25288
 -0.21533   0.34451  -0.17214  -0.56388   0.26184  -0.10262  -0.13358
 -0.17446  -0.10387  -0.2447   -0.37548  -0.18948   0.29921   0.28265
 -0.068933  0.024994  0.22442   0.044552 -0.19324  -0.42268   0.47475
 -0.37478   0.27773   0.012678  0.085925  0.076219 -0.085771  0.56628
 -0.053341 -0.19961   0.098233 -0.40848  -0.025053  0.77579  -0.37967
  0.44408  -0.19536   0.19019   0.030661 -0.73206   0.29711   0.74514
  0.18822   0.061762  0.09889   0.25255   0.44632  -0.33832   0.57465
 -0.066694 -0.2991   -0.17888  -0.11511  -0.14974   0.20107  -0.023368
 -0.12603  -0.29672  -0.30844   0.07646  -0.51882  -0.11425   0.033072
 -0.51821   0.39901  -0.075702 -0.3301    0.091373  0.41009  -0.018183
  0.17574  -0.044221  0.16932   0.77482   0.40313   0.21945  -0.24627
 -0.071879 -0.065534 -0.52909   0.38005  -0.47277  -0.05737   0.31762
  0.14473  -0.22198 ]"
19,daule,"[ 0.1983    -0.21265   -0.050397   0.02272   -0.074406  -0.096739
 -0.18524   -0.002372   0.42751   -0.5949    -0.21437    0.17798
 -0.23463   -0.16205   -0.20735   -0.080167  -0.10291    0.19952
  0.33946   -0.0050266 -0.6072     0.23244   -0.26431    0.035535
 -0.60892   -0.30428   -0.25065    0.37685    0.027095  -0.21293
  0.029474  -0.27342    0.27885   -0.11384    0.17308   -0.40995
 -0.13233   -0.26358    0.25547   -0.1418     0.030177   0.3839
 -0.034167   0.068528  -0.3897     0.61756    0.22793    0.22968
 -0.14526    0.59709   -0.095068  -0.090213  -0.16461   -0.53112
 -0.049604   0.982      0.015491  -0.34753   -0.33907   -0.51091
 -0.041221  -0.0078954  0.19789   -0.3253    -0.11694    0.32562
 -0.24551   -0.23797   -0.30171   -0.10991    0.54572   -0.035165
  0.21426    0.77897    0.11716    0.16149    0.29942    0.001499
  0.68666    0.28609   -0.42823    0.36512   -0.05827   -0.034289
  0.43818    0.058819  -0.3631    -0.09585   -0.030929   0.48959
  0.03059    0.0057439 -0.30979    0.10954    0.11398    0.1815
 -0.14362    0.056468  -0.21001    0.25369  ]"
20,babahoyo,"[ 0.22442    -0.29102    -0.019071    0.083023    0.23872     0.12765
 -0.1256     -0.10988     0.22226    -0.10236    -0.15736     0.15171
 -0.23344    -0.071783   -0.098824    0.00078152 -0.13135     0.059065
  0.28045    -0.06787    -0.45154     0.20444    -0.20462    -0.13327
 -0.34762    -0.15191    -0.2269      0.51265     0.24348    -0.1349
  0.31409    -0.29361     0.24766    -0.015434    0.029049   -0.42389
  0.0252     -0.41071    -0.057336   -0.018718    0.068835    0.27562
 -0.43416     0.05891    -0.11345     0.57123     0.094191    0.47097
  0.021014    0.51247    -0.033836    0.2009      0.055027   -0.53415
  0.081922    0.69632    -0.098038   -0.28284    -0.39621    -0.19388
  0.042974   -0.26809    -0.088849   -0.15987    -0.63671     0.17925
 -0.4729     -0.40732    -0.10092    -0.058234    0.35258    -0.1352
  0.0051917   0.517      -0.22517     0.12811     0.32418    -0.074201
  0.57706     0.33121    -0.53391     0.34036    -0.13706     0.19326
  0.4711      0.12941    -0.28308    -0.09989    -0.013579    0.58059
  0.24347     0.071396   -0.26833     0.12613     0.24336     0.068591
  0.058929    0.1908     -0.024574    0.036283  ]"
21,curanderos,"[ 0.30176    0.044224  -0.56741   -0.068854  -0.31582    0.30065
  0.2094    -0.29217    0.44313   -0.31243   -0.11218   -0.21167
  0.028508   0.0058804 -0.3969    -0.35521    0.10535    0.27471
  0.16402    0.1218    -0.26647   -0.033409  -0.50793   -0.22495
 -0.40585    0.176      0.15233    0.22391    0.33271    0.10998
 -0.10371   -0.57909   -0.29967   -0.26537    0.40997   -0.40827
 -0.26223   -0.60294    0.29152    0.065878  -0.1202     0.55913
 -0.10788    0.18216    0.17517   -0.36868   -0.48909    0.35522
 -0.38878    0.21066   -0.047639   0.22583   -0.04775   -0.5855
  0.17226    0.7944     0.029569   0.22623   -0.50414   -0.15826
 -0.11093   -0.44323   -0.28049    0.010747  -0.11588   -0.2832
 -0.15451   -0.51726   -0.2241    -0.31757   -0.24314    0.56015
 -0.16693    0.44335   -0.27202   -0.053125   0.13255    0.22409
  0.65951   -0.28955   -0.17875   -0.36205   -0.076402   0.075947
  0.10073    0.33284   -0.15734    0.47767   -0.09895    0.42343
 -0.17607   -0.094731   0.20476   -0.57269    0.12151   -0.28647
 -0.083553  -0.07273   -0.43258   -0.013139 ]"
22,pfdj,"[ 0.35149   -0.035736  -0.054748  -0.26307   -0.11485    0.45138
 -0.54001    0.21792    0.33285   -0.52396    0.70778   -0.0024815
 -0.33466    0.29522   -0.40881    0.37151   -0.28764    0.080835
  0.246      0.2181    -0.014009  -0.1795    -0.19549   -0.48804
  0.17193    0.21552    0.19553    0.15025    0.1551     0.11046
  0.33249    0.19805    0.2952     0.021842   0.43924   -0.56549
  0.1752     0.14005    0.053087   0.27363   -0.14934    0.22784
  0.21066   -0.065095   0.22027   -0.43802    0.057363   0.12685
 -0.027407   0.16066    0.79233    0.08266   -0.40305   -0.23602
  0.33692    0.9273     0.50065    0.39962   -0.38905   -0.49383
 -0.11011   -0.37259    0.2238     0.063933  -0.094753   0.22608
 -0.72099   -0.26369   -0.25026   -0.14988    0.51896    0.64419
 -0.38823   -0.031427   0.12363   -0.25209   -0.19005    0.15686
  0.51042    0.061795  -0.83479   -0.04587    0.26523   -0.068077
  0.38191    0.30624   -0.077823   0.45924    0.29912    0.45943
  0.2821    -0.024155   0.016661  -0.012251   0.18368   -0.14163
  0.32896    0.22228    0.12011    0.1119   ]"
23,desalegn,"[-0.070796  -0.26437   -0.48814    0.45513    0.094495  -0.14615
 -0.1181    -0.10172    0.40309   -0.24871    0.059084  -0.053365
 -0.22855   -0.31902    0.10268   -0.087791  -0.44468    0.1013
  0.13335   -0.21916   -0.70567    0.037137  -0.20589   -0.2684
 -0.29251    0.11786    0.097178   0.20632    0.0061741  0.041528
  0.13875    0.14242   -0.082003  -0.026465   0.093017  -0.22197
 -0.036101  -0.19214    0.052246  -0.065843   0.0097756  0.39521
  0.49409    0.26998    0.040614  -0.045367  -0.12759    0.016776
  0.036691   0.28556    0.15027   -0.20485    0.050069  -0.63034
  0.45271    1.1246    -0.3567     0.32798   -0.84966   -0.07108
 -0.0062717 -0.48533    0.5293    -0.19318   -0.4033     0.13348
 -0.2709    -0.18692   -0.42973    0.17005    0.19319    0.033735
  0.069189   0.2666    -0.35701   -0.041916   0.13608    0.50668
  0.38286    0.1019    -0.17174   -0.16853    0.089111  -0.37733
  0.55486   -0.4819    -0.15484    0.16315   -0.17499    0.12219
 -0.070712  -0.23993    0.0083285 -0.26717    0.26494   -0.19523
  0.17856    0.35463   -0.49859   -0.16544  ]"
24,soundwaves,"[ 0.38725    0.16191   -0.49569   -0.1159     0.077084   0.073816
  0.23564    0.16194    0.30533   -0.094683  -0.1489     0.098603
 -0.24532   -0.38137   -0.13682    0.14017   -0.5744     0.23177
  0.37353   -0.12568   -0.38604   -0.18621   -0.10728   -0.36303
 -0.50653    0.14252   -0.083505   0.5596     0.070983  -0.29023
  0.11574   -0.41477   -0.13818    0.19106   -0.20666    0.012879
  0.14047   -0.51184    0.0084572 -0.15939    0.16693    0.21622
 -0.36634    0.57266   -0.17679   -0.15069    0.13071    0.39608
  0.017867   0.1953    -0.11796    0.10919   -0.033227  -0.48319
  0.23492    0.69166    0.10095    0.21775   -0.25773   -0.35014
 -0.010918  -0.121     -0.11833    0.2133    -0.2448     0.023625
 -0.43842   -0.54757    0.089962  -0.50848    0.022397   0.055512
  0.51361    0.27755   -0.23941    0.13011   -0.15689   -0.23522
  0.50381   -0.11407   -0.26388    0.021848  -0.0015491 -0.017323
  0.21278    0.05924   -0.10787    0.089796  -0.027743   0.18315
 -0.17233    0.1502    -0.13656   -0.43101    0.35374   -0.22329
  0.23393    0.38515   -0.3721     0.12915  ]"
25,cauliflowers,"[-0.03843   -0.15199   -0.19112   -0.13088   -0.075918  -0.28199
  0.15677   -0.1897     0.53579    0.10908   -0.21343    0.27941
 -0.13783    0.20903    0.10269   -0.14783   -0.37315    0.45845
  0.037913  -0.021127  -0.58304    0.35114    0.078227  -0.19629
 -0.11232    0.34896    0.072048   0.075413  -0.041538  -0.075334
  0.2691    -0.5334    -0.031876  -0.44426    0.17197    0.06196
  0.24561   -0.21163    0.19808   -0.16078    0.37046   -0.0039176
 -0.10187    0.22721   -0.24675   -0.0033908  0.10072    0.35314
 -0.16455    0.49978   -0.18264    0.094974  -0.3059    -0.24856
  0.17888    0.70405    0.28431    0.32919   -0.9101    -0.17998
 -0.039816   0.068378  -0.038783   0.089665  -0.33593   -0.0075263
 -0.21204   -0.18559    0.29436   -0.10198    0.21694   -0.05083
  0.29109    0.36346   -0.35211    0.59194    0.049588   0.011426
  0.97225    0.062739   0.02101   -0.024509   0.0092585 -0.066316
  0.25164    0.16381    0.22447    0.37282   -0.1643     0.34363
 -0.060151   0.0097745 -0.031492  -0.18959   -0.17931    0.062842
 -0.22117    0.28462   -0.35092    0.031796 ]"
26,phuture,"[ 3.6960e-01 -7.9158e-02 -2.0594e-01  4.3628e-01 -5.5480e-02  2.8180e-01
 -7.6403e-02 -7.0747e-02  1.1227e-01 -3.8405e-02  3.7442e-02  1.9271e-01
 -2.1759e-01 -2.0379e-01 -1.0555e-01  4.1403e-01 -2.9472e-01 -1.7827e-01
  4.6929e-01  4.5303e-02  8.6448e-02 -2.7639e-01 -2.6075e-01 -3.2619e-01
 -4.4214e-01 -7.7476e-02 -3.7479e-01  6.6535e-01 -4.1965e-02 -5.0985e-03
  3.4378e-01 -2.4239e-01  1.5635e-01  2.1365e-01  2.4341e-01  9.3290e-02
  5.6398e-02 -4.3292e-01 -2.1451e-01 -4.5481e-01  1.7107e-01  2.6851e-01
  2.6521e-01  3.4675e-01 -5.6071e-02  1.5037e-01 -4.1881e-01  5.3146e-01
 -6.4882e-02  3.5126e-01 -1.3713e-01  3.4076e-01 -3.4953e-01 -5.8901e-01
 -4.7497e-01  4.9406e-01  2.6537e-01  2.1489e-01 -6.8056e-01 -3.7555e-01
 -1.3587e-01 -3.1823e-01 -3.0110e-02 -7.1825e-02 -4.3794e-02 -1.0149e-01
 -1.6806e-01 -4.1421e-01  2.0729e-01 -7.4953e-02 -1.5928e-01  3.4259e-02
  3.4535e-01  2.0876e-01 -2.3315e-01 -1.4962e-01  3.0234e-01 -3.0531e-01
  7.0761e-02 -1.5420e-01 -5.2639e-02 -5.2328e-04  1.2252e-02  1.6003e-01
  7.2522e-01 -1.2401e-01 -4.2935e-02  1.3738e-01 -4.2523e-01  9.0518e-01
  1.4115e-01  2.0254e-01 -1.1260e-01  8.0227e-02  3.0843e-01 -1.1730e-02
  2.8266e-01  2.1835e-01  6.7961e-02  2.4996e-01]"
