,word,values_
6,zint,"[-0.2517    -0.10615    0.02459   -0.29768   -0.60338   -0.56391
  0.11911   -0.44326    0.11069    0.09742   -0.39754    0.37394
 -0.1447    -0.10916   -0.15903    0.11744   -0.65623    0.26781
  0.57196    0.0092196  0.055772   0.78848   -0.34738    0.084496
 -0.23835    0.15845   -0.44851    0.0032841  0.042833  -0.25814
  0.87045   -0.38216    0.077051  -0.15133   -0.12988   -0.6109
 -0.27386   -0.060554  -0.63924    0.11455    0.63212    0.1618
  0.37025    0.22331    0.081633  -0.43129   -0.90254    0.15529
  0.44092    0.0015967 -0.16578   -0.16268   -0.44658   -0.67291
 -0.13121    0.87543    0.45829    0.45105   -0.46951   -0.99067
 -0.13302   -0.57287    0.34246   -1.0641    -0.35748    0.17099
 -0.066018  -0.28234   -0.89875    0.19024    0.093765   0.39182
 -0.29746   -0.21603   -0.35831   -0.43818    0.09617   -0.27605
  0.21364   -0.060927  -0.055558  -0.2484     0.59641   -0.79839
  0.084169   0.14048   -0.13611    0.25106   -0.082388   0.85954
 -0.16553    0.53531    0.056955  -0.086605   0.5984    -0.30356
  0.51768   -0.2631    -0.2248    -0.40974  ]"
7,rahj,"[-6.2380e-02 -2.2547e-01 -4.7928e-01 -1.4231e-01 -9.1028e-01  1.4109e-03
 -4.4085e-02 -6.2800e-01  1.3387e-01  1.0808e-01 -6.8110e-01  1.9941e-01
 -2.2081e-01  1.0186e-01 -2.1146e-02  1.7892e-01 -1.9769e-01  5.2764e-01
  9.5540e-02  7.0820e-02  4.2331e-02  6.3851e-01 -2.8494e-01 -9.8313e-02
  5.2495e-02  3.3425e-01 -5.4823e-01 -5.1232e-01  4.9038e-02 -1.9753e-01
  6.6808e-01 -2.8332e-01 -2.4468e-01  6.5674e-01  3.4916e-01 -6.2897e-01
 -8.6322e-01  4.9763e-01  8.5371e-02  7.9469e-03  5.5633e-01  1.9643e-01
  8.0012e-02  1.6089e-02  3.4527e-01  1.6233e-01 -9.2663e-01  1.5727e-01
  1.1100e+00 -2.5733e-01 -6.9474e-01  3.3155e-01 -8.8110e-01 -2.7283e-01
  3.8896e-02  9.6767e-01  5.0907e-01  5.2991e-01  1.0143e-01 -3.7498e-01
  9.8484e-03 -1.3645e-01  1.8290e-01 -8.3671e-01 -1.8964e-01  5.9020e-01
  1.2778e-01  1.3299e-01 -1.4315e+00  1.5966e-01  1.2950e-01  3.0342e-01
 -4.8343e-01 -1.4942e-01 -9.6436e-01 -3.7516e-01  2.4357e-01 -4.9624e-01
  3.6001e-01 -4.1180e-01  1.9599e-01  5.0270e-01  1.1273e+00 -6.3493e-01
 -5.1192e-01 -3.6003e-01 -4.1927e-01 -9.4193e-02 -3.7970e-02  9.0995e-01
  1.8806e-01  1.6622e-01  2.4230e-01 -4.0551e-01  5.0763e-01 -4.0768e-01
  9.4175e-02  4.4860e-02  1.7637e-01 -2.3898e-01]"
8,taifour,"[-1.5105e-01  2.8148e-02  1.1971e-03 -4.9567e-01 -4.6176e-01 -8.1265e-02
  1.4182e-01 -6.9072e-01  9.9428e-01 -8.7617e-02 -1.3105e-01  1.4811e-03
 -1.4006e-01  2.1541e-02  9.0476e-01  9.7028e-02 -6.4154e-01  8.0643e-01
 -2.9049e-02  1.0364e-02 -3.7079e-01  1.0175e+00 -5.1725e-01  1.6831e-01
 -2.6567e-01 -5.2837e-01 -7.1339e-01 -3.8056e-01  8.6883e-02  1.6682e-02
  9.2165e-01 -3.0832e-01 -6.6015e-02 -3.6600e-01  4.1501e-01 -1.6194e-01
 -3.5883e-01  7.3817e-01 -5.0871e-01 -1.8672e-01  8.1937e-01 -1.3167e-01
 -2.2776e-01  3.6894e-01 -9.4088e-01  6.3742e-01 -5.5339e-01  2.1935e-01
  1.0997e+00  4.1524e-01 -4.5092e-01 -3.9131e-01 -5.5474e-01  3.5343e-02
 -1.1641e-01  1.5673e+00  5.2072e-01  5.4340e-01 -5.4846e-01 -7.2732e-01
 -4.3390e-01 -4.1171e-01  2.0866e-01 -4.1755e-01 -5.4120e-01  1.9056e-01
 -6.8858e-01  2.7079e-01 -1.1539e+00 -2.5027e-01  8.6367e-02  7.7316e-01
 -6.7665e-01  1.0548e+00 -9.7921e-02 -6.2609e-01  1.0637e+00 -4.2851e-01
  8.2148e-01 -2.9468e-01  2.3181e-01 -7.1676e-01  1.5304e+00 -8.6418e-01
 -2.6320e-01  5.6244e-02 -3.8186e-01  3.7483e-01 -1.4444e-01  5.4466e-01
 -1.5752e-01 -2.9245e-02 -2.1974e-01 -2.6709e-01  8.6245e-01 -8.7121e-01
  3.5376e-01 -6.4934e-01 -4.4101e-01  2.5621e-01]"
9,endriartono,"[-0.73148    0.70411    0.28555    0.96841   -0.053639  -0.35186
 -0.75241    0.35157   -0.16384    0.60071   -0.62368    0.41339
  0.62664   -0.0099782 -0.36599   -0.049492  -0.28308    0.72198
  0.018948  -0.91838    0.97905   -1.6861    -0.24938    0.12547
 -0.14715    0.30441    0.52948   -0.41872    0.72754   -0.31936
 -0.40059   -0.56247   -1.4358    -0.5022     0.34655   -0.28713
 -0.4836     0.55384    0.73743   -0.7425     0.13355    0.89858
  0.87308    0.57245    0.082541  -0.053694  -0.58489   -0.24406
 -0.54569    0.30567    0.29155   -0.065718   0.60201   -0.24615
  0.52199    1.416     -0.2543     0.051565   0.23678    0.47735
 -0.56539   -0.47383   -0.05531    0.47341   -0.18834   -0.67718
 -0.010862  -0.4605     0.37692    1.537      1.2267     0.05494
 -0.28598   -0.33919   -0.29911   -0.64653   -0.58759    1.1425
 -0.10819   -0.17225   -0.28595   -1.6002     0.023991  -0.51375
  0.71573    0.030125  -0.31343    0.13089   -0.93161    0.017482
  0.60526   -0.35695    0.30408   -0.1244     0.33612   -0.44043
  0.15451   -0.62344   -0.1602     0.94032  ]"
10,1-888-698-6397,"[-0.13465  -0.40797  -0.023599 -0.66041   0.084804  0.11418  -0.4296
 -0.18      0.50976  -0.48743   0.35433  -0.22723   0.22832   0.18666
 -0.11962   0.74944   0.26463  -0.98318   0.068712 -0.73131   0.14793
 -0.21373  -0.23373   0.022557 -0.66924  -0.48217   0.29039   0.60077
  0.029891  0.74364   0.3061    1.0097    0.020255  0.33505   0.014672
  0.06541  -0.33327   0.11153  -0.39894   0.067947 -1.0798   -0.18312
 -0.24169   0.23683   0.53284  -0.55421  -0.44814  -1.3843    0.18681
 -0.30517   0.93579   0.057673  0.60829  -0.4296    0.7492    0.1145
 -0.29704  -0.08504   0.58991  -0.12047  -0.21506   0.41054   0.17075
  0.037506  0.065514  0.15401   0.1645   -0.28553   0.17265   0.04321
 -0.25283  -0.23846  -0.028149 -0.38568  -0.097154 -0.3165    0.20021
  0.60165  -1.1366   -0.36745  -0.15294  -0.16324   0.32414   0.13084
 -0.32148  -0.79569   0.55435   0.36845  -0.096927 -0.13297   0.59991
  0.32297  -0.61104  -0.27504  -0.23723   0.47206   0.59262   0.20964
 -0.14276   0.55096 ]"
11,exchangeable,"[-0.12475    0.71859   -0.013563   0.52466    0.91349    0.75995
  0.060566  -0.22145   -0.46867   -0.35969   -0.20344    1.2893
  0.1754     0.16284    0.34862   -0.10188    0.66204    0.50411
  1.2817    -0.42068   -0.069244  -0.73671    0.09768    0.72117
  0.25892   -0.38521    0.55038    0.51305   -0.029984   0.59106
  0.18963   -0.045911  -1.2087    -0.10659    0.65211    0.29202
  0.69491   -0.069871  -0.1558    -0.57149    1.0187    -0.028179
 -0.42065   -0.11055   -0.4101     0.035517  -0.49782    0.13335
 -0.91619   -0.25629    0.0062029 -0.25555    0.34959   -0.32784
  0.36524    0.27894    0.43281   -0.10819    0.74026   -0.33988
  0.77102   -0.25244    0.37376    0.30751   -0.17045   -0.30993
  0.72321   -0.062383  -0.3302    -0.65562   -0.20915   -0.6103
  0.19646    0.063985  -0.40506    0.17345   -0.48741    0.11996
 -0.44932   -0.47556   -0.49305    0.070915  -0.16338   -0.40328
  0.73495    0.21462   -0.14111   -0.056846  -0.23572    0.19481
 -1.3217     0.69746   -0.056413  -0.17953    0.13858    0.45533
  0.47958    0.065217  -1.086      0.37096  ]"
12,inborn,"[ 0.61634    0.15888    0.91414    0.27925   -0.1841     0.024129
  0.074339   0.22048    0.23455    0.69647   -0.69434    0.18907
  0.17296   -0.63973    0.60082    0.72665   -0.043098   0.73006
 -0.033161  -0.058411  -0.20797   -0.17349   -0.058977  -0.18969
  1.0164    -0.16781    0.40516    0.057991   0.33421   -0.002757
 -0.059061   0.27037    0.19316   -0.29287   -0.19669   -0.41978
 -0.22713    0.26019   -0.0089657  0.58127    0.73808    0.71851
  0.072864  -0.76873   -0.2898    -0.35297    0.15625   -0.04451
 -0.78995    0.11208    0.22156   -0.18319    0.11151   -0.76366
  0.3077     0.79546    0.26542   -0.18637   -0.35098   -0.27252
 -0.055362  -0.12841   -0.17947   -0.31295   -0.31586   -0.45388
  0.26194   -1.0339     0.58677   -0.48345   -0.20658   -0.024917
  0.37564   -0.16324   -0.0072753 -0.11116   -0.038298  -0.39929
  0.14227    0.47118   -0.35243    0.76401   -0.065875   0.4147
 -0.72528   -0.0872     0.58605    0.61097   -0.99878   -0.25165
 -1.0408    -0.24064   -0.39487    0.39468   -0.11248   -0.38344
 -0.50286   -1.6795    -0.38003    0.39548  ]"
13,empiricism,"[-0.12733    0.27578   -0.041227   0.52649    0.15633   -0.30877
  0.35699   -0.80026   -0.30115    0.31799   -0.085859   0.053746
  0.44147    0.12905    0.45381   -0.017728  -0.67316    0.56375
 -0.015438   0.72239    0.35374   -0.25404   -0.12162   -0.34317
  0.48839    0.34306    0.5594     0.040756  -0.14984   -0.11063
 -0.87043    0.083199  -1.0482    -0.75018   -0.39091    0.71075
 -0.55772   -0.36795   -0.32127   -0.10741   -0.3326     0.084425
 -0.087021  -0.013276  -0.75737   -0.62513    0.31662    0.29562
  0.29162    0.99862    0.5043     0.78701    0.14169    0.34319
 -0.31252    0.61389    0.54208   -0.40387   -0.64086   -0.20781
  0.0091633 -0.97011   -0.11941    0.86285    0.62121   -0.31266
 -0.50749   -0.27269   -0.028917  -0.57463    0.085464   0.57151
  0.17999   -0.29267   -0.72089   -0.40724    0.47637   -0.12621
 -0.0028769  0.040298  -0.75397    0.46604   -0.29442    0.58687
 -0.14331   -0.15582    0.045245   0.29838   -0.21446   -0.33188
  0.13981   -0.28267   -0.092966   0.75238    0.38986   -0.38356
  0.13773   -0.78256   -0.042569   0.68175  ]"
14,friezes,"[-0.47228    0.527     -0.030663  -0.37839    0.79328    0.2285
 -1.267     -0.23716    0.01221   -0.13616   -0.12212    0.22619
  0.99959    0.20696   -0.17511    0.8332    -0.43076   -0.016666
  0.033866  -0.42929   -0.43392    0.029306  -0.12246    0.0063095
  0.70842   -0.37285   -0.040056   0.45779   -0.49565   -0.38535
  0.16358   -1.3338    -0.69545    0.18922   -0.11047   -0.039683
 -0.033931  -0.39698   -0.24032    0.028136   0.87374   -0.065464
 -0.40956    0.31255    0.25417    0.03255   -0.10096   -0.57224
 -0.0052789  0.61572    0.29569    0.14649    0.22091    0.56678
 -0.2817     0.45241   -0.1209    -0.55665   -0.58477    0.28139
 -0.55714    0.5236     0.49405    1.0272    -0.094196   0.093507
  0.074085   0.13309   -0.59754   -0.78766   -0.21708    0.13121
 -0.011234   0.10676    0.054112  -0.18272   -0.46217    0.73989
  0.32578   -0.13012   -0.67715    0.32051    0.3307     0.4402
  0.26469    0.24774    0.20779    0.077635   0.26607   -0.26182
 -0.032941  -0.5805    -0.29779   -0.17517   -0.18701   -0.64749
 -0.70196   -0.39846    0.15525   -0.059348 ]"
15,1192,"[ 0.065502  -0.77182   -0.088673   0.7769    -0.80323    0.4284
  0.33115   -0.28036    0.3663    -0.8198     0.62383   -0.32519
  0.13165   -0.0033628  0.61737    0.14383   -0.44068   -0.15821
 -0.052725  -0.46406    0.19385   -0.61183    0.17211    0.56369
  0.23599   -0.16789    0.13464    0.33619    0.033449  -0.44957
 -0.21513   -0.33733    0.25686    0.030765  -0.98927    0.36625
 -0.14886    0.010133   0.43388   -0.10565    0.32936    0.28196
  0.53159   -0.17932   -0.67969   -0.97126    0.53895   -0.029361
 -0.32225    0.13163   -0.56583    0.5251     0.23253   -0.047535
 -0.14962   -0.014306  -0.13193   -0.73566   -1.1191    -0.39423
  0.04437   -0.42633    0.10687    0.41042   -0.2705    -0.44961
 -0.1351    -0.3857    -0.035524  -0.11019    0.4087    -0.01018
  0.51453    0.40325   -0.71577   -0.21016    0.20282    0.47551
 -0.36392   -0.118     -0.35257   -0.26793    0.051015   0.63193
  0.21432    0.73076    0.11982   -0.78869   -0.40588    0.26835
 -0.2416     0.55856    0.086825   0.39901   -0.25386    0.54153
 -0.24812    0.71969   -0.26786   -1.1098   ]"
