,word,values_
13,103.96,"[ 0.28202   -0.35865    0.039587   0.44361   -0.35914   -0.0902
 -0.1801    -0.25836    0.010862   0.23813   -0.0016595  0.55683
 -0.47114   -0.24003    0.33177   -0.19182   -0.35035   -0.49946
  0.14028   -0.15628    0.051007   0.29143   -0.26359   -0.15956
 -0.21383    0.085645  -0.18232    0.40143    0.3437     0.20598
  0.29648   -0.31706   -0.062849  -0.036319  -0.44008    0.167
 -0.16561   -0.40807   -0.26125   -0.33831    0.24551    0.444
 -0.33154    0.38454   -0.12341    0.10425   -0.0096449  0.47936
 -0.03655   -0.049473   0.28649    0.066777  -0.087614  -0.60392
  0.15153    0.68389   -0.26541    0.0050893 -0.12432   -0.099907
 -0.17504    0.044253  -0.1227     0.39475   -0.82751    0.14397
 -0.11147   -0.40993   -0.206     -0.069071  -0.1774     0.13839
 -0.25419    0.20282   -0.28979   -0.0026454 -0.1936     0.099341
  0.4904     0.19655   -0.59407    0.18281    0.052687  -0.27839
  0.33881    0.2498    -0.11525    0.53779   -0.29757    0.47583
 -0.032628   0.34494    0.36733   -0.1671    -0.031931  -0.18879
  0.13097    0.45718    0.0012007 -0.16685  ]"
14,poleman,"[-0.21545  -0.54801  -0.50685  -0.2785   -0.063643 -0.32684   0.1129
 -0.10566  -0.06237  -0.23334   0.079952  0.090567 -0.049709  0.062361
 -0.41989  -0.092132 -0.60643   0.43563  -0.056216  0.069471 -0.62202
  0.075109 -0.092121 -0.25787  -0.26574   0.18201   0.013932  0.37691
 -0.019872  0.02311  -0.085827 -0.18965  -0.3804   -0.10435  -0.14411
 -0.04965  -0.17686  -0.41758   0.12613   0.21314   0.15453   0.28737
 -0.20586   0.63464  -0.069134  0.049646 -0.097094  0.303     0.20225
  0.27483   0.033073 -0.09872  -0.023841 -0.58902   0.71024   0.41425
  0.23647   0.25877  -0.652    -0.34008   0.35135  -0.23793   0.44533
 -0.42363  -0.22352  -0.072469 -0.026894  0.14333  -0.039814  0.097006
 -0.14181   0.10543  -0.089639  0.7957    0.17345   0.072657 -0.17394
  0.024224  0.29779  -0.1241   -0.50453  -0.27409   0.10103  -0.28817
  0.4001    0.19386   0.081816  0.19596   0.092637  0.058498  0.20642
  0.1855    0.23777   0.068624  0.46142  -0.07248   0.22084   0.29161
 -0.46839   0.10048 ]"
15,smrz,"[-0.3843     0.073104  -0.027462   0.18682   -0.12949   -0.15522
  0.062264  -0.091199   0.55853   -0.2114     0.34022   -0.049685
 -0.06995    0.078891  -0.16945    0.34416   -0.20173    0.54087
 -0.065723  -0.16875   -0.46843    0.18559   -0.17942    0.32917
  0.070783  -0.3345     0.39123    0.35442    0.24895   -0.092259
  0.17138    0.021356   0.032541  -0.51472    0.34778   -0.6587
  0.30117   -0.53297    0.11987   -0.24085    0.25079    0.0096398
  0.36004    0.29133   -0.35567   -0.48559    0.11268    0.071226
  0.61291    0.20946   -0.18964    0.11243   -0.19182   -0.912
  0.16235    0.71478    0.33818    0.041613  -0.62862   -0.12945
  0.35338   -0.15447    0.31643   -0.36053   -0.24268    0.34798
 -0.39126   -0.34945   -0.22212    0.17079   -0.07687    0.27864
  0.1436     0.38305    0.083627   0.15992   -0.018924  -0.27043
  0.30635    0.17168   -0.28435   -0.27805    0.31324   -0.76846
  0.68006    0.28609   -0.12922    0.63812    0.037401   0.41721
  0.099966  -0.096863  -0.057461  -0.24127   -0.035823   0.22053
  0.1853    -0.087     -0.92598   -0.12426  ]"
16,dewaele,"[ 0.063742  -0.14887   -0.43166   -0.49618    0.11845   -0.11458
  0.049758  -0.59846    0.015711  -0.11036    0.28764    0.11616
 -0.17652    0.029774  -0.11642    0.10131   -0.7333     0.29034
  0.31513   -0.2153    -0.42107    0.18907   -0.14772    0.0022314
  0.079972   0.19523   -0.090204   0.35488    0.30493    0.16565
  0.26881   -0.17151    0.069997  -0.29731    0.051058  -0.14806
  0.1013    -0.056962   0.015547   0.33985   -0.0049992  0.33106
 -0.41439    0.28853    0.080682   0.027038  -0.21208    0.56475
  0.21397   -0.033706   0.13237   -0.095711   0.12247   -0.53048
  0.49335    0.62823   -0.22449    0.024654  -0.55362    0.14607
  0.70995   -0.29863    0.33864    0.18516   -0.45307    0.10323
 -0.45769    0.074581  -0.46762    0.085538  -0.2369     0.23907
 -0.10652   -0.0059559  0.10195    0.14222    0.0613    -0.055301
  0.68502    0.17782   -0.26061    0.13678    0.47668   -0.17765
  0.43031    0.13878   -0.068142   0.035929  -0.15332    0.34634
 -0.74695   -0.167      0.03787   -0.20012   -0.044432   0.059605
  0.070967   0.53353   -0.59347    0.021194 ]"
17,flybridge,"[-0.075476  -0.17422    0.049577   0.96288    0.041586   0.60425
 -0.70881   -0.11278    0.13416   -0.025162  -0.13603    0.53626
 -0.063279   0.3205    -0.44697    0.13055   -0.30326   -0.18341
  0.29961   -0.64751   -0.025982   0.22847   -0.38157   -0.024637
 -0.21875   -0.072017   0.29754    0.26818    0.06202    0.39137
  0.34312    0.015379   0.2831    -0.51843    0.36384   -0.42766
  0.29615   -0.27999   -0.063605  -0.022921   0.51586    0.10034
  0.13988    0.27885    0.48884   -0.60689   -0.11114    0.5459
  0.31168    0.40845   -0.43693   -0.31507   -0.29128   -0.60922
  0.42323    0.40724   -0.10336    0.066324  -0.104     -0.1784
 -0.038931  -0.64768    0.21203   -0.063591  -0.82901   -0.13372
 -0.48116   -0.12139   -0.2825     0.021757  -0.1589    -0.32678
  0.15027   -0.23973   -0.25414   -0.55073    0.3752    -0.14445
  0.26459    0.11679   -0.025898   0.12798    0.53055    0.049207
  0.68122    0.38069    0.090701   0.37022    0.088718  -0.0034811
  0.091365   0.0092232  0.22318   -0.37584    0.049959   0.65002
  0.018968   0.2009    -0.074524   0.50501  ]"
18,dewolff,"[ 0.080571  -0.40543   -0.56685    0.20398   -0.15082   -0.052909
  0.42581   -0.35892   -0.091478  -0.58792   -0.14687    0.30045
 -0.34553    0.060905   0.078767  -0.025825  -0.49334    0.014983
 -0.077925   0.011985  -0.3377    -0.1661    -0.21943   -0.30687
 -0.19961   -0.0033687  0.18805    0.35242   -0.02549    0.17115
  0.34087   -0.27526   -0.082454  -0.19297    0.06831   -0.19467
  0.44388   -0.17176   -0.027029   0.21313    0.15555    0.29754
  0.051903  -0.10123    0.079406   0.21853   -0.070812   0.30968
  0.52343    0.32248    0.0080992  0.12742   -0.39578   -0.31171
  0.11731    0.54726    0.056146   0.47747   -0.437     -0.30818
  0.27504   -0.7349     0.31904   -0.34499   -0.44011    0.09973
 -0.69021   -0.14043   -0.57625   -0.20245    0.37657    0.20286
 -0.2724     0.43228    0.22361   -0.0032188  0.018281  -0.044944
  0.54769    0.014011  -0.56364   -0.023378   0.64533   -0.27243
  0.48534    0.22923   -0.18947   -0.0058862 -0.10336    0.064775
 -0.081165  -0.053399   0.36829   -0.015748   0.19929    0.38903
  0.19401   -0.087482  -0.84633   -0.098076 ]"
19,boorowa,"[-0.0062339 -0.29235   -0.1153     0.027538   0.28906   -0.16821
 -0.040068   0.19667    0.37306   -0.22629   -0.0069194  0.060114
 -0.063962  -0.22639    0.26298    0.023646  -0.13658    0.0557
 -0.013962  -0.34587   -0.22425    0.092728  -0.15444   -0.15597
 -0.39464    0.03841   -0.030774   0.2367    -0.31638    0.0037482
  0.11873   -0.39081   -0.089264  -0.2034     0.069006  -0.38172
  0.062331  -0.76734    0.023645  -0.2198     0.079909   0.21282
 -0.10454   -0.023981   0.2042     0.32492    0.18447    0.37951
  0.064519   0.35879   -0.17724    0.29433   -0.19882   -0.40808
 -0.061501   0.72467    0.025232  -0.10171   -0.34145   -0.53569
 -0.049352  -0.43316    0.013656  -0.36377   -0.2215     0.16992
 -0.4537    -0.20533   -0.46146    0.15093    0.17649    0.25364
  0.12056    0.30114   -0.038788  -0.025507   0.21212    0.040088
  0.66267   -0.15294   -0.16504   -0.011494   0.45412   -0.044582
  0.41479   -0.049941  -0.17261    0.22883    0.080664   0.49551
  0.41519    0.050762   0.058541  -0.073801  -0.14235    0.0017174
  0.031219   0.50136   -0.21689    0.31216  ]"
20,facal,"[ 0.16216   -0.070359  -0.74441    0.088845   0.10249   -0.44168
  0.26804   -0.47044    0.2742    -0.26451   -0.19434    0.38151
  0.13612    0.06701    0.13263   -0.11921   -0.1597     0.10729
  0.17585   -0.0069545 -0.42524   -0.20192   -0.11483   -0.0099716
 -0.53719   -0.24381    0.10572    0.20198   -0.051389   0.11443
  0.1609    -0.074468   0.28361   -0.13211   -0.066125  -0.12278
  0.15449   -0.16439   -0.1577     0.15847    0.19824    0.27356
  0.025665   0.19814   -0.090538  -0.10843    0.064528  -0.15502
  0.27544    0.17744   -0.060246  -0.0073397  0.30847   -0.20618
  0.36531    0.69356   -0.16294   -0.059308  -0.58136   -0.1939
  0.13606   -0.22929    0.37608   -0.15105   -0.15696   -0.10721
 -0.11633   -0.089292  -0.28085    0.16417    0.16737    0.080696
  0.15224    0.56473   -0.17502   -0.060488  -0.20199    0.14386
  0.26757   -0.213     -0.5345    -0.2068     0.15033   -0.54169
  0.59072   -0.37283    0.22562   -0.24264    0.01704    0.10087
 -0.098329  -0.47433   -0.094003   0.24872    0.38616   -0.06585
  0.079737   0.22846   -0.52219    0.2153   ]"
21,lawfirm,"[-0.012453   0.036966  -0.3023     0.049354   0.012699   0.078034
  0.069527  -0.19376   -0.19633    0.24846    0.037354  -0.18273
 -0.042333  -0.08304   -0.60117    0.36947   -0.13207    0.16825
  0.46161   -0.28393   -0.24619    0.18743   -0.33944   -0.62039
 -0.048619   0.20288    0.073358   0.50046   -0.33447    0.15273
  0.27379   -0.2895     0.21246   -0.096771  -0.028876  -0.47555
 -0.11311   -0.099686   0.14853    0.084945   0.5205     0.34394
 -0.137      0.18644   -0.091071  -0.10851   -0.0008802  0.46686
  0.26694    0.45245   -0.34258    0.099706  -0.32373   -0.36941
  0.34097    0.57016    0.29591    0.4641    -0.48392   -0.24972
 -0.09036   -0.16224    0.17409   -0.42718   -0.062197  -0.0078446
 -0.45428   -0.15268   -0.49717   -0.13947    0.31201    0.33894
 -0.34553    0.23017   -0.32126   -0.0098538  0.31187   -0.39235
  0.34176   -0.17005   -0.43853    0.1738     0.28196    0.082841
 -0.083364  -0.03768   -0.25909    0.067079  -0.031149   0.35283
  0.073189   0.31781    0.11621   -0.26557    0.48794   -0.099685
  0.14699   -0.092608   0.07615    0.076144 ]"
22,zdrojewski,"[-0.31746   -0.36479   -0.27683    0.38442    0.32766    0.0046095
 -0.19974    0.15369    0.44653   -0.046034  -0.078474   0.51999
 -0.43275   -0.47363   -0.022901   0.042293  -0.30344    0.18415
 -0.1904    -0.16032   -0.46244    0.14634   -0.73371   -0.26155
 -0.27576    0.17213   -0.0021343  0.4146    -0.011002  -0.087235
  0.12352    0.071815   0.20037   -0.0050509  0.081274  -0.26426
 -0.1765    -0.0045056 -0.15559   -0.040533   0.2943     0.11942
 -0.10004    0.096731  -0.011254  -0.35768    0.080229   0.54152
  0.010908   0.17641    0.22304   -0.32584   -0.36731   -0.33447
  0.18882    0.92412   -0.25716    0.22637   -0.48006    0.20519
  0.12576   -0.71699    0.067433  -0.41415   -0.31544   -0.015265
 -0.17604   -0.23868    0.10139   -0.010848   0.33051    0.068611
  0.63247    0.0073744  0.16354    0.092558  -0.11609    0.23173
  0.1257     0.060709  -0.76703   -0.0017579  0.3234    -0.23685
  0.64869    0.16201   -0.55535    0.44778   -0.11334    0.22229
  0.52614    0.13319   -0.0062277  0.21157    0.37587   -0.28636
 -0.29141    0.060904  -0.35265   -0.24067  ]"
