,word,values_
12,s/s,"[ 0.37305   -0.063214  -0.18381   -0.34291    0.10206   -0.057796
  0.25335    0.32121    0.28706    0.2106     0.46663   -0.41996
  0.44867   -0.4009    -0.19145    0.27789    0.15233    0.48909
  0.25639    0.016227  -0.55573   -0.58589   -0.17857    0.14786
 -0.34201    0.4008     0.36994    0.40406    0.33101    0.29127
 -0.28127   -0.36043    0.23105   -0.10122    0.086759  -0.16171
 -0.14259   -0.48643   -0.16       0.21759    0.28491   -0.20159
 -0.2245     0.62395   -0.21203   -0.20015   -0.23179    0.16652
  0.016075   0.43149   -0.15784    0.65681   -0.0060847 -0.68701
 -0.036256   0.59444    0.5925     0.2408    -0.73495   -0.38707
 -0.27788    0.052477  -0.47778    0.0054826  0.26615    0.074007
 -0.85175   -0.54776   -0.076129  -0.27487    0.3311     0.73855
 -0.47066    0.040226  -0.080307  -0.048076   0.051324   0.25982
  0.13962   -0.61016   -0.19381    0.13422    0.36573    0.10998
  0.25705   -0.13387    0.080922  -0.14671   -0.10363    0.28803
 -0.024118   0.35308    0.68202   -0.016851   0.60037   -0.18175
  0.25629    0.44236   -0.009331  -0.26274  ]"
13,54.91,"[ 0.37585   0.36183   0.024703  0.16469  -0.28945   0.10216   0.38348
 -0.16637   0.22863  -0.17789   0.36637  -0.12556  -0.96943  -0.20403
  0.39309  -0.3381   -0.20277   0.027902  0.036286  0.013968  0.1698
  0.17173  -0.063524 -0.12955   0.38551  -0.12357  -0.083423  0.58754
  0.36727  -0.34258  -0.059296 -0.40342  -0.33257  -0.27989  -0.25147
  0.18294   0.098445 -0.57886  -0.006769  0.19951   0.16256   0.15485
 -0.13423  -0.036171 -0.47047   0.12277  -0.15242   0.26129  -0.1181
 -0.30843  -0.019307 -0.40792  -0.020293 -0.14192  -0.027054  0.49435
 -0.56849   0.019965 -0.29534   0.052732 -0.037178 -0.53382   0.087924
 -0.041011 -0.40935   0.023271 -0.44626  -0.28128   0.092611 -0.047381
 -0.3035    0.22851   0.45815   0.20667  -0.43221   0.020212 -0.37993
 -0.41094   0.8982    0.071785 -0.28569   0.082683  0.08789  -0.28731
  0.29002   0.25144   0.14041   0.51291  -0.32716   0.48454  -0.09057
  0.18507   0.14818  -0.023389  0.052923  0.12521   0.13801   0.041364
 -0.20908  -0.31818 ]"
14,trium,"[ 0.4246    -0.54549    0.30909    0.1182     0.45144   -0.45721
  0.53284    0.53451    0.53242   -0.055233   0.24396   -0.081923
  0.10167   -0.16583   -0.28038   -0.36968   -0.59922    0.22748
  0.46713    0.043095  -0.14004   -0.33643   -0.60014    0.29107
  0.095816  -0.0852     0.18802    0.094009  -0.30161    0.26089
 -0.57983   -0.088793  -0.44006    0.62841   -0.093091   0.36829
  0.3631    -0.17614    0.48017    0.49874    0.044627   0.50947
 -0.17507    0.66973    0.067438   0.92758   -0.07003    0.52421
 -0.57689    0.54376   -0.34557   -0.094673  -0.56682   -0.77449
  0.44604    0.87446    1.2562     0.45948   -0.19677    0.05302
  0.30841   -0.63307   -0.25669   -0.37445   -0.022463   0.31363
 -0.39608   -0.74838    0.018758  -0.23743    0.62739    0.79516
 -0.46472    0.28591   -0.58678   -0.058797  -0.44983   -0.24335
  0.36519    0.19873    0.40775   -0.53666    0.23346   -0.30193
  0.48309    0.13159   -0.14705   -0.027633   0.369      0.25474
  0.0072795  0.29182    0.26096   -0.29606    0.58027   -0.27971
  0.49023    0.25053   -0.31247    0.34849  ]"
15,59.52,"[-0.0061652 -0.19113   -0.025474   0.64702    0.092483  -0.21064
 -0.054288   0.076589   0.32489    0.30415    0.28214   -0.41717
 -0.51132   -0.18249    0.50127   -0.51209   -0.3326    -0.25396
  0.070486   0.037865   0.24831    0.48036    0.034563  -0.17104
  0.46299   -0.10249    0.21654    0.059972   0.42246    0.13344
  0.24764    0.069574  -0.40473   -0.063418   0.080389  -0.45734
 -0.4014    -0.93143    0.50277    0.10657    0.39513    0.39866
  0.051687  -0.65396   -0.14872   -0.27394   -0.42098    0.10372
 -0.39471    0.5645     0.1565    -0.34133   -0.096817   0.03692
 -0.051439   0.46659   -0.10061   -0.26126   -0.26771   -0.12727
 -0.42742   -0.2709    -0.53632   -0.60439   -1.1121    -0.071524
 -0.38966   -0.27462   -0.12931   -0.15608   -0.12937    0.36156
  0.19602    0.56271   -0.12906   -0.011349   0.067172  -0.11145
  0.033779   0.34694    0.037658   0.23017    0.62719   -0.53354
  1.0413     0.53947    0.5482     0.74638   -0.0644     0.408
 -0.43981    0.53902    0.26475   -0.13474    0.027137   0.086085
  0.18046    0.55979   -0.35947   -0.36438  ]"
16,-77,"[ 3.4847e-01 -1.3393e-01 -2.7317e-01 -2.4297e-03 -3.2695e-02  4.7629e-02
 -2.9597e-01  1.8744e-01  5.0262e-01  4.6121e-01  5.9441e-01 -3.3191e-01
 -3.2094e-01  9.1819e-02 -2.0100e-01  3.1613e-01 -2.9186e-01 -3.8291e-04
  4.6982e-01 -8.7171e-03 -1.8912e-01  1.3577e-01 -3.9429e-01 -3.8348e-01
 -3.3412e-01 -3.9330e-01  3.2188e-01  8.2711e-01 -2.8312e-02  4.9948e-01
 -1.0133e-01  1.6382e-01 -2.1774e-01 -6.0459e-03  2.0062e-02 -2.6204e-01
  5.1603e-01 -5.5386e-02  3.7363e-01  5.1280e-01  5.2155e-01  6.5015e-02
  5.5775e-01  7.7039e-02  1.1381e-01 -3.5576e-01 -2.0496e-01 -3.3375e-02
 -4.1104e-02 -1.2127e-01 -1.4931e-02  2.2649e-01  1.4774e-01 -3.7615e-01
 -1.0406e-01  6.2128e-01  7.8950e-02  5.9004e-01 -8.1801e-01 -3.6615e-01
  9.5578e-02  8.4176e-02 -3.6015e-02 -2.2569e-01  3.2945e-02 -3.0790e-01
 -5.2924e-01 -6.4264e-01 -4.0943e-01  2.4537e-01 -1.9528e-01 -1.3588e-03
 -1.2183e-01  5.4959e-01 -4.1603e-01 -5.0486e-01 -6.9282e-02  2.7699e-02
  6.2977e-01  2.7132e-01 -1.6230e-01 -8.2820e-02 -6.3366e-02 -5.8318e-01
  1.0292e-01  5.4044e-02  4.8417e-01 -2.2586e-01 -4.1614e-01  4.5351e-01
 -2.8326e-01  5.1996e-01  3.8563e-01  1.2850e-01  1.1068e-01  2.1058e-01
  5.1646e-01  2.9736e-01 -3.4369e-01 -1.1917e-01]"
17,cardross,"[-0.11793   -0.31859    0.030633   0.20695   -0.041899  -0.011495
 -0.047553   0.14974    0.18334    0.33874    0.20455    0.3015
 -0.074087   0.59283   -0.045608  -0.24296   -0.59299    0.13694
  0.112      0.058505  -0.47077   -0.44641    0.089468  -0.1025
 -0.20739    0.013548   0.063586   0.61898   -0.081202  -0.16899
  0.092085  -0.65851    0.25288    0.17664   -0.21818    0.030352
 -0.39987   -0.19703    0.32528    0.31888    0.13485    0.77247
  0.34051   -0.45839   -0.30931    0.54793    0.21001    0.055875
  0.078389   0.4205     0.483     -0.16619   -0.084705  -0.66275
 -0.0058826  0.38215    0.030675  -0.13001   -0.88474   -0.89988
 -0.15098   -0.49676    0.14851    0.16595   -0.58666    0.0021788
  0.17887   -0.14514    0.17792   -0.25181    0.39463   -0.070973
 -0.059812  -0.065164  -0.11121    0.11837    0.5007    -0.23464
  0.4463     0.17298   -0.31456    0.56153   -0.11261   -0.27042
  0.54721    0.3627    -0.52906   -0.11677    0.27177    0.31806
 -0.14204   -0.33373    0.35519    0.16458    0.20554    0.26005
  0.46474    0.058867  -0.20488   -0.10727  ]"
18,understudying,"[-0.11464   -0.56779   -0.38027    0.85788    0.64539   -0.10389
 -0.48011   -0.034678   0.16856   -0.0016311  0.01279   -0.44395
  0.1821     0.31495    0.23386   -0.14945   -0.32149   -0.10125
  0.93765    0.43354   -0.44312    0.1616    -0.1999    -0.24252
 -0.041225  -0.079986  -0.3457     0.38252    0.069941   0.67984
 -0.22717   -0.30251    0.18542   -0.30369   -0.11058   -0.60977
 -0.06531   -0.29971   -0.04199    0.21476    0.39527    0.43682
  0.47307    0.78923    0.68025    0.47527   -0.27188    0.065927
 -0.50658   -0.39955    0.099127   0.5607    -0.60948    0.55321
  0.22742    0.29757    0.17668   -0.27748   -1.3263    -0.054459
 -0.36278   -0.27439   -0.074088   0.46017   -0.25414   -0.078808
  0.1096     0.058603   0.16064    0.22757    0.32139   -0.14521
  0.14434    0.021303  -0.28988    0.011766  -0.48595   -0.060843
  0.82841    0.062131  -1.005     -0.21795    0.1408     0.064302
 -0.30064   -0.26623    0.057227   0.22263   -0.43345    0.047141
 -0.37376   -0.11413    0.10201    0.016699   0.463      0.023085
  0.25359    0.12749   -0.018297   0.34485  ]"
19,yakshi,"[-0.25934  -0.32293  -0.404    -0.17369  -0.16638  -0.043066 -0.35729
 -0.10886   0.74111  -0.14806  -0.090914  0.095278  0.32851  -0.10364
 -0.10841   0.27262  -0.4573    0.50828   0.026783  0.022063 -0.28085
 -0.46019  -0.21025   0.15736   0.10745  -0.13459   0.45828   0.14576
 -0.024812 -0.44592   0.079928 -0.076598  0.19162   0.12389   0.15928
  0.043228 -0.26473  -0.16582   0.69553   0.01206   0.30187   0.28351
 -0.021439 -0.067936  0.047412 -0.17013   0.014826  0.30582   0.087397
  0.38526  -0.23049  -0.17307   0.22437  -0.088886  0.44799   0.64773
  0.14872  -0.014105 -1.0441   -0.46468  -0.051293 -0.22122  -0.50126
 -0.40966  -0.18166   0.67118  -0.23848  -0.18941  -0.046969 -0.047031
  0.076899 -0.099782  0.25957   0.47401  -0.037072 -0.021452 -0.13837
 -0.066979  0.54704  -0.14066  -0.32577  -0.05911   0.11838  -0.23152
  0.024995  0.10013   0.19382  -0.3256    0.52308  -0.020641 -0.4717
 -0.38621  -0.18916   0.02671   0.39191  -0.37791  -0.28522  -0.048178
 -0.1874    0.11621 ]"
20,coucal,"[-0.17793   -0.11245   -0.51209   -0.035024  -0.2741    -0.033771
 -0.17998   -0.16487   -0.045594  -0.17492   -0.58696    0.042979
 -0.049028   0.49056   -0.56229    0.1995    -0.53358    0.20568
  0.32287    0.3883    -0.27742    0.15447   -0.45556   -0.52099
  0.41378    1.1352     0.43492    0.13872   -0.15482   -0.67367
  0.41017   -0.4181     0.022715   0.31494    0.73565   -0.41204
  0.42896   -0.22325    0.4164     0.12508    0.12636   -0.36396
 -0.011545   0.16603   -0.33079    0.061231   0.60024    0.090814
 -0.16277    0.55295   -0.47035    0.18414   -0.57045   -0.38352
 -0.030372   0.54459    0.25032    0.024363  -0.31771   -0.43822
  0.090332  -0.60175   -0.56041   -0.33416   -0.0080913 -0.17964
 -0.47597   -0.42703    0.21628    0.24332    0.099368   0.2668
  0.12541    0.6851     0.47245   -0.057332  -0.26673    0.0039823
  0.49439    0.29373   -0.70641    0.026983   0.45757   -0.65948
  0.36688    0.14807   -0.52754    0.32032    1.0435    -0.072357
 -0.12989   -0.27798    0.5997    -0.088324   0.23434    0.22933
  0.096216  -0.22823   -0.3013    -0.16275  ]"
21,vrede,"[ 0.32214   -0.50001   -0.39098    0.64596   -0.11619   -0.32807
  0.25424    0.031768   0.56703   -0.43263   -0.04655    0.43359
 -0.11692    0.090191   0.15643    0.43217    0.092435   0.32983
  0.32318   -0.31967    0.47106    0.22863   -0.71143    0.15762
 -0.18471    0.23757   -0.53556    0.042684   0.31348    0.35666
 -0.20275   -0.23521    0.14044    0.16933    0.42073   -0.30777
  0.32427   -0.23714    0.04632    0.14014    0.021296  -0.0064876
  0.13975    0.056839  -0.098965   0.10986   -0.31667    0.56508
 -0.28304   -0.058283   0.097092   0.30963   -0.1288    -0.40016
  0.002017   0.60764   -0.02728    0.4579    -0.59052   -0.049586
  0.094173  -0.31165   -0.4986    -0.33969   -0.44724    0.20387
 -0.19635   -0.21675   -0.28521    0.19029    0.31453    0.84818
  0.4519     0.035285   0.15053   -0.21664    0.033661   0.33311
  0.49763   -0.21183   -0.2352     0.15578   -0.22996   -0.25944
  0.13518   -0.032188  -0.23355   -0.17906   -0.56876    0.28407
 -0.085973   0.067086   0.086291  -0.086586   0.31511    0.12974
 -0.19563    0.39797   -0.65144   -0.28866  ]"
