,word,values_
3,aristarchus,"[-0.88295   -0.22253    0.32271    1.0082    -0.17073   -0.24726
 -0.56546   -0.94969   -0.42646    0.073987   0.031647   0.74245
 -0.36882   -0.38831   -0.098188  -0.38802    0.022937   0.29593
 -0.038294  -0.37313   -0.28552   -0.015977  -0.23117    0.28147
 -0.085828  -0.13342   -0.29931   -0.19032   -0.2785    -0.40499
  0.37056   -0.072408   0.064888   0.27747    0.15137   -0.58905
 -0.21837   -0.13239   -0.09395    0.11292   -0.18625    0.47651
  0.12055    0.11512   -0.13286    0.084827   0.56282   -0.12564
  0.11747    0.74793    0.38098    0.57946   -0.29677   -0.081103
 -0.54208    0.63195   -0.026709   0.15806   -0.71997   -0.17598
 -0.63141    0.10978    0.22993    0.41429   -0.39097    0.092926
 -0.46562   -0.4266    -0.55688   -0.23294    0.2881     0.5008
  0.12486    0.49528   -0.6699    -0.28298    0.24165    0.27933
  0.40447    0.43539   -0.42056    0.27266   -0.46248   -0.27703
  0.5549    -0.082495   0.14226   -0.47274    0.57967   -0.0075345
  0.15508   -0.41253    0.059787  -0.22077    0.32677   -0.38254
 -0.49509   -0.21219   -0.0029296 -0.63223  ]"
4,annia,"[ 5.5378e-01 -2.0357e-01 -2.6861e-01 -1.3955e-01 -3.3094e-01 -8.2104e-01
  3.4082e-01 -2.6440e-01  4.9828e-01 -4.1662e-02  1.0700e-01  4.7074e-01
  1.4575e-01  2.1142e-01 -1.9260e-01  9.4346e-02 -5.3380e-01  2.2180e-01
  3.4233e-01  1.1724e-02 -7.3318e-01  4.9488e-01  3.7733e-01  1.4195e-01
  4.6177e-01  8.4870e-01  1.9291e-01 -4.3134e-01  1.8890e-01  4.3623e-01
  4.7950e-01 -2.6924e-01  5.8028e-01  7.1088e-01  5.0476e-01  1.7214e-01
  5.4088e-01  4.2571e-02  6.9998e-01  4.2810e-01 -3.8803e-01 -5.1195e-02
  9.1343e-02 -3.6411e-02 -1.6602e-01 -4.5743e-01 -4.9234e-01  4.6107e-01
  4.1932e-01  9.4290e-01  3.3216e-01  1.2783e+00  1.4723e-01 -9.2460e-01
  2.0119e-02 -1.9243e-04  3.1446e-01 -9.8851e-02 -5.2150e-01  5.2282e-02
 -5.3028e-01 -4.5207e-01  8.8198e-01  6.1578e-01 -4.1253e-01  2.6716e-02
 -5.1304e-01  2.3832e-02  2.0124e-01 -6.5930e-01  1.3360e-01  5.3601e-01
  3.1355e-01  8.9253e-01  1.6187e-01 -9.4319e-03  4.5789e-02 -2.7417e-01
  1.0612e+00 -8.3081e-01 -2.8998e-01  1.2465e-01 -1.7713e-01  3.0902e-01
  1.2594e-01 -6.8081e-01  7.3495e-01  4.6246e-01 -5.9005e-01 -3.2344e-01
 -3.5050e-01 -1.1670e-02  9.1058e-01  2.4453e-01  1.0859e+00 -1.6552e-01
  2.1516e-01  3.9492e-01 -3.6559e-01 -8.9101e-01]"
5,"1,323","[ 3.7652e-02  2.7219e-01 -4.9814e-01 -4.2104e-04 -1.4451e-01  4.9617e-01
 -8.3292e-03 -1.6696e-01  6.0598e-02 -1.1291e-01  4.8992e-01  1.8567e-01
  1.0406e-01  8.7199e-02  2.8611e-01  1.6018e-01 -6.0911e-01 -2.7533e-01
  2.2066e-01 -1.0558e-01  4.9528e-01 -9.4759e-02  2.2595e-01 -1.2793e-01
 -6.0783e-02 -6.9962e-01  1.0667e+00  5.2035e-01 -2.3166e-01 -3.1189e-02
 -1.9886e-01 -3.1973e-01  2.7578e-01  1.0631e-01 -2.2783e-01 -1.9195e-01
 -4.6264e-02 -7.5775e-02  1.9487e-01  6.7486e-01  4.7236e-01 -2.4170e-01
 -4.6618e-01 -1.8361e-01 -2.4441e-01 -1.5077e-01 -1.2411e-01 -8.4042e-02
 -4.0958e-01  1.3200e-01  3.3562e-01 -9.6174e-02 -9.1834e-03 -8.0328e-02
 -3.6132e-01  9.5561e-01  3.6092e-01 -2.6395e-01 -5.3616e-01 -3.5381e-01
  1.6411e-01 -2.9245e-01  3.0040e-01  1.3184e-01 -3.1082e-01  8.9264e-02
  1.3247e-03 -1.8248e-01  2.9286e-01 -1.3175e-01  1.4425e-01  2.1025e-01
 -6.6769e-02  1.1703e-01 -3.1908e-01  3.7543e-01 -1.3098e-01  6.5508e-02
 -1.7208e-01 -3.7373e-01 -5.0333e-01 -2.5949e-01  4.5618e-01  3.5679e-01
  3.0327e-01 -4.6886e-01  6.1841e-01 -2.2769e-01 -5.7676e-01 -3.7425e-02
 -3.7123e-01  5.9969e-01 -6.0150e-02 -9.3417e-01 -3.3158e-01  2.4922e-01
  1.0387e-01  3.9673e-01  1.0025e-01 -7.8518e-02]"
6,tylor,"[ 0.29997   0.21239  -1.1262    0.16064  -0.47627  -0.51839   0.59455
  0.26137  -0.32192  -0.68973  -0.40948   0.31247  -0.15066   0.4371
  0.54065  -0.082732 -0.35198  -0.37745   0.63311   0.11827  -0.21906
 -0.34252   0.45329  -0.57939   0.36307   0.412     0.17609   0.63304
  0.2673    0.42599   0.30552   0.32545  -0.26691  -0.26802  -0.38781
 -0.012082 -0.76035  -0.33483   0.27775   0.074247 -0.42987   0.29302
 -0.52765   0.48376  -0.33541   0.20839   0.42501  -0.19786  -0.37506
 -0.032069 -0.11918   1.0415   -0.39807  -0.20712   0.048496  0.55393
  0.048788 -0.68567  -1.0488    0.079826 -0.12394  -0.65818   0.42625
 -0.17064   0.36637  -0.54954   0.069309  0.0871    0.050801  0.13701
  0.42042   0.37602  -0.43422   0.22074   0.69615  -0.33399  -0.40453
 -0.21568   0.16024   0.12068  -0.21465  -0.11319   0.11678  -0.072618
  0.47178   0.11119  -1.0458   -0.21454  -0.13959  -0.02441   0.35414
 -0.65503   0.16526  -0.7369    0.35315  -0.33648  -0.15008  -0.28429
 -0.9051    0.022533]"
7,joab,"[ 2.2360e-01 -2.9450e-01 -1.7416e-01  1.0530e-03 -3.0912e-01  1.2156e-02
 -1.4640e-01 -2.6774e-01  2.2518e-02 -1.6198e-01  2.5597e-01 -3.3825e-01
  3.3446e-01 -1.2763e-01  4.2911e-01  3.1762e-01 -3.9650e-01  4.7029e-01
 -4.4051e-02  3.1147e-04  3.5911e-02 -7.5212e-01  3.1151e-01 -1.3633e-01
 -1.1001e-01 -2.0447e-01  4.8442e-01  3.6980e-01  4.9287e-01  1.2325e-01
 -3.5027e-02  1.7545e-01 -4.8527e-01  8.7208e-01  1.2005e-01  1.3841e-01
  2.9899e-01  8.0561e-03  2.1932e-01  5.0926e-01  7.0910e-02  5.1194e-01
  6.3762e-02 -3.9353e-01 -9.5548e-02  1.1395e-02 -2.3698e-01  1.4170e-01
 -2.8629e-01  4.4131e-01  2.3628e-01 -3.6332e-02 -1.4748e-01 -1.5367e-01
  3.1568e-01  7.2593e-01 -1.9406e-01 -4.3401e-02 -9.2878e-01  3.6177e-02
  4.7611e-01 -2.5338e-03  3.6963e-01  7.3274e-01  2.4179e-02 -1.4481e-01
  3.8957e-01 -1.7046e-02 -3.6094e-01 -1.5161e-01  2.3574e-01  3.0870e-01
  3.2948e-01 -4.6548e-01 -2.8225e-01  4.4805e-01 -1.6176e-02 -1.4654e-02
  1.5235e-01  3.8684e-01 -3.7989e-01 -8.5121e-02 -2.0054e-01 -2.0741e-01
  5.8728e-01 -1.4371e-01 -5.3047e-01 -8.0387e-03 -4.3976e-02  1.3403e-01
 -4.4729e-02 -2.1326e-01 -1.9166e-01 -1.9468e-01  3.8468e-01 -1.1282e-01
  5.4645e-01 -3.7321e-01 -1.1987e+00 -4.8178e-01]"
8,rwth,"[ 0.68902   -0.12371   -0.10592    0.24283   -0.015888  -0.047898
 -0.35588   -0.27129    0.53617    0.8808    -0.043767  -0.34106
  0.41323    0.28641    0.17317    0.24384   -0.11048   -0.079851
 -0.0022085 -0.50077   -0.71043   -0.18919   -0.59728    0.11068
  0.4569    -0.44285    0.32849    0.45898   -0.1137    -0.044825
 -0.69981   -0.18967    0.055982  -0.44305   -0.7733    -0.55612
 -0.28063   -0.20686   -0.82814   -0.18389    0.20958    0.48514
 -0.55953   -0.28      -0.23692   -0.032978   0.73796    0.89516
 -0.48292   -0.010236  -0.065222  -0.48092   -0.17645    0.2242
 -0.31565    0.36286   -0.59989   -0.37283   -1.8408    -0.39273
  0.30269   -0.22837   -0.19419    0.53349   -0.65811    0.33988
 -1.0936     0.4344    -0.43456    0.92972   -0.3806     0.24288
  0.39656    0.42324   -0.068351   0.02936    0.5777    -0.27824
  0.58682   -0.069137   0.28372   -0.077458  -0.84638   -0.42847
 -0.67356    0.66175   -0.72219    0.16727    0.72311    0.28872
  0.36694    0.10614    0.113     -0.038892   0.032178  -0.2433
  0.46176    0.23896    0.89725   -0.092309 ]"
9,frenchwomen,"[ 3.1240e-01  1.4896e-01 -8.1888e-02 -2.2456e-01 -1.5495e-02 -2.9927e-02
  9.6040e-02 -5.2176e-02  7.7907e-02  1.1681e-01 -5.9991e-02  4.5740e-01
 -1.3138e-01  3.1651e-02 -1.1231e-01 -3.4376e-02 -6.8623e-01  2.9605e-01
 -3.0210e-01  1.7488e-01  2.4217e-02 -3.4409e-02 -4.2059e-02 -4.8970e-02
  4.8274e-01 -4.5733e-01 -2.2232e-01 -3.1443e-01 -1.5775e-01 -4.1383e-02
 -3.6735e-02 -3.1914e-01 -7.2859e-02 -4.2252e-01  4.2194e-01  2.2465e-01
  1.6899e-01 -1.0761e-01  3.2987e-01 -1.3485e-01 -1.8202e-01 -2.6690e-01
 -3.1330e-02  1.0796e-01 -1.7926e-01  2.6643e-01 -2.3018e-01  2.0869e-01
 -7.1809e-02  6.7187e-01 -3.0754e-01 -6.4768e-03 -6.5828e-01 -1.3113e-01
  2.9516e-01  8.6713e-01  8.7007e-02 -7.4397e-02 -7.4101e-01  2.7377e-01
 -5.8150e-01 -4.8789e-02  1.7469e-02  3.7329e-01 -4.5747e-04  2.4823e-01
  1.9807e-01 -6.2081e-02 -7.0845e-01 -3.7480e-01  3.1345e-01 -1.9760e-02
 -5.9878e-01  2.6583e-01 -6.9263e-01  3.9075e-01  4.8267e-02 -6.3125e-01
  8.8170e-01 -6.9765e-01  5.2217e-03  8.4639e-02 -5.4901e-02  8.4068e-01
 -1.3095e-01 -8.7309e-01 -2.9455e-01  2.7769e-01 -3.8930e-01  2.9217e-01
 -3.5928e-01  2.8681e-01 -4.7967e-01 -4.7464e-01 -2.6788e-01 -1.2028e-01
 -1.6912e-01 -2.9162e-01 -6.9901e-01 -2.9203e-01]"
10,atreus,"[-8.0971e-02 -8.5196e-01  3.4641e-01  2.6378e-01 -5.1136e-01  2.0458e-01
 -3.5085e-01 -2.8907e-01  9.1575e-02  1.4203e-01  2.0997e-01  2.4458e-01
 -3.7325e-01  2.7958e-01 -4.3583e-01  3.6201e-02 -4.4614e-01  6.7525e-01
 -3.9640e-01  2.3913e-01 -3.3120e-01 -8.8129e-01 -3.6529e-02 -1.0047e+00
 -4.5052e-01  2.9995e-02 -3.5609e-01  4.9963e-01  6.9919e-03  2.8161e-01
  9.3944e-01  1.4144e-02 -1.1151e-03  1.5834e-01 -4.4446e-01 -3.6446e-01
 -2.4007e-01 -7.4533e-01  7.5785e-01 -2.2626e-01  4.4268e-01  1.0062e-01
  4.6483e-01 -3.7043e-02  1.8631e-01 -4.4446e-01 -4.8896e-01  5.0513e-01
 -3.7314e-01 -5.8329e-02 -5.4292e-01  2.8918e-01  5.0718e-01 -4.6186e-02
 -9.0512e-02  7.2334e-01 -3.1773e-01 -1.3684e-01 -1.3055e+00  2.5870e-01
  3.9808e-01 -3.6833e-01  7.9236e-01  6.4458e-02  3.3258e-01  3.3485e-01
  9.7698e-02 -6.9222e-02 -2.8482e-01 -2.7515e-01  2.0531e-01 -2.5533e-01
 -5.2294e-02  1.9571e-01 -8.6858e-01  3.9066e-01 -4.2355e-01  6.0099e-01
  2.4334e-01 -1.8460e-01 -5.0130e-01  4.5866e-01  1.0498e-01 -2.4442e-02
  4.6138e-01  3.3212e-01  8.3184e-02 -4.0184e-01  3.8727e-02 -1.6624e-02
  2.3007e-01 -1.9671e-01  1.7034e-01  3.6899e-01 -3.1013e-01 -4.1809e-01
  1.4560e-01 -4.8657e-03 -3.7802e-01 -8.5745e-01]"
11,elagabalus,"[ 0.55877   -0.16243    0.20272    0.37224   -0.55653    0.59626
 -0.42057   -0.34356    0.021095  -0.11714    0.2634     0.36294
 -0.24904   -0.26384    0.15227   -1.0054    -0.21408    0.05643
 -0.46695   -0.0073673 -0.50168   -0.14666   -0.46808    0.70329
 -0.36209    0.07659    0.082749   0.14735    0.20787    0.40171
  0.28235    0.32642   -0.028709   0.12453    0.09516    0.16138
  0.094428  -0.69752   -0.090528   0.49038    0.32606    0.35758
  0.30975   -0.063278   0.22048   -0.37459   -0.29966   -0.22334
  0.5191     0.30749    0.16668    0.74876    0.56163    0.057702
  0.063515   0.40434    0.048189   0.3022    -0.87879   -0.16976
 -0.14961   -0.33528    0.75875    0.45119   -0.33483    0.09135
  0.022473  -0.3525    -0.82662   -0.031006   0.16184   -0.18413
  0.15559    0.57865   -0.68338    0.10582   -0.097558   0.4876
  0.27496    0.14779   -0.35498    0.39292    0.14912   -0.030002
 -0.073311   0.40665   -0.48336   -0.19975    0.17501   -0.066668
  0.28843   -0.30942   -0.1381    -0.091092   0.25215   -0.69381
 -0.20241   -0.11661   -0.99442   -0.53265  ]"
12,euphrosyne,"[ 0.63959  -0.34946  -0.2918    0.66257  -0.40893   0.19932   0.28379
 -0.066439  0.079134  0.070146 -0.12427   0.54603  -0.1316    0.28526
 -0.52357  -0.27004  -0.049405  0.027894  0.15915   0.45183  -1.0821
 -0.064334 -0.2728    0.52801  -0.32665   0.48014   0.026629  0.13677
  0.31336  -0.034733  0.12719  -0.079283  0.55388   0.2903   -0.083235
 -0.231     0.85802  -0.16947  -0.11426   0.63738  -0.15797  -0.14179
  0.28935  -0.25569   0.17371  -0.52346  -0.44574   0.51957   0.13822
  0.63046   0.092885  0.30129  -0.058698 -0.20832   0.38473   0.5688
  0.083974  0.11981  -1.0323   -0.38585  -0.062265  0.012826  0.015462
  0.1301   -0.51458  -0.21412  -0.192    -0.46725   0.027072 -0.14552
 -0.032908  0.20562   0.028934  0.59374   0.1769    0.20764  -0.31701
  0.068238  0.47107  -0.043058 -0.40845   0.21049   0.11497  -0.082831
 -0.023752 -0.46164  -0.32656  -0.58326   0.078574  0.15692   0.11352
  0.20649   0.43737   0.10333   0.34351  -0.081727  0.013372  0.21643
 -0.78589  -0.38651 ]"
