,word,values_
9,reveler,"[ 0.025517  0.35284  -0.29781  -0.23109  -0.22942   0.24247   0.62978
 -0.09722   0.41242   0.25982  -0.72598   0.051922 -0.019982 -0.56307
 -0.11949  -0.18036  -0.17363   0.027229  0.16207  -0.10533  -0.021532
 -0.27265  -0.44215  -0.25541   0.46044  -0.17435   0.022054  0.37168
  0.26938   0.27295  -0.21088  -0.10463   0.4965    0.12886   0.22634
 -0.30746  -0.46373   0.047901 -0.071983 -0.45767  -0.2177    0.84173
  0.50741   0.25314  -0.25668  -0.13348  -0.25226   0.032604 -0.40407
  0.50368  -0.44225  -0.84956  -0.14519  -0.22012   0.072401  0.65497
 -0.51506   0.54913  -0.10736   0.11134  -0.073218 -0.13882   0.14799
  0.3003   -0.422     0.20813   0.059569 -0.19538   0.25642  -0.20711
 -0.19999  -0.60079  -0.15066   0.1207   -0.15942  -0.07949   0.32678
 -0.60991   0.82055  -0.58587  -0.41649  -0.42161   0.025589 -0.026998
  0.42169  -0.54381  -0.47587   0.093268 -0.24344  -0.1015    0.43146
  0.24614  -0.23225  -0.83204   0.069926  0.097874  0.34828   0.47409
 -0.799    -0.071688]"
10,varmints,"[-8.7439e-02  1.2305e-01 -3.0694e-03 -2.4172e-01 -2.9451e-01  3.4743e-01
 -1.3965e-01 -4.0551e-01  1.6759e-01 -4.4149e-01 -1.6590e-01  1.7968e-01
  1.4650e-01 -2.0279e-01  9.8199e-02  4.6757e-01 -4.4742e-01  6.3425e-01
  6.7038e-01  4.2446e-01  4.4490e-01  2.6319e-01 -1.2442e-01 -3.2665e-01
 -1.1982e-01  3.9423e-01 -1.2284e-01  3.1612e-01 -7.2517e-01 -4.6291e-02
  3.9656e-01 -5.4585e-01 -2.3423e-01 -1.4127e-01  3.7815e-01  5.5020e-02
 -2.7269e-01 -3.2860e-01  7.2708e-02 -2.6317e-01 -3.2853e-01  2.6800e-01
 -5.6542e-01 -1.1941e-01 -2.4563e-01 -4.8514e-01 -1.3576e-01  2.9579e-01
 -3.0287e-03  5.1848e-01 -4.2413e-01 -8.9359e-02 -1.7763e-01 -2.1267e-01
  2.2877e-01  6.7139e-01  7.4826e-01  3.5309e-01 -4.7883e-01  1.1627e-01
 -4.0064e-01  1.8033e-01 -4.2631e-01  3.3520e-01  4.7539e-01 -2.2187e-01
  2.5883e-01 -3.2416e-01  4.9464e-02 -3.8756e-01  3.9492e-01 -4.9116e-01
  4.4657e-02  2.5216e-01 -6.5096e-01 -1.9478e-02 -3.6153e-01 -4.5594e-01
  6.4297e-01  1.2927e-01  4.5598e-02  4.4818e-04  1.3203e-02  2.9978e-01
  1.5334e-01  9.6690e-02  4.5924e-01  3.3238e-01 -3.2620e-01  1.1722e-01
 -5.5525e-01 -2.9200e-01  2.3633e-01 -2.8067e-01 -4.7397e-01 -2.7174e-02
 -1.5353e-02  6.2509e-01 -7.2531e-03  9.3441e-02]"
11,aerialists,"[ 0.46574    0.41352   -0.59016   -0.40326    0.39885    0.03843
 -0.54906    0.33      -0.45462   -0.11659   -0.0073781 -0.071987
  0.45711   -0.15472   -0.74741    0.1138    -0.59503    0.014208
  0.16479   -0.40529   -0.21714   -0.041338   0.31044   -0.0079933
  0.36875    0.21125   -0.23444    0.46994    0.28479   -0.44443
 -0.35239   -0.44385   -0.64249   -0.0060709 -0.18008   -0.35176
  0.12139    0.26362    0.013128  -0.20555    0.11262    0.95126
 -0.20482    0.065186  -0.10905    0.035678  -0.26218   -0.025793
  0.17607   -0.48235   -0.004895  -0.11133   -0.8667    -0.3302
 -0.15782    1.3584     0.11912    0.11665   -0.17693    0.30274
 -0.21945    0.052822   0.445      0.15518   -0.70423   -0.18048
  0.14703    0.19951    0.013444  -0.1053    -0.21066   -0.49642
  0.048691   0.9115    -0.14653    0.41182   -0.014179  -0.164
  1.0164    -1.0508    -0.040891  -0.17795    0.13436    0.25679
 -0.049789   0.3584     0.28023    0.4762    -0.095453  -0.0055276
  0.0016084 -0.04311   -0.12386   -0.58504   -0.13248   -0.19467
 -0.36312   -0.37906   -0.015266   0.30299  ]"
12,banahan,"[-0.18082   0.30463  -0.22076  -0.78899  -0.22936   0.34069  -0.78907
  0.061415 -0.25194  -0.39586  -0.18012  -0.66118  -0.030584  0.50728
  0.81921   0.079007  0.12216  -0.23381  -0.28328  -0.077816 -0.037366
 -0.3202   -0.03956   0.25544   0.31903  -0.12253  -0.74366   0.15265
 -0.3456    0.15678  -0.46846   0.30639  -0.09375  -0.21381   0.032285
  0.12668   0.18307  -0.7446   -0.071157  0.15682  -0.25643   0.2447
  0.126     0.14683  -0.036428  0.10503  -0.77522   0.84829   0.71522
  0.16843   0.47731   0.27157  -0.70247   0.24317  -0.23414   0.080701
  0.29142  -0.15594  -1.0913   -0.47673   0.017278 -0.83826   0.83737
 -0.35807   0.33428   0.2571    0.34157  -0.87758  -0.78597  -0.11662
  0.204    -0.20297   0.27436  -0.13918   0.058523 -0.35799  -0.055798
 -0.19568   0.97123  -0.10504  -0.61208  -0.057552  0.20835   0.14033
  0.20309  -0.43263   0.89032   0.71196  -0.25231  -0.075455  0.34527
  0.085584  0.094832 -0.38878  -0.3119    0.2974    0.86818   0.17148
 -0.86444  -1.1365  ]"
13,bmps,"[ 0.24203   -0.45648   -0.28795   -0.1091    -0.33539    0.13363
  0.26496   -0.24186    0.26572   -0.64127    0.8202    -0.47976
  0.61161    0.72399   -0.49526    0.59943   -0.17027   -0.02519
 -0.063552   0.63452   -0.24213    0.059303  -0.28537    0.17809
 -0.73539   -0.31877    0.0084052  0.20187   -0.30903    0.27492
  0.056595  -0.092678  -0.5638    -0.31121    0.2376    -0.14752
 -0.02201    0.32082   -0.061148   0.68566    0.74473   -0.058674
 -0.30428    0.075944  -0.41198   -0.42938   -0.33346    0.39591
 -0.37915   -0.02812    0.53988    0.15123    0.10289   -0.51585
  0.25413    0.62453   -0.1451    -0.36973   -0.66991    0.16284
 -0.72293   -0.2245     0.34209    1.3608     0.0084286  0.43586
 -0.30275   -0.54467    0.25032   -0.88172    0.012314  -0.10296
 -0.12307    0.091845  -0.30785   -0.84499   -0.33466    0.7533
  0.77165    0.10947    0.15986   -0.10781   -0.21073    0.32498
  0.25848    0.48968    0.359      0.03155   -0.057974   0.047334
 -0.46343   -0.33587   -0.020413  -0.81293   -0.02422   -0.52591
  0.18874   -0.3153     0.2198     0.56372  ]"
14,brownout,"[ 0.11896   -0.44069    0.029998  -0.015811  -0.32147   -0.097353
  0.31397    0.28956    0.25097   -0.031447  -0.46227    0.17567
 -0.42734   -0.23955    0.45336    0.66652   -0.26509    0.032301
  0.44749   -0.15836   -0.15854   -0.0015278 -0.52133   -0.083452
  0.7168    -0.079244   0.078851   0.5662    -0.46346   -0.27965
  0.32604   -0.27768    0.46792    0.2313    -0.1009    -0.043941
  0.34176   -0.68531    0.45107    0.085831   0.20073    1.1218
 -0.38744   -0.023526  -0.010069  -0.33284    0.24163   -0.14369
 -0.33932   -0.098047  -0.48933    0.40606   -0.40459   -0.23044
  0.33039    0.64523    0.4025     0.40257    0.49674   -0.31086
  0.043628  -0.029698  -0.39985   -0.44076    0.22907   -0.027223
 -0.51129   -0.96235   -0.083424  -0.16121   -0.22169    0.057258
 -0.1077     0.59742   -0.48848    0.022333   0.12704    0.025919
  0.45377    0.4724    -0.40798   -0.0056482  0.30867    0.23697
 -0.070586   0.16867   -0.085663   0.15596   -0.55627    0.079315
  0.073436   0.20908   -0.42952   -0.22139    0.10014    0.17891
  1.009     -0.16538   -0.45667   -0.12924  ]"
15,sidewheel,"[-6.5153e-01  8.6362e-02 -3.8713e-01  3.3889e-01  4.2433e-01 -2.4595e-02
  1.8386e-01 -4.9503e-01  9.2244e-02 -3.0328e-01 -8.8002e-01  4.2527e-03
 -1.5094e-01  2.0241e-01 -4.2314e-01 -2.1691e-01 -1.5533e-01 -2.1007e-02
  9.7499e-02 -6.1336e-01  6.2765e-01  7.8729e-01 -6.9736e-01 -6.0644e-01
  1.2851e-01 -4.5691e-01 -5.9471e-01  1.9582e-01 -2.2940e-01  3.9357e-01
  7.2654e-01  7.3062e-02 -7.9611e-02 -1.2250e-01  3.9002e-01 -2.8601e-01
 -1.2669e-01 -4.4489e-01  1.1844e+00 -4.4449e-01  6.4340e-02  2.0653e-01
  2.2988e-01  5.6304e-01  8.3946e-01  1.3616e-01  5.3996e-01  1.7920e-01
 -2.2937e-01  2.9383e-01 -4.8688e-01  3.3923e-01  2.7368e-01 -2.6162e-04
  2.3830e-01  1.4804e-01 -5.4034e-01  2.2322e-01 -9.9140e-02 -1.4616e-01
 -4.7889e-01 -7.2292e-01 -2.6458e-01  8.0289e-01 -2.1937e-01 -2.2600e-01
 -1.2505e+00  1.3846e-01  4.8677e-02  2.0996e-02  3.7313e-01 -1.9324e-01
  4.4378e-01  6.2845e-01 -3.5160e-01  1.1128e+00  1.0636e+00  2.2737e-01
  5.5375e-01 -1.8817e-01 -6.8072e-01 -2.2716e-01  2.5837e-01  3.4225e-01
  1.0033e+00  2.8140e-01  4.1036e-01 -6.8075e-01 -5.7588e-02 -3.1262e-01
 -2.7351e-01 -3.8375e-01  3.6719e-01 -3.0411e-01  7.6639e-01 -6.7507e-01
  2.3746e-01 -3.9172e-01 -3.7182e-01  3.9387e-01]"
16,cournoyer,"[ 0.49705  -0.34253  -0.41805   0.052697  0.12632  -0.17792  -0.00261
 -0.27941   0.080624 -0.52193   0.20611  -0.035487 -0.10128  -0.42903
  0.68654   0.085101 -0.68687   0.46068  -0.16768   0.14349  -0.58322
  0.30283   0.011776 -0.22787   0.86473  -0.073644 -0.043531 -0.059297
  0.11503  -0.24419  -0.1579   -0.42838  -0.34528  -0.084818  0.15914
 -0.026151  0.12718   0.32347  -0.24923  -0.082989  0.63036   0.34875
  0.13176   0.10817  -0.59046   0.45234  -0.075336  0.265     0.14891
  0.64985   0.16658  -0.27458  -0.21273  -0.51573  -0.07044   0.68394
 -0.30457   0.48314  -0.93731   0.2811    0.075771 -0.83902   0.039807
  0.51515   0.36842   0.027849 -0.20336   0.12253   0.42973   0.31331
  0.019507 -0.55606  -0.15883   0.2171   -0.078927 -0.17308  -0.13856
  0.24743   0.24593   0.075795 -0.28145  -0.19503   0.22384   0.12846
  0.057001  0.39735   0.22758   0.38857  -0.55868   0.17535   0.37854
 -0.06857   0.2013   -0.012027  0.24473   0.081217  0.095867  0.20073
 -0.38994   0.18951 ]"
17,springbrook,"[ 0.13668   -0.076905   0.035875   0.61173   -0.19213   -0.041851
 -0.46655    0.54317   -0.20067    0.15249   -0.45091    0.46061
 -0.036395  -0.25191    0.25303    0.56006    0.42086   -0.25766
  0.2677    -0.69085   -0.78328   -0.21038    0.2175    -0.38985
 -0.47077   -0.0073052  0.086651   0.018658  -0.61438    0.56291
 -0.57202    0.13666    0.27597    0.060577  -0.019591   0.098066
 -0.26034   -0.10625   -0.33831   -0.17905    0.37521    0.63363
 -0.38023   -0.041018  -0.045543   0.35853    0.82894    0.77583
 -0.12089    0.22952    0.22717   -0.67616    0.18      -0.71017
  0.38293    0.37616    0.35197    0.091807  -0.034224  -0.38178
 -0.33641   -0.37403    0.27037    0.134     -0.513     -0.010349
  0.19442   -0.47443    0.41155    0.2476     0.26175    0.34897
 -0.055486   0.62785   -0.020238   0.13864    0.076555   0.34434
  0.46456   -0.39146    0.012426   0.31077   -0.057038  -0.59031
  1.0168     0.14952    0.09206    0.16325    0.43196    0.50094
 -0.32091   -0.12615   -0.2008     0.31877   -0.26312   -0.21088
  0.077409   0.0068872  0.056714   0.10919  ]"
18,lepontine,"[ 0.47277   -0.36434    0.58882    1.3715    -0.34799    0.26021
 -0.70354    0.24492   -0.88881   -0.56663    0.050269   0.54562
 -0.22089    0.57977    0.0066118  0.50072    1.3335     0.062253
 -0.28925   -0.74392   -0.37275    0.88231   -0.27607    0.11627
 -0.70407   -0.73872    0.36529    0.41936   -1.1285    -0.37226
 -0.343     -1.1162     0.29762    0.032517   0.81358   -0.76146
 -0.41308   -0.34953    0.86405   -0.17245    0.52499    0.87361
 -0.050036   0.13725    0.20121    0.17956    0.46329    0.49164
  0.25149   -0.23698   -0.2672    -0.70798   -0.047119  -0.57111
 -0.38598   -0.01255   -0.58965    0.51032    0.53339    0.24357
  1.0355    -0.064048   0.60085   -0.55586   -0.37306    0.61743
 -0.51727    0.064507  -0.32656   -0.38336    0.067275  -0.36068
  0.30295    1.0614    -0.12983    0.39385    0.50234    0.48405
  0.28531   -0.4195    -0.75353    0.14005   -0.032794  -0.21488
  1.1688    -0.22995   -0.012925   0.23111    0.72414    0.062477
 -0.3456    -0.28237   -0.53255    0.42743    0.56128    0.16281
 -0.19174   -0.024015   0.25951    0.30014  ]"
