,word,values_
9,wardrobing,"[ 1.1753e-01 -8.1321e-03 -3.4091e-01 -8.5502e-02 -1.9788e-01 -6.3286e-02
  1.4799e-01 -1.1636e-01  2.1177e-01 -3.5880e-01 -1.4529e-01  1.8650e-01
 -1.0842e-01 -4.3135e-01 -4.8799e-01 -1.8346e-01  7.8750e-03 -2.9977e-02
  7.5661e-01  2.8702e-01 -8.3018e-01 -1.0491e-01 -2.9073e-04 -7.8339e-02
 -2.9397e-01 -6.8066e-02 -1.0395e-01  7.3596e-02  3.7959e-02  1.7118e-01
  7.2089e-02 -7.3600e-01  2.7086e-01  7.9082e-03 -1.4535e-01 -1.1074e-01
 -6.3633e-02 -7.8201e-01 -5.0026e-01 -3.5229e-01  1.3022e-01  6.0460e-01
  3.9290e-01  4.2795e-01 -3.8608e-01  1.9802e-01 -1.3688e-01  1.6938e-01
  8.2573e-02 -2.8140e-01  5.9313e-02 -9.5160e-02 -1.2416e-01 -5.9801e-01
  2.6276e-01  6.9198e-01  5.4509e-01 -1.9352e-01 -6.8338e-01  3.5670e-03
  1.0877e-02 -1.6473e-01  3.6334e-02 -5.9147e-01  2.3233e-01  1.7895e-01
 -3.6796e-01  1.5726e-01 -4.0768e-01  1.4482e-01  1.4103e-01 -2.6319e-02
  5.8101e-02  3.8311e-01 -1.5258e-01 -2.2897e-01  1.4973e-01 -2.3213e-01
  8.8573e-03 -3.3801e-01 -7.3503e-01  2.1182e-01  4.2676e-02 -1.8435e-02
 -5.9877e-03  3.1712e-01 -1.8119e-01  2.1017e-01 -6.5217e-01  1.8185e-01
 -1.5164e-01  2.8724e-01 -4.0438e-02 -4.2503e-01  2.6274e-01 -1.2598e-01
 -2.0088e-01  2.2623e-01 -2.1123e-01  7.1971e-01]"
10,.623,"[ 0.057314   0.4656    -0.40395    0.19043   -0.20269    0.11939
  0.93684   -0.37532    0.28147   -0.38027    0.31483   -0.093922
 -0.46254    0.14427    0.36664    0.46565   -0.32158    0.34913
 -0.28754    0.14852   -0.016528   0.44221   -0.55188    0.06718
 -0.052342   0.39831   -0.20833    0.3516     0.10047    0.41308
  0.5271    -0.42172    0.0042364 -0.31052   -0.053838  -0.56989
  0.14388   -0.33039    0.14914    0.62709    1.0855    -0.16416
  0.31868   -0.05471   -0.019117  -0.87067   -0.876      0.17289
  0.40334    0.34146   -0.22688   -0.39313   -0.42437   -0.28851
  0.060065   0.77316    0.38674    0.74253    0.50886   -0.66581
 -0.41791    0.049386  -0.18204   -0.32762   -0.1007     0.5483
 -0.7916     0.043939  -0.55436    0.23772    0.30439    0.3164
 -0.24897    1.0206    -0.4564    -0.53975    0.83323   -0.51395
  0.76404   -0.065444  -0.51031   -0.59467    0.52838   -0.33397
  0.38413    0.051269   0.35156    0.61448   -0.044263   0.79697
 -0.074816   0.69589    0.19988   -0.52542   -0.36403    0.19984
  0.27254   -0.09872   -0.037988  -0.28929  ]"
11,12mo,"[-9.3813e-02 -5.1229e-02 -1.8569e-01  8.2244e-02  2.6178e-01 -2.2245e-01
  2.5577e-01  1.4500e-01  8.0808e-01  5.1030e-02  7.4539e-04 -6.0586e-01
  4.6963e-02 -1.0325e-01 -1.9243e-01  1.5722e-02 -7.2315e-01  2.0256e-01
  1.3603e-01 -4.0995e-01  3.1757e-01 -5.0764e-02 -9.7418e-02 -9.6879e-02
  2.2714e-02  3.4074e-01  3.2603e-01  1.4412e-01  2.1662e-03  3.4468e-01
 -1.2539e-01 -2.8445e-01 -5.6716e-01 -6.4299e-01 -5.8339e-01 -4.1986e-01
  4.6490e-01  2.0791e-01  3.6444e-01 -2.8193e-01  1.1406e+00 -4.9990e-01
 -7.0056e-02 -2.2133e-01  2.6931e-01 -5.3662e-01 -9.0127e-03 -4.9774e-02
  2.0464e-01  2.6318e-01 -4.1965e-02  2.0813e-01  2.0971e-01 -4.8338e-01
 -1.8157e-01  4.6921e-01  2.5576e-01  2.0173e-02 -8.1166e-01 -3.2784e-01
 -4.9148e-01 -5.7059e-01 -4.8484e-02 -3.4223e-01 -1.8788e-01 -2.4498e-01
 -2.7531e-01 -2.1822e-01  3.0104e-01  9.5609e-02 -1.9335e-01  4.9632e-01
  5.4630e-01 -1.3945e-03 -4.4936e-01 -4.3173e-01  4.8830e-01 -8.5371e-03
  2.1949e-01 -6.9637e-01 -1.1289e-01  6.0332e-02  4.2892e-01 -1.3915e-01
  2.8328e-01 -6.0069e-02 -5.7801e-02 -4.1033e-01  6.8558e-02  1.3977e+00
 -1.0361e-01 -4.7592e-02  1.1973e+00 -3.8755e-01  2.0911e-01  3.7031e-01
  3.7178e-01 -1.4024e-01 -8.8851e-02 -2.7760e-01]"
12,meelis,"[ 7.0092e-02 -2.3064e-01 -1.3872e-01  3.8395e-01 -2.3508e-01 -9.5208e-02
  2.6484e-01  1.5911e-01  4.6099e-01 -4.6734e-01 -2.5906e-01 -3.8184e-02
 -1.5348e-01 -3.5852e-01  4.5112e-01  2.8810e-01 -2.6551e-01  2.3735e-01
 -1.0926e-01  2.1727e-01 -3.2947e-01 -4.4335e-02  3.4555e-02  2.8818e-01
 -1.9710e-01 -4.2792e-04  2.2219e-01  2.8774e-01  1.6833e-02  3.4902e-01
 -4.2539e-01 -3.7647e-01 -1.5698e-01 -5.6501e-01  1.6730e-01  5.3459e-02
  3.0981e-01 -1.8849e-01 -1.3031e-01 -6.6993e-02  3.2516e-01  1.7392e-01
  3.5442e-01  2.3564e-02 -4.3898e-01 -1.1856e-01 -1.3430e-02  4.3862e-01
 -2.5676e-01  1.8305e-01  1.7660e-01 -2.1264e-01 -7.2120e-02 -6.4351e-01
  2.0230e-01  8.1625e-01  6.5770e-03  5.4582e-01 -7.5371e-01 -1.5670e-01
  2.6800e-01 -4.5242e-01  2.7408e-01 -1.6086e-01 -4.9379e-01 -6.3759e-04
  9.0331e-02 -4.1262e-01  3.2130e-01  8.7488e-02  3.1811e-02  5.6650e-01
  3.3648e-01  1.3320e-01 -3.4913e-01 -1.2204e-01 -2.4748e-01  3.8941e-01
  5.6665e-01 -1.2414e-01 -4.2223e-01 -5.2561e-01  8.4448e-02 -1.2508e-01
  8.6776e-01  2.3533e-01  9.3247e-02  2.4672e-01  2.4894e-01  6.1165e-02
 -1.3495e-01 -3.2716e-01  1.9118e-01 -1.5051e-01  1.1428e-01  4.4774e-02
  4.7230e-01 -1.6275e-01 -1.2674e-01 -4.4719e-01]"
13,oneshot,"[-0.10931    0.60702    0.29103    0.17773    0.622      0.029868
  0.19401   -0.031822   0.27151    0.333      0.069159   0.28089
 -0.49207   -0.91626    0.08326    0.11282   -0.02699    0.37857
  0.26083    0.24163   -0.2514     0.20108   -1.3649    -0.31073
 -0.17709   -0.030705   0.51219    0.58515   -0.47934    0.11441
 -0.13791    0.45858   -0.19538   -0.9105     0.30081    0.58542
 -0.44498   -0.93046    0.18703   -0.48658    0.49284    0.16281
 -0.78358    0.34486    0.28707    0.063115   0.1134     0.037009
 -0.14324   -0.35092    0.79748    0.14204    0.21092   -0.69785
 -0.26935    0.59766    0.5198    -0.60452    0.46606   -1.0318
 -0.58824   -0.61185   -0.0074047 -0.83004   -0.12197    0.16133
 -0.59828   -0.33908   -0.017507  -0.46513   -0.98425   -0.24723
 -0.31595    0.24503    0.22752   -0.23267   -0.24626    0.33583
 -0.47616   -0.35137   -0.3546    -0.25291    0.5842    -0.40204
  0.22228    0.47236    0.19575   -0.53912   -0.26915    0.10119
 -0.43318    0.25325    0.24826   -1.1301    -0.21458    0.024522
  0.78215    0.81761    0.15142    0.33265  ]"
14,sl500,"[ 0.27776    0.21661   -0.081352   0.21728   -0.070726   0.28924
  0.4015     0.17032    0.60426    0.44754   -0.043363   0.22455
 -0.13793    0.079255  -0.21714    0.29136   -0.059972   0.17646
  0.33567   -0.27952   -0.2783    -0.11362   -0.27175    0.26901
 -0.17029    0.27525   -0.22039    0.1494     0.052535  -0.36535
  0.079029   0.097289  -0.23588   -0.25474    0.30161   -0.3587
  0.14628   -0.40145    0.079267   0.70384    0.65372    0.065454
 -0.16605    0.21678   -0.46423    0.40716    0.56468    0.37726
  0.20853    0.052712  -0.072195  -0.18099   -0.41711   -0.2347
  0.0019004  0.44377   -0.038851   0.82406    0.25277   -0.58178
  0.54265   -0.4706     0.37629   -0.4152    -0.519     -0.40025
 -0.43387   -0.095987  -0.10919    0.050931   0.3442    -0.23482
  0.17084    0.066993  -0.10094    0.14372    0.36043   -0.64671
  0.11065   -0.1374    -0.64395   -0.048956   0.60477   -0.80086
  0.78442   -0.29162   -0.19201   -0.22654   -0.21791    0.26387
  0.16737    0.17534    0.10635   -0.2109     0.53843    0.13378
 -0.084195   0.72965   -0.20274    0.23644  ]"
15,rushcutters,"[ 1.1718e-01 -4.3280e-01  1.6036e-01  1.8549e-01  4.1218e-01 -1.9808e-01
  1.8539e-01 -8.4536e-02 -1.0466e-01  4.6477e-01  1.4532e-01  3.1026e-01
 -3.6967e-01 -2.7270e-01 -6.2722e-02 -5.7827e-02 -5.3851e-01 -1.1102e-01
  4.1352e-01 -4.2567e-01 -5.0338e-01  3.5404e-01 -3.5522e-01 -4.4154e-01
  8.1841e-02  2.0568e-01 -4.1628e-02  1.4458e-01 -5.4162e-02  5.5667e-01
 -6.4774e-03 -2.5155e-01  5.0704e-01  3.7142e-01  2.4523e-01 -7.0294e-02
 -1.6617e-01 -6.1783e-02  1.8682e-01 -9.1852e-01  3.2676e-01 -2.3400e-01
 -6.8387e-01  1.3268e-01 -1.3279e-01  5.6209e-01  4.3487e-01  1.0226e-01
  6.5544e-01  8.1954e-01  3.3857e-02 -1.4114e-01 -4.0030e-01 -6.0721e-01
 -6.9965e-02  3.5109e-01 -2.1948e-01 -4.6702e-01 -4.5475e-01 -5.6400e-01
 -1.1015e+00 -1.8405e-01 -1.3313e-01 -3.5899e-01 -5.0999e-01 -5.2895e-02
 -1.3738e-01 -3.1940e-01 -5.8888e-01  7.3176e-01 -7.5686e-02  7.9813e-01
 -3.4933e-01  4.4020e-01 -2.2406e-02 -1.7139e-04  3.1782e-01 -3.1524e-02
  7.4271e-01  2.9288e-01 -5.8163e-01  6.0795e-01  2.5763e-02  3.0372e-01
 -7.4914e-05  1.1026e-02  6.3788e-02  5.4840e-01  1.9575e-01  9.2335e-01
 -1.1681e-01 -4.4279e-01  3.2585e-01 -4.1428e-01  3.3252e-01  1.9938e-01
 -5.3844e-02  5.3326e-01  1.7284e-01  1.6101e-01]"
16,6-28,"[-0.16103   -0.20314    0.065443   0.33067    0.19746   -0.2895
  0.20763   -0.029916   0.078804  -0.27805    0.036658   0.16698
  0.40686    0.071178   0.010171   0.096107  -0.18566    0.18583
  0.11583   -0.13699    0.19597   -0.032242   0.13686   -0.022962
 -0.4374     0.0019373 -0.29563    0.26702    0.50819   -0.50272
 -0.13666   -0.72531    0.25318   -0.65901   -0.061862   0.082123
 -0.21753   -0.27953   -0.27228    0.29894    0.64177    0.31012
  0.10447   -0.15079    0.12653   -0.15625    0.16569   -0.11634
 -0.158     -0.31873    0.39771   -0.18093   -0.28401   -0.57123
 -0.024048   0.25288    0.24554    0.28757   -0.049335  -0.25651
 -0.17144   -0.077506   0.33347   -0.31206   -0.58917    0.21244
 -0.70464   -0.74773   -0.31465    0.065036  -0.1342     0.39367
 -0.45288    0.51234   -0.58785   -0.03127    0.77917    0.14075
  0.65494   -0.067024  -0.53561   -0.18986    0.63698   -0.13076
  0.48641    0.049538   0.17466    0.27256   -0.63916    0.53447
 -0.42653    0.13895    0.72158   -0.32732    0.66561    0.28597
  0.4514     0.17504   -0.29816    0.018862 ]"
17,krauskopf,"[ 3.7637e-01 -6.0250e-01 -5.1859e-01 -4.6364e-01  1.1416e-01 -1.9303e-01
  3.1559e-01 -3.5252e-02  6.1267e-01  3.5041e-02 -1.6579e-01  4.7226e-01
 -2.1233e-01 -3.3079e-01 -2.9671e-01 -9.8021e-02 -2.2552e-01 -4.8763e-02
  4.8465e-01  7.6464e-02 -4.4077e-01 -8.0713e-02 -2.3410e-02 -1.0709e-01
 -5.9016e-01 -2.0575e-01  3.5639e-01  4.8950e-01  2.2822e-01  1.9424e-01
 -1.8538e-01  1.1427e-01  5.9884e-03 -3.7069e-01  1.4771e-01 -2.5008e-01
  4.0479e-01 -2.2097e-01 -1.4462e-01  4.7900e-02  1.8556e-01  3.8663e-01
 -1.0200e-01  8.6597e-02 -6.7614e-02  5.1419e-01 -9.0423e-02 -4.1055e-02
  4.5567e-01 -1.2668e-01 -8.3603e-02  2.2587e-01  1.5789e-03 -3.7327e-01
  8.9286e-02  6.7815e-01  3.5026e-01 -1.7396e-01 -7.7457e-01 -3.5417e-02
  2.3860e-01 -5.8143e-01  5.3763e-01 -2.7367e-02 -9.6708e-02 -1.7646e-01
 -3.0901e-01  8.0682e-02 -1.2968e-01  2.4209e-01  2.6583e-01  2.8437e-02
  2.8257e-01  2.2275e-01  1.0665e-01  2.1130e-01  2.1563e-01 -3.3859e-01
  3.4048e-01 -4.1734e-04 -4.9284e-01 -3.1523e-01 -7.2015e-02 -4.1890e-01
  2.0934e-01  1.0781e-01  8.7727e-02  5.7552e-02 -1.8473e-01  1.0046e-01
 -5.1138e-02  3.3678e-02 -1.9516e-01 -1.7743e-01  4.5427e-01  2.9992e-01
  1.9019e-01  3.5044e-01 -5.1608e-01  3.1102e-01]"
18,endah,"[-0.59865    0.11298   -0.76807    0.13993   -0.020438  -0.25228
  0.22009    0.43886    0.29322    0.04414   -0.28396   -0.1105
 -0.044417   0.076466   0.20357    0.31665   -0.077892   0.44243
 -0.22196    0.1714    -0.67079   -0.10738    0.10072    0.099503
  0.13466    0.491     -0.32123    0.65018   -0.21434   -0.62331
 -0.027149  -0.80207    0.021925   0.0085118  0.21153   -0.49816
 -0.10379    0.24161    0.30402   -0.16794    0.18802    0.40172
 -0.14146    0.32155    0.053529   0.26615    0.047731   0.22839
 -0.26156    0.13605    0.66002    0.062823   0.26784   -0.53784
  0.1936     0.67448   -0.23402    0.3947    -0.55518   -0.45335
 -0.13548   -0.79512    0.43605   -0.38555   -0.78775    0.40324
 -0.23657   -0.041115   0.03852    0.24916    0.44657   -0.21302
 -0.024501   0.25054    0.4168     0.4022    -0.072611  -0.23396
 -0.045094   0.14808   -0.28744    0.055637   0.48541   -0.26911
  0.79059   -0.21525   -0.17253   -0.0079747 -0.01488    0.27984
  0.40349   -0.076647   0.28219   -0.33057    0.65435   -0.13955
  0.10242    0.88393   -0.77304    0.4428   ]"
