,word,values_
10,coltish,"[ 0.020631 -0.085453 -0.011903  0.09724  -0.10992   0.1202   -0.21798
 -0.016454 -0.24443   0.68032  -0.4439    0.023658  0.13626  -0.36267
  0.28796   0.10909  -0.5595   -0.27365   0.37036  -0.049774 -0.11111
 -0.008026 -0.20714  -0.022553  0.061862  0.58176  -0.30308   0.022356
 -0.12307   0.22746  -0.062867 -0.04588   0.031741 -0.69348   0.040533
 -0.12907   0.16051   0.027025  0.38781   0.17643   0.56527   0.13237
  0.30434  -0.099294  0.52616   0.1648    0.27153   0.47504   0.16752
  0.52688  -0.11708  -0.28928  -0.31309  -0.19703   0.93267   0.42164
  0.17308   0.093766 -0.4679   -0.65113   0.24515  -0.10062   0.13773
  0.14373  -0.49959  -0.30925  -0.20383  -0.20572  -0.21605  -0.33515
  0.26695   0.006968 -0.22417   0.23812   0.28053   0.14338  -0.22582
 -0.39627   0.81567  -0.3284    0.072311  0.31109   0.38474   0.17731
 -0.11612  -0.45963   0.23258   0.47604  -0.64309  -0.084285  0.067
  0.1665    0.21945   0.076586 -0.047447 -0.25077  -0.21662  -0.12898
 -0.67547   0.36107 ]"
11,"4,470","[-0.37642    0.27933   -0.45518    0.50473   -0.40568    0.0070195
  0.0037398  0.21001   -0.12204   -0.26686    0.5745     0.31182
 -0.15382   -0.36936    0.047172  -0.057072   0.18083    0.15203
 -0.084606  -0.051156   0.0096957  0.14641   -0.12294    0.04162
  0.11857   -0.19967    0.70964    0.38915    0.083792  -0.11492
  0.36959   -0.2487     0.0094426  0.096872  -0.21129   -0.18371
 -0.3158    -0.43958   -0.013849   0.33304    0.10788   -0.21126
 -0.26689    0.10213   -0.44028   -0.39841    0.40349   -0.082378
 -0.44637   -0.4344     0.20677   -0.17873   -0.14712   -0.21302
  0.19993    0.67049    0.13233   -0.089867  -0.50361   -0.40334
  0.14643   -0.13113   -0.047848   0.48094   -0.93346   -0.14407
  0.090188  -0.28186    0.12321   -0.18635   -0.072636   0.31801
  0.30143    0.44603   -0.23822    0.20505   -0.092371   0.21891
  0.51646    0.1453    -0.26827   -0.14113    0.29708   -0.16157
  0.56015    0.52151    0.12901    0.48873   -0.096493   0.5189
  0.084205   0.2612    -0.0153    -0.1974    -0.47108    0.24994
  0.071974   0.60308   -0.069213  -0.2354   ]"
12,40-hectare,"[ 0.53274   0.17127  -0.081389  0.32344  -0.29882  -0.22896  -0.11125
  0.69121   0.54101   0.024759  0.17262   0.39296   0.23045  -0.35329
  0.070881  0.86813   0.24432  -0.084621  0.22547  -0.042734 -0.081987
 -0.095583 -0.23711  -0.11414  -0.26801  -0.3929   -0.023043  0.67249
 -0.79748   0.57779  -0.5802    0.51562   1.1914   -0.1874   -0.43554
 -0.64581  -0.36251   0.41224   0.63725   0.94242   0.94698  -0.17741
  0.23913   0.14211   0.16855  -0.64387  -0.44204   0.83622   0.43071
  0.35093   0.62277   0.46333  -0.3459   -0.6962    0.49236   0.75363
  0.59527   0.018626 -0.45118  -0.51002   0.061579  0.33324  -0.34124
 -0.42884   0.29366   0.1928   -0.61793  -0.74744  -0.063242 -0.062211
  0.14774   0.43947   0.15512   0.20084  -0.38709  -0.59452  -0.24864
 -0.2571    0.16225   0.53476  -1.0401   -0.53159   0.35581  -0.56898
  0.80519   0.62963   0.42822   0.24911  -0.31722   0.63737  -0.1772
  0.068848  0.17614  -0.35613   0.1282   -0.45639   0.54653  -0.14315
  0.009202 -0.13151 ]"
13,negrón,"[-1.8611e-01 -1.9396e-01 -5.3811e-01  8.8368e-02  3.2252e-01 -1.3165e-01
  2.9837e-01  2.5133e-01  6.3556e-01 -4.7639e-01 -2.3310e-02  1.7454e-01
 -3.5911e-01 -8.3122e-01  1.0843e-01  2.8448e-01 -5.3477e-01  5.7291e-01
  3.0127e-01 -3.0127e-01 -6.0994e-01 -7.6301e-01  3.4501e-01  4.2905e-01
 -2.2134e-01  1.8010e-01  2.6250e-01 -1.3258e-01  4.6885e-01 -1.3108e-01
  7.2485e-02  3.8955e-01  4.5126e-02  2.0398e-01  3.2838e-01 -3.9660e-01
 -2.1869e-01 -4.5142e-01  3.4212e-02  2.3231e-01  7.0813e-01 -2.4912e-01
  5.4070e-01  4.8108e-01  6.1555e-03 -1.4905e-02  4.6771e-01  2.3676e-01
  2.6795e-01  6.8403e-01 -3.9436e-01  8.7700e-02 -7.2768e-02 -2.1811e-01
  1.2951e-01  5.6949e-01 -7.9370e-02  3.2770e-01 -9.7007e-01 -1.5274e-01
  9.5660e-02  4.3615e-01  7.8459e-01  1.1504e-01 -1.0871e-01 -9.6072e-03
 -3.0469e-01 -5.7235e-01 -8.3932e-02 -2.8708e-01 -2.2736e-01  2.2828e-01
 -2.4695e-01  3.0621e-01 -1.4640e-01  3.2463e-01 -3.0972e-01  1.6045e-01
  2.7925e-01 -3.8451e-02 -2.4436e-01 -2.7796e-01 -1.1068e-01 -3.0214e-01
  7.9969e-01 -1.9128e-01 -4.3368e-01 -1.2218e-01 -3.3228e-01  4.9410e-02
 -4.8343e-01 -1.9205e-01 -2.0479e-01 -8.3658e-02  2.6447e-01  3.8562e-01
 -8.4659e-04  9.3341e-02 -6.2623e-01 -7.9286e-02]"
14,32.02,"[ 0.69743     0.15491    -0.23555     0.24099    -0.10867     0.15112
 -0.019233   -0.27258     0.61487     0.29682     0.29622     0.23439
 -0.77044    -0.55151     0.10843     0.019104   -0.3965     -0.44021
 -0.21426     0.069336   -0.30045    -0.34251    -0.41577    -0.24426
  0.29295    -0.29378     0.075837    0.14444     0.40538    -0.25493
  0.20707    -0.54627    -0.058735   -0.30527    -0.048855    0.31237
 -0.0066065  -0.79216    -0.274       0.2619      0.20008     0.18042
 -0.34406     0.27945    -0.27256     0.31017    -0.46466     0.52136
 -0.34037    -0.40938     0.39961    -0.021824    0.18628    -0.098237
  0.1523      0.53038    -0.073839   -0.18726    -0.33562    -0.31104
 -0.070772   -0.47601     0.096822    0.0053767  -0.81383     0.00099445
 -0.4124     -0.13279    -0.022174    0.14026    -0.50981     0.40396
  0.21243     0.21078    -0.42001     0.34656    -0.50574    -0.042924
  0.36894     0.18997    -0.44229     0.30592     0.020964   -0.21778
  0.5464      0.60978     0.48139     0.98175    -0.14893     0.53775
 -0.2202      0.41008    -0.027478   -0.066207   -0.019493    0.098429
 -0.16149     0.056196   -0.19431    -0.4422    ]"
15,"2,211","[ 4.3658e-01  3.1877e-01  8.1390e-02  2.3437e-01  1.9824e-01  2.5074e-01
 -6.6736e-02 -2.9734e-01  1.7488e-01 -2.9549e-01  5.2924e-01 -9.8602e-02
 -3.7440e-02 -6.3371e-02  1.4398e-01  2.6145e-01 -1.1872e-01  2.0234e-01
  7.8897e-02 -2.6485e-02 -1.3898e-01  4.1915e-01  5.5558e-01 -4.5882e-01
 -1.0637e-01 -4.7565e-01  2.3321e-01  5.6318e-01  3.7142e-02 -2.3913e-01
 -8.5329e-02 -3.5839e-01 -1.3543e-01  1.0863e-02 -1.3351e-01 -2.4527e-01
 -1.2181e-01 -9.7172e-02  1.5982e-01  6.9189e-01  7.7091e-04  9.6111e-02
 -5.6792e-02  2.5277e-01  2.1202e-01 -2.1504e-01  3.1420e-01 -1.2644e-02
 -5.5573e-01  3.7060e-01  4.1919e-01 -1.1346e-01 -1.4458e-01 -9.4334e-02
  3.6907e-01  1.2381e+00  3.5789e-01 -3.2269e-01 -8.1303e-02 -2.0832e-01
  2.6347e-02  2.0522e-01  5.0097e-01  4.5657e-01 -5.9079e-01 -1.7404e-01
 -3.4339e-01 -3.2965e-01  8.0788e-02 -7.6730e-03  7.8519e-02  1.0394e-01
 -8.8411e-02  7.1388e-01  1.5339e-01  4.9800e-01  3.0730e-01  1.8572e-01
  1.3226e-01  3.2655e-02 -5.4753e-01 -2.4763e-01  3.7875e-01  3.4009e-01
  2.4586e-01 -2.3754e-01  3.5928e-01 -2.6311e-02 -2.8613e-01  3.7448e-01
 -4.3324e-01  6.2572e-01  5.0705e-02 -6.1238e-01 -3.7185e-01 -3.3975e-02
  1.9775e-02  4.7895e-01 -7.2910e-03 -3.3507e-01]"
16,morii,"[-0.23007   -0.30222   -0.083476   0.20101    0.37693   -0.61857
  0.017301   0.15512    0.68121   -0.83349   -0.034193   0.58263
 -0.41183    0.3756     0.062146  -0.064973  -0.53781   -0.059323
  0.23123   -0.11022   -0.71395    0.015268  -0.53867    0.45822
  0.19137    0.38059   -0.4007     0.36626    0.17372   -0.37839
  0.17872    0.0083328  0.44203   -0.35762    0.18856   -0.19815
  0.0033201 -0.51219    0.08258   -0.027408  -0.047812   0.0080804
 -0.032744   0.14846    0.057313   0.57377   -0.41589    0.28081
 -0.32557    0.72505    0.18689    0.27077    0.17938   -0.7064
 -0.20315    0.098455   0.17742    0.19068   -0.13724   -0.31531
 -0.21689   -0.27982    0.037227  -0.05648   -0.19993    0.42321
  0.079789  -0.55362   -0.28683    0.020926  -0.28919   -0.24642
  0.53318    0.73627    0.35076   -0.15703   -0.33055   -0.034575
  0.48113    0.10606   -0.29856    0.23011   -0.24337   -0.25325
  0.97424    0.32987   -0.018825   0.29506    0.29386    0.36766
 -0.076892  -0.33042   -0.3172    -0.33156    0.50692    0.029839
  0.077623  -0.33565   -0.10471   -0.010894 ]"
17,komarova,"[ 0.52105    0.37466    0.24666    0.52146    0.19113   -0.36756
 -0.62023    0.37908    0.33963   -0.16709    0.63949    0.13678
 -0.018525  -0.073079   0.053418   0.28197   -0.27668    0.7503
 -0.28091   -0.37097   -0.58251    0.62195   -0.20869    0.015856
  0.11845    0.30345    0.055519   0.72472    0.22707   -0.28359
 -0.055935  -0.30825    0.12877   -0.91036    0.35992   -0.92594
 -0.0089052 -0.67717    0.44989   -0.037054   0.42165   -0.057268
  0.60083   -0.069992  -0.033745  -0.74355   -0.12689    0.29148
  0.6297     0.43429    0.47773    0.22195   -0.19503   -0.54967
  0.48466    0.36824    0.32182   -0.10177   -0.44571   -0.54773
 -0.079572  -0.3332     1.0446     0.046236  -0.34533   -0.16656
 -0.15657   -0.10979   -0.28997   -0.067628   0.24868   -0.014131
 -0.41868    1.1713    -0.1536     0.016473   0.29256   -0.25074
  0.65256   -0.28098   -0.24604   -0.14245   -0.1004    -0.049561
  0.63381   -0.13718   -0.11549    0.25448    0.0075527 -0.016568
  0.24277   -0.25323    0.30677   -0.38604    0.59835    0.2601
 -0.13996    0.12431   -1.023      0.011794 ]"
18,pungens,"[-0.22386   -0.13599   -0.065795   0.32637   -0.44595   -0.31725
  0.053204   0.15595    0.29865   -0.63913   -0.0018698  0.15924
 -0.068788   0.52085   -0.1777     0.21308   -0.053063  -0.089887
 -0.093786   0.24541    0.42702    0.0080692 -0.23456    0.088355
 -0.16485    0.66511    0.51933    0.51706   -0.35394    0.27197
 -0.30262   -0.054465   0.20452   -0.17239    0.083622   0.095305
  0.019502  -0.56272    0.3982    -0.24379    0.18974    0.049597
  0.2505     0.48122   -0.24476   -0.33588   -0.1087     0.19612
 -0.64144    0.82482    0.017079  -0.081569  -0.58755   -0.10889
 -0.049464   0.37748    0.44129    0.57655   -0.60402   -0.84799
  0.27299   -0.27542   -0.33367   -0.25345   -0.22145    0.20513
 -0.068537  -0.37322    0.14412   -0.015552   0.32936    0.33237
  0.068908   0.45724    0.42517    0.31184   -0.036178   0.5031
  0.45531   -0.0035005 -0.63262   -0.71923   -0.015682  -0.18382
  0.71099   -0.099736  -0.074387  -0.22017    0.2316     0.70056
 -0.51331   -0.26482    0.15555   -0.18159    0.72396   -0.14463
 -0.055373   0.2555    -0.45858   -0.38577  ]"
19,idioma,"[-0.36031   -0.33275    0.11691    0.50796    0.023023  -0.5826
  0.35414   -0.0024619  0.75978   -0.21299   -0.053102  -1.0337
 -1.1748     0.27989   -0.043465   0.40742   -0.58982    0.13548
  0.23655    0.7988     0.053191   0.95331    0.05527    0.10378
 -0.10659    0.18567    0.84434    0.21875    0.13319    0.038662
  0.43306   -0.64276   -0.089366   0.32559    0.48713   -0.44985
 -0.19946   -0.42023    1.0861    -0.32214    0.34275    0.036782
 -0.35191    0.3595     0.44622   -0.0086287 -0.23497    0.56033
 -0.80709    0.017109   0.27648    0.31488    0.023484  -0.53544
  0.35963    0.18564    0.57837    0.72318   -0.044799  -0.24902
 -0.029842  -0.42491   -0.19709   -0.68888    0.0043558  0.045171
 -0.50757   -0.014679  -0.46168    0.19581   -0.38273    0.28407
  0.38083   -0.083768   0.60012   -0.44649    0.54128    0.36509
  0.97323   -0.043464  -0.094288  -0.26612    0.3213    -0.40662
  0.70286    0.065726  -0.082904  -0.1518     0.35375    0.31663
 -0.54705    0.089403   0.9279    -0.097363   0.0033561  0.37046
 -0.33312   -0.13539    0.1535     0.055025 ]"
