,word,values_
7,zazu,"[ 0.23596   -0.11162   -0.069002   0.086445   0.0074029  0.088521
 -0.3387    -0.41815    0.18857   -0.72092   -0.075126   0.2032
 -0.3649     0.23486   -0.083438   0.1933    -0.17413    0.1862
  0.61167    0.28753   -0.57243   -0.19828   -0.50995   -0.12447
  0.11739    0.387     -0.10165    0.54485    0.22888   -0.24024
  0.63408   -0.29092    0.3074     0.23151   -0.10819    0.35176
  0.15094   -0.31566    0.44531   -0.040337   0.21673    0.27557
  0.14118    0.18887   -0.31375   -0.10361   -0.25031    0.085439
 -0.37689   -0.22442   -0.46823    0.75766    0.052409  -0.11686
 -0.17136    0.93755    0.31901    0.032024  -0.98969   -0.42771
  0.44734    0.047034   0.029146   0.025496  -0.18189    0.26936
  0.021721  -0.22052    0.27296    0.43449    0.65512   -0.35047
  0.17954    0.14508    0.14988   -0.19887   -0.2797     0.02588
  0.44079    0.22269   -0.30184   -0.34153   -0.012805   0.16408
  0.54579   -0.18666    0.07097   -0.167      0.26324    0.18316
 -0.20069    0.016245   0.16248    0.01632    0.20495   -0.077112
  0.02747   -0.028059  -0.65634   -0.19976  ]"
8,stais,"[ 0.70204   -0.17424   -0.09119    0.12215   -0.63501   -0.16641
  0.42071   -0.39258    0.034821   0.31074    0.10479    0.34717
 -0.39423   -0.16336   -0.17293    0.2838    -0.36241    0.61439
 -0.0030531  0.060833  -0.66784   -0.031992  -0.48571   -0.4828
 -0.17399   -0.24042   -0.3711    -0.038041   0.28659   -0.13669
 -0.13492   -0.25251    0.56682    0.11754    0.45998   -0.19172
  0.29209    0.081407   0.27641    0.092962   0.32141    0.59284
  0.23612    0.5556    -0.11723    0.47102   -0.17205    0.13993
  0.20674    0.48227    0.40579    0.21592   -0.44276   -0.57647
  0.24767    0.89042    0.59242   -0.13397   -0.36529    0.3361
 -0.0099731 -0.25444    0.31024    0.069733  -0.49801    0.20278
 -0.007187   0.36959    0.45492    1.0215     0.55427   -0.4809
  0.24057    0.65409    0.13907   -0.12594    0.15341    0.18222
  0.45024    0.14868   -0.5174    -0.47958   -0.34189    0.34814
  0.49062    0.023945   0.13861   -0.030734  -0.34662    0.13756
 -0.46765    0.20687    0.25362   -0.49525    0.22607   -0.42304
  0.21216    0.11493   -1.2316     0.48323  ]"
9,98.37,"[-0.070981  -0.14984    0.055      0.15535   -0.33334    0.54308
 -0.30026   -0.011955   0.055571   0.32254    0.22304    0.10661
 -0.3412     0.079868   0.49699   -0.35509    0.19046   -0.54697
 -0.38842    0.10197   -0.13592   -0.040964   0.20142   -0.30727
 -0.029877   0.36709    0.19424    0.21334   -0.48466   -0.093996
  0.32829   -0.011612  -0.1241    -0.030863  -0.47769   -0.029102
  0.1103    -0.43956   -0.068232   0.79218    0.0040904 -0.24618
 -0.61239    0.22801    0.085037  -0.43191    0.3833     0.75907
 -0.65643   -0.55891    0.062989  -0.36352    0.41084   -0.50623
  0.010744   0.96292   -1.0869     0.030402  -0.082924  -0.2561
  0.40445   -0.27593   -0.47037    0.2787    -0.45689   -0.8646
 -0.37366   -0.35754   -0.44845    0.076553   0.33586    0.09719
 -0.3968     0.056692   0.087552   0.2837     0.17302    0.13084
  0.42755   -0.1332    -1.1178     0.050896   0.53699   -0.23438
  0.093725   0.44365   -0.26916    0.78587    0.55193   -0.15164
 -0.25926   -0.4352     0.08558    0.1811     0.18317   -0.51896
 -0.31284    0.2154    -0.11388   -0.49693  ]"
10,gheorge,"[ 0.11213    0.15133   -0.21248    0.57026   -0.14989   -0.21522
 -0.19004    0.16422    0.3129     0.13584    0.073601   0.072569
 -0.61178   -0.063616  -0.098625   0.50604   -0.43778   -0.05035
 -0.038749   0.15878   -0.94734    0.46167   -0.20238    0.061884
  0.067482   0.38316   -0.34862    0.22879    0.19809    0.49227
 -0.87994    0.38887   -0.11381   -0.14167   -0.49843   -0.8076
  0.065585  -0.079058  -0.27954    0.0020985  0.12855    0.43432
 -0.071999   0.59385    0.16471   -0.12078   -0.071481   0.3343
  0.75625    0.39974    0.33183    0.24847   -0.043617  -0.39131
  0.15396    1.024     -0.28647    0.50472   -0.14941    0.13388
 -0.001752   0.06472    0.63552    0.032026  -0.2983     0.55473
  0.13187   -0.30653   -0.34631    0.13297    0.66393   -0.070454
  0.53099    0.11549   -0.45503   -0.0090827 -0.55493    0.26229
  0.41533   -0.31895   -0.53655   -0.42864   -0.017152  -0.044451
  0.5896     0.12323    0.20508    0.29722   -0.17341   -0.29806
  0.18685   -0.30484    0.1749    -0.41541   -0.07452   -0.41308
  0.051744   0.26548   -0.39539    0.0082774]"
11,30.04,"[ 0.37067    0.21154   -0.0074643  0.27587   -0.03112    0.25911
 -0.046577  -0.7        0.50372   -0.036895   0.3861     0.21686
 -0.63282   -0.11358    0.20877   -0.0072246 -0.20532   -0.36476
  0.047259   0.59267    0.15962    0.37711   -0.1189    -0.57087
  0.3268    -0.0076265  0.45377   -0.14863    0.49821   -0.061659
 -0.065594  -0.48074    0.23141   -0.33847    0.20659    0.14865
 -0.039173  -0.72564    0.041254  -0.11267    0.40061   -0.15484
  0.10491   -0.073008  -0.31946    0.3176    -0.50445    0.51282
 -0.20177   -0.74901    0.0093199 -0.15581    0.26926   -0.73037
  0.27282    0.62487    0.021608   0.26243   -0.22553   -0.064108
 -0.040459  -0.62714    0.073538  -0.047745  -0.56405    0.28827
 -0.58169   -0.11065    0.26819   -0.044956   0.065001   0.060607
 -0.23177    0.38475   -0.53039    0.26077   -0.44668    0.23936
  0.60293    0.040964  -0.26109    0.34723    0.31891   -0.41471
  0.79023    0.41829    0.5724     0.98353    0.17034    0.64586
 -0.52222    0.36647    0.21265    0.17421   -0.086706  -0.14553
  0.093376  -0.096786  -0.15548   -0.39756  ]"
12,"1,987","[ 0.382      0.10528   -0.42447    0.14792   -0.074545   0.2391
 -0.037217   0.086871   0.021914   0.10741    0.72026    0.33657
  0.31687   -0.33184    0.043253   0.038543  -0.55292    0.07725
  0.16455    0.094399  -0.29659    0.028226  -0.036616  -0.088711
  0.018052  -0.70389    0.41689    0.83627   -0.14662   -0.441
  0.083703  -0.59562    0.013398  -0.37719   -0.20034   -0.25732
  0.17063   -0.012461  -0.14766    0.44031    0.27979    0.16949
 -0.34874   -0.083574   0.19908    0.12282   -0.027279   0.11151
 -0.51145    0.44478   -0.044949   0.1054    -0.33699   -0.46068
  0.10811    0.73832    0.48338   -0.32723   -0.33489   -0.35878
 -0.34513   -0.13861    0.16751    0.39215   -0.39823   -0.025897
 -0.076416  -0.25953    0.33929   -0.25966    0.013214   0.17505
 -0.01402    0.18481    0.17408    0.56057   -0.071239  -0.21192
 -0.0044306 -0.23239   -0.2393    -0.33513    0.45529    0.36168
  0.43508   -0.25152    0.30153   -0.056507  -0.38915    0.11108
 -0.19107    0.56402   -0.35187   -0.64545    0.15496   -0.096989
  0.084271   0.13971   -0.10021   -0.44817  ]"
13,28.88,"[ 3.7189e-01  3.1559e-01  4.7275e-02  1.5879e-01 -1.3779e-01 -4.0202e-03
 -1.2378e-01 -3.0275e-01  1.1788e-01  2.5477e-01  1.1103e-01  2.3821e-01
 -9.5629e-01 -4.2021e-01  1.4820e-01  1.5527e-01 -3.4892e-01 -2.8222e-01
  7.0841e-02  4.5639e-01  2.4527e-01  8.2010e-02 -1.0978e-01  6.1475e-03
  1.8299e-01 -2.9958e-01  1.7330e-01 -4.7148e-04  4.7921e-01 -6.3598e-02
  2.3413e-01 -1.7241e-01 -9.1832e-02 -1.2747e-02 -8.4108e-02 -1.5884e-02
 -1.1439e-02 -6.5323e-01  1.0976e-01  2.5028e-01  3.7444e-01  1.8834e-01
 -1.3515e-01 -1.5170e-01 -3.0010e-01  4.3218e-01 -5.5137e-01  3.2038e-01
 -3.7192e-01 -4.6013e-01  2.0725e-01 -1.9417e-01 -5.8739e-04 -1.3217e-01
 -6.6508e-02  7.0841e-01 -8.6727e-02 -1.4299e-01 -4.3438e-01 -4.7896e-01
 -1.6680e-02 -3.4993e-01 -6.0116e-02  1.7469e-01 -6.9647e-01 -1.5580e-01
 -4.5472e-01 -3.7974e-01 -2.2535e-01  3.2709e-01 -2.2604e-01  2.8273e-01
  1.7315e-01  5.0319e-01 -4.4429e-01  1.2976e-01 -1.2794e-01  1.0039e-01
  3.4343e-01  2.6105e-01 -6.1429e-01  1.1556e-01  2.8495e-01 -4.0133e-02
  5.1896e-01  5.4105e-01  4.1813e-01  8.4398e-01  2.8733e-01  4.4246e-01
 -4.1114e-01  2.5165e-01  3.2662e-01 -2.2514e-01  5.0852e-03  1.2728e-02
  2.6827e-01  2.4957e-01 -1.4397e-01 -3.8439e-01]"
14,89.98,"[-0.0013707  0.07524    0.15625    0.36161   -0.5021     0.2193
  0.32528   -0.14135    0.45903    0.006323   0.81432    0.3555
 -0.49816   -0.44036    0.86896   -0.10869   -0.089333  -0.2538
  0.12685    0.14705   -0.10822    0.19299   -0.20458    0.076839
  0.064855   0.16199    0.23269    0.17173    0.14523   -0.29796
 -0.11006    0.24651   -0.59816   -0.06536    0.14616    0.61363
  0.19851   -0.82784    0.052128   0.24338    0.40737   -0.24904
 -0.98584    0.50767   -0.36147   -0.48643   -0.15247   -0.20564
 -0.19574    0.44186    0.39461   -0.12734   -0.39635   -0.79259
  0.30433    0.32268   -0.16781   -0.39447   -0.42008    0.052748
 -0.34386   -0.086251  -0.11277    0.54395   -0.90408   -0.52197
 -0.78039    0.24188   -0.2188     0.36793    0.16615    0.55671
  0.40283    0.28946   -0.2764     0.050029  -0.36782    0.063985
  0.21369    0.45636   -0.57797   -0.21839    0.67091   -0.38109
  0.60656    0.27339   -0.24077    0.059259   0.012583   0.43457
 -0.22896   -0.10937    0.20624   -0.76078   -0.19339   -0.34349
  0.29423    0.52385    0.22795   -0.65143  ]"
15,"4,059","[ 0.58763    0.18916   -0.76003    0.42864    0.5275     1.4911
  0.56501    0.34911   -0.13192   -0.86023   -0.39593   -0.44995
  0.41874    0.29094    0.22327   -0.72593   -1.4835    -0.20404
 -0.47307   -0.11805    0.13148    0.30172   -0.11244   -1.1751
 -0.54126   -1.0812     0.060331   0.30574    0.42169   -0.1748
 -0.20906   -1.0123     0.057156   0.37902    0.49411   -0.35379
  0.1245    -0.67108    0.49276    0.046874   0.24169    0.0038735
  0.42276    0.21594    1.1324    -0.35151   -0.19696    0.60426
 -0.58947    0.52549    0.3669    -0.6962    -0.5146    -0.84918
  0.2402     1.7489     0.42325   -0.68331   -0.10623   -0.35228
 -0.19773   -0.54911   -0.26089    1.1708    -0.54795   -0.20702
  0.14056    0.072463   0.22151   -0.72924   -0.37119    0.40521
  0.46748    0.075325   0.63548    0.95078    0.45694   -0.44864
 -0.68385   -0.12907   -0.10894   -1.0318     0.3418    -0.63452
  0.068293   0.68256    0.91175    0.40052    0.4262    -0.64634
  0.28961    0.9415    -0.98232   -0.87592   -0.78355    0.15481
 -0.46323    0.17194    0.27015   -0.013133 ]"
16,49.57,"[ 3.1080e-01 -1.5128e-01  2.7290e-01  7.7407e-01  3.4788e-01  4.0691e-01
  1.6390e-01  1.1377e-01  7.1817e-02  1.6597e-01  7.6954e-01  1.6572e-01
 -9.0687e-01  4.8002e-02  4.9303e-01  4.4349e-03  9.7205e-03 -3.5818e-01
  7.1193e-02 -4.2582e-02 -2.6442e-01  6.2193e-01 -7.1084e-02 -1.6058e-01
  7.7168e-02 -1.8682e-01 -8.1299e-02  5.8611e-01  4.4964e-01 -3.3928e-01
  1.9077e-01 -2.9198e-01 -3.2868e-01  2.5142e-01 -1.0465e-01  6.3285e-02
 -7.5792e-02 -4.0667e-01 -4.2339e-01  1.7146e-01 -1.3126e-01 -6.2463e-02
 -4.7122e-01  2.9032e-01 -2.1268e-01  1.4757e-01  4.0763e-02  1.3804e-01
 -1.8312e-01 -2.0307e-01  2.0704e-01 -4.5387e-02  5.8314e-02 -4.3333e-01
  4.0360e-01  1.6124e-01 -5.4924e-01 -3.4628e-01 -4.3248e-01 -5.7457e-01
 -1.5098e-01 -7.0837e-01  7.2930e-02 -3.8000e-01 -7.5402e-01  2.8404e-01
 -3.9563e-01 -8.0804e-02 -2.1747e-01  1.0181e-01 -9.4916e-02  2.7390e-01
  5.0873e-01  3.9145e-01 -9.3997e-02  4.9674e-01 -3.6018e-01 -3.2111e-01
  7.4960e-01 -1.9338e-01 -6.0198e-01  1.0547e-01  2.5322e-02 -2.2260e-01
  3.6395e-01  4.1072e-01  3.2911e-01  2.4135e-01  5.6254e-01  3.3398e-01
  2.4713e-01  2.1143e-01  5.6185e-04  2.3181e-01 -3.9264e-03 -2.1798e-02
  1.7561e-01  4.2267e-01 -3.0892e-01 -1.8187e-01]"
