,word,values_
9,umbrella-like,"[ 0.058653   0.24332   -0.1642     0.49714    0.20255    0.13096
  0.021244  -0.20828    0.17236    0.37979   -0.057173   0.039894
 -0.11945   -0.37103    0.13749    0.40616   -0.17968    0.17811
  0.27464   -0.54973   -0.4341     0.059042  -0.41426   -0.11139
  0.093877  -0.30936    0.01487    0.42642   -0.61528   -0.058266
  0.16976   -0.37369   -0.077264  -0.36915    0.10988   -0.23501
 -0.11126   -0.24946   -0.15285    0.059571   0.40084    0.33685
  0.091695   0.24108    0.31815   -0.041512  -0.012573   0.51641
  0.0061167  0.070887   0.097958   0.0014655  0.10552   -0.47848
  0.57996    0.54549    0.26961    0.12857   -0.060082  -0.19368
  0.15579   -0.38838    0.29437   -0.24267   -0.28695   -0.56976
 -0.50047   -0.28074   -0.31613   -0.49328    0.087303   0.093551
  0.05488    0.0256    -0.11541    0.10552   -0.2273     0.1088
  0.46246   -0.32338   -0.31451    0.13204    0.59891   -0.39405
  0.49331   -0.062453   0.3167     0.24358   -0.49432    0.27593
  0.20707    0.10951   -0.18433   -0.54347    0.59113   -0.60737
 -0.2312     0.012948   0.30456    0.0039695]"
10,ponzo,"[ 0.50393  -0.31608  -0.38402   0.3289    0.1823   -0.16114   0.44912
  0.18039   0.53411  -0.62119   0.45628   0.208    -0.18637  -0.50938
  0.11857   0.20639  -0.17488   0.50455   0.04303  -0.27957  -0.27888
 -0.18709  -0.19671  -0.3108   -0.011321  0.037527  0.020001  0.37051
  0.068079 -0.4014    0.20708  -0.3351   -0.061633 -0.23547   0.037021
 -0.22329   0.12813  -0.11792   0.25432   0.12457   0.19427   0.23148
  0.24273   0.18422   0.11897  -0.1797    0.48071   0.21149   0.33095
  0.43546  -0.37416  -0.058222  0.077803 -0.52331   0.070005  0.39559
  0.22263   0.24933  -0.67676  -0.24979   0.29849  -0.15115  -0.083521
 -0.032337 -0.20398  -0.06086  -0.50457  -0.57055  -0.67979  -0.030312
  0.13604   0.29769   0.1216    0.32208   0.20762  -0.019256 -0.018463
 -0.090863  0.57915   0.12692  -0.13632  -0.088779  0.19413   0.11613
  0.55307   0.37499  -0.11107   0.31279   0.19897   0.058138 -0.065881
 -0.1372    0.25938  -0.42246   0.36149  -0.37007   0.29657   0.07563
 -0.56116  -0.082623]"
11,cacofonix,"[ 6.0702e-02  1.6534e-02 -1.9808e-01  2.2558e-01  1.2539e-01  6.2813e-03
 -2.4980e-01 -1.5833e-01  3.7591e-01 -3.3468e-01 -1.6766e-01  5.2724e-01
  1.2612e-02 -2.0797e-01 -1.9099e-01  6.1724e-02 -2.7151e-01  1.6529e-01
  3.4909e-01  1.7035e-01 -4.2782e-01 -2.5347e-01 -5.8609e-02 -1.5778e-01
 -3.3274e-01 -1.0276e-01 -2.1882e-01  1.3330e-01 -6.7822e-03 -2.1978e-02
 -1.6025e-01  1.1211e-01  1.4515e-01  8.5290e-02 -1.6924e-01  5.3839e-02
  9.5169e-02 -2.7386e-01 -8.8037e-02  1.2906e-01  6.6962e-02  4.5762e-01
  7.4615e-02  1.8300e-01 -2.5213e-01  7.7638e-02 -6.7557e-02  2.1747e-01
  6.9444e-02  3.7080e-01 -9.0472e-03  1.4374e-02  6.1028e-04 -4.0828e-01
  1.0639e-02  6.9774e-01  6.6268e-02 -1.7036e-02 -5.4872e-01 -2.7922e-01
  3.0039e-01 -1.7926e-01  3.5901e-01 -7.1905e-02 -4.1629e-01  3.3250e-01
  9.2069e-02 -2.6524e-02 -4.0113e-01 -7.1648e-02  2.5131e-01 -9.9897e-02
  9.8007e-02  1.2774e-01 -3.4362e-02 -6.1727e-02 -1.2618e-01 -2.5084e-01
  7.6030e-01  2.0949e-01 -2.1954e-01 -2.4634e-02  1.7150e-01 -2.8778e-01
  4.6507e-01 -1.2994e-01  1.1121e-01  1.7223e-01 -7.7150e-02  4.4473e-01
 -2.8159e-02  1.6288e-02 -6.8099e-02 -3.8894e-01  4.0029e-01 -2.4939e-01
  2.2954e-01  3.7916e-01 -6.3993e-01  1.6244e-01]"
12,organozinc,"[-0.19858    0.29598   -0.034668   0.42642   -0.19005    0.10436
  0.031566  -0.36629    0.19045    0.20631   -0.088405  -0.19244
 -0.040963   0.052487  -0.63429    0.65367   -0.29565    0.074839
  0.12553   -0.17682   -0.26668   -0.23048   -0.58592   -0.10523
 -0.32098   -0.31544    0.34201    0.12954   -0.13758   -0.084983
 -0.11584   -0.20236   -0.15127    0.026012   0.24649   -0.01518
 -0.11795    0.16198    0.14698    0.15388    0.12085    0.15321
  0.1258     0.052791   0.32879   -0.11269   -0.24643    0.61096
 -0.25068    0.044448   0.24564   -0.047664  -0.02019   -0.57288
  0.3489     1.0031    -0.11763   -0.071987  -0.48432   -0.1707
 -0.14973    0.29622    0.59893    0.11049   -0.05474   -0.0071191
 -0.0403    -0.6581    -0.34999   -0.20002    0.13909   -0.2085
  0.13146    0.27598   -0.49637    0.32185    0.31009   -0.37224
  0.50438   -0.16256   -0.13994    0.20733    0.14151   -0.046906
  0.27125    0.48307    0.47152    0.15197   -0.19793    0.03912
 -0.13411   -0.057923   0.2449    -0.17923    0.29386   -0.066903
 -0.13674    0.17983   -0.43412    0.35577  ]"
13,womanizers,"[-0.031606   0.041527  -0.36741    0.22074    0.08529    0.17535
  0.10684   -0.33124    0.1486    -0.031033  -0.04495    0.28016
  0.055033  -0.47818   -0.121     -0.01015   -0.1706     0.54033
 -0.030534   0.10532   -0.1479     0.2933    -0.29947   -0.38488
 -0.16744    0.072959  -0.034533   0.38885    0.17797   -0.23751
  0.26905   -0.41745   -0.0045766 -0.46932    0.84666   -0.38134
 -0.39624   -0.21372    0.056992   0.028235   0.21618    0.65001
 -0.044878   0.2637    -0.16071    0.10609    0.015839   0.40839
 -0.025707   0.15409   -0.20678    0.060882  -0.26412   -0.42438
  0.4373     1.0032     0.32863    0.24695   -0.7172    -0.026492
 -0.056202  -0.21021    0.077428  -0.14012   -0.0079531  0.0037684
  0.18793   -0.26054   -0.12424   -0.24155   -0.30576   -0.28715
  0.2117     0.35227   -0.43778    0.041488   0.05857   -0.041647
  0.84967   -0.05033    0.20628    0.11227    0.048946   0.1975
  0.32358   -0.13114   -0.19717    0.30612   -0.81057   -0.0084815
 -0.30849    0.011455   0.3029    -0.48165    0.040681  -0.36221
 -0.11429    0.17163    0.0094177 -0.01837  ]"
14,staminode,"[ 0.19314    0.20425   -0.053156  -0.070005   0.078603  -0.062298
 -0.11978   -0.017176   0.35178   -0.14947   -0.045086   0.46134
  0.14896   -0.14579   -0.38939    0.40918   -0.41486   -0.28744
  0.20442   -0.50996   -0.54861    0.35205   -0.3424    -0.19008
  0.035137   0.36159   -0.2131     0.076006  -0.10561   -0.19691
  0.0074684 -0.30373    0.29642    0.21713    0.33683   -0.092656
 -0.30206   -0.41945    0.45548    0.062264   0.5025     0.45539
  0.22484    0.057446  -0.15518   -0.013476  -0.057878   0.51538
 -0.36049    0.30833   -0.07246   -0.35904   -0.49157   -0.076002
  0.62174    0.82545   -0.28795    0.19518    0.24685   -0.34494
 -0.14154   -0.07368    0.16081   -0.21082   -0.12514    0.099002
 -0.068282  -0.26755   -0.49186    0.016157   0.21338    0.29815
  0.14125    0.51886   -0.12532   -0.20126    0.071282  -0.30389
  0.58928    0.29206   -0.21062    0.43234    0.082298  -0.35327
  0.22296   -0.15286   -0.012392   0.41987    0.21189    0.48492
  0.01312    0.11288   -0.022016  -0.15602    0.44116   -0.030088
  0.48143    0.41636   -0.074529   0.14824  ]"
15,takoyaki,"[-0.10033   -0.021618  -0.66281    0.12856   -0.12047   -0.16938
  0.21741   -0.10982    0.11042   -0.14151    0.044811  -0.15075
 -0.13272    0.07377   -0.15063    0.13618   -0.26551    0.33425
  0.32623    0.12479   -0.11434    0.17092   -0.42947   -0.15597
 -0.19666    0.75364    0.1698     0.21211    0.012666   0.39027
  0.16634   -0.28381   -0.040761  -0.36407    0.0086731  0.017204
  0.034386  -0.43607   -0.057391  -0.2747     0.20092    0.48335
  0.050828   0.10687    0.0080685 -0.034076  -0.046866   0.39371
 -0.23681    0.82906   -0.19608    0.2847    -0.25996   -0.53289
  0.14608    0.46995    0.23416    0.36647   -0.63065   -0.13057
 -0.17042   -0.42427    0.085806  -0.33101   -0.19181    0.33358
 -0.51977   -0.29537   -0.15952   -0.15466   -0.2847     0.42779
  0.18227    0.32214   -0.098797   0.11424    0.05167    0.095955
  0.58657    0.27042   -0.064128   0.001878   0.42305    0.10958
  0.24091   -0.029582   0.10108   -0.14789    0.042391   0.2373
  0.018701   0.10562    0.41853   -0.68828    0.50883   -0.15596
  0.1107     0.19371   -0.4261    -0.16851  ]"
16,malades,"[ 0.33881    0.11051   -0.86374    0.21503   -0.39775    0.41025
  0.089051  -0.074259   0.31612   -0.48595    0.20487    0.36795
 -0.10545    0.11105   -0.27645    0.45726   -0.064256   0.11455
  0.14021    0.019264   0.11108    0.091009  -0.5685     0.0015355
 -0.16251    0.1689    -0.038372   0.13238   -0.10681    0.47043
  0.23286   -0.93775    0.37978   -0.19584    0.18569   -0.33965
 -0.13624   -0.052441  -0.22792    0.27811    0.52547    0.15796
 -0.40414    0.3563     0.20095    0.20188   -0.36595    0.68298
 -0.0040241  0.43738   -0.59077    0.0025096 -0.12455   -0.37917
  0.086762   0.45308    0.11104    0.035317  -0.82909   -0.42756
 -0.059809  -0.25351   -0.20267   -0.35297   -0.84501    0.33784
 -0.77127   -0.55131   -0.29652    0.082252  -0.28554   -0.3466
 -0.12434    0.22849    0.082761   0.074841   0.36708    0.42296
  0.19302    0.27473   -0.33729    0.054601   0.53521   -0.36906
  0.054025   0.20664   -0.20917    0.20064   -0.04901    0.017488
  0.11702   -0.29031    0.68926   -0.31677    0.060317   0.30788
  0.41986    0.27812   -0.15345   -0.32955  ]"
17,port-la-joye,"[-0.070027  -0.15779   -0.052637   0.74266   -0.45781    0.077184
 -0.46351   -0.48255    0.078698   0.13113    0.4696     0.10512
 -0.20841   -0.25342    0.13202   -0.043687   0.010158  -0.30322
 -0.12875   -0.16848   -0.029447  -0.037789  -0.12071   -0.28323
 -0.41578   -0.10968    0.10179    0.45696    0.35154   -0.064014
  0.055818  -0.28905    0.30323   -0.29826   -0.0047843 -0.38454
 -0.41246   -0.29225   -0.17575   -0.11237    0.43671    0.17875
 -0.72953    0.10913   -0.47029   -0.18013   -0.081337   0.51667
 -0.11908    0.28901    0.13861   -0.1264     0.15425   -0.51018
 -0.034516   0.68902   -0.1557    -0.44007   -0.4771    -0.34506
 -0.13617    0.058029  -0.091919  -0.25602   -0.58377    0.06669
 -0.96791   -0.53744   -0.40663   -0.028628  -0.03099    0.074958
 -0.055417   0.3641    -0.64327   -0.12333    0.16724    0.31921
  0.34471    0.11548   -0.29138   -0.10111    0.084246  -0.099875
  0.34169    0.2059    -0.021121   0.22976   -0.19954    0.49458
 -0.33354    0.32869    0.35871   -0.022856   0.16129   -0.030714
  0.24478    0.70322    0.22973    0.086077 ]"
18,219.9,"[ 0.28056   -0.063818  -0.076859   0.34226    0.038352   0.3235
  0.25278    0.035647  -0.024512   0.0069496  0.13606    0.43755
 -0.25769   -0.13371   -0.12357   -0.0040666 -0.10588   -0.013366
 -0.0086071  0.19758   -0.16533    0.063572  -0.33201   -0.16996
 -0.20104    0.063095   0.37058    0.73963    0.12373   -0.17219
 -0.14771   -0.16517    0.2484    -0.17514    0.13037    0.011334
 -0.091775  -0.20063   -0.13457    0.42061    0.57634    0.13929
 -0.1902     0.21073   -0.19171   -0.27565   -0.23939    0.12749
 -0.21196    0.24184    0.32214   -0.062061  -0.01989   -0.59003
  0.16029    0.29784   -0.069463   0.15963   -0.53946   -0.54784
  0.27973   -0.20027    0.043639  -0.24789   -0.45752    0.21684
 -0.51883   -0.57801   -0.077755  -0.33813    0.082746   0.38534
 -0.18928    0.22691   -0.10109   -0.22373   -0.057231   0.098661
  0.48047    0.19496   -0.60315    0.072941   0.35842   -0.024423
  0.47334    0.64593    0.18701    0.031708  -0.20924    0.23036
 -0.047683   0.41892    0.28514   -0.83717    0.37073   -0.022654
  0.23502    0.52293   -0.11481   -0.67853  ]"
