,word,values_
13,rodis,"[ 0.63225   -0.26739   -0.57788    0.0034726 -0.16288   -0.33123
  0.17461    0.086237   0.51013    0.0061519  0.098626   0.79688
  0.29308   -0.12848   -0.0094747  0.11004   -0.30105    0.28462
 -0.15771    0.17152    0.16323    0.12164   -0.056885  -0.10205
 -0.93707   -0.30306    0.19235   -0.11191   -0.13525    0.18521
  0.72342   -0.036847   0.34745    0.15066    0.023562  -0.19261
  0.20629   -0.044575  -0.2529     0.32397    0.27467   -0.20135
  0.33428    0.20087    0.2727     0.13695    0.21099    0.030349
  0.52277    0.50772   -0.18726   -0.065601  -0.37453   -0.4105
 -0.12897    0.90818    0.087912  -0.23506   -0.38725   -0.2734
  0.062363  -0.12863    0.097066  -0.47082   -0.5736     0.036782
  0.22686   -0.30915   -0.48671    0.083582  -0.12759    0.38461
  0.085926   0.3266    -0.10464   -0.34588    0.26184    0.091054
  0.13142    0.082716   0.012758  -0.27315   -0.063757  -0.43782
  0.63558    0.12184    0.29731   -0.16976   -0.39973    0.28564
 -0.089574  -0.40519    0.22095   -0.54825    0.58823   -0.26377
  0.29946   -0.039544  -0.11637    0.078374 ]"
14,eeva,"[-0.20263   -0.40233   -0.24108    0.48464   -0.033638  -0.17047
  0.48262    0.27111    0.53912    0.16778    0.059022   0.31306
  0.0041286 -0.058878  -0.28384   -0.028627  -0.26907   -0.097318
  0.040588  -0.25012   -0.51219    0.39937   -0.20825    0.26598
 -0.23927   -0.053172  -0.12799   -0.16162   -0.22517   -0.035719
  0.050203  -0.49655   -0.18729    0.56267   -0.45733   -0.1339
  0.50403   -0.36127    0.27849   -0.38005    0.26       0.3558
  0.19997   -0.098506  -0.19193   -0.11252   -0.46078    0.22137
 -0.026584   0.3328    -0.20129    0.25684   -0.26467    0.0021735
  0.4877     0.85669    0.22394    0.40562   -0.86204   -0.74083
  0.11157    0.19855   -0.015659   0.17771   -0.37416   -0.040013
  0.21871    0.3414    -0.023265  -0.022932   0.39436    0.32095
  0.06799    0.21603   -0.1543     0.44611    0.075626   0.46023
  0.067517  -0.64515   -0.083921  -0.11602    0.71862   -0.12053
  0.1576    -0.017461   0.22317    0.42701   -0.19508   -0.20253
 -0.12989    0.23886    0.54702   -0.27608    0.11616    0.018514
 -0.11495    0.18346   -0.27363   -0.060639 ]"
15,.557,"[ 0.042963   0.20335   -0.47986    0.43057    0.22019   -0.26603
  0.76874   -0.38173    0.1242    -0.15851    0.18605    0.18836
 -0.45972    0.1417     0.67893    0.42506   -0.49972   -0.082786
  0.14333    0.26175    0.0017213  0.49191   -0.48468    0.011218
 -0.27937    0.065615   0.10562    0.25988    0.33858    0.43954
  0.51664   -0.19462   -0.13633   -0.5791    -0.090601  -0.61446
  0.0093268 -0.32345    0.068473   0.86401    0.8602    -0.32318
  0.16996   -0.092339   0.036994  -0.50537   -0.64339    0.26036
  0.23812    0.23453   -0.16547   -0.4132    -0.22849   -0.1531
 -0.06729    0.58777   -0.029962   0.2544     0.2801    -0.38191
 -0.3065    -0.44657   -0.31368    0.077696  -0.22755    0.77968
 -0.85356    0.24042   -0.40064    0.38688    0.0047398  0.28872
 -0.2498     0.63589   -0.34659   -0.35222    0.25719   -0.44885
  0.4396    -0.025739  -0.74298   -0.48246    0.77874   -0.3623
  0.58043   -0.01963    0.10197    0.37292   -0.13296    0.58146
 -0.21035    0.58596    0.25258   -0.64072   -0.20251    0.088555
  0.49089    0.30942   -0.33151   -0.19498  ]"
16,sishu,"[ 0.64089    0.074429  -0.36782    0.31735   -0.43012    0.050409
 -0.036395   0.118      0.6073     0.0079192 -0.1702     0.056771
 -0.49443    0.25966   -0.21383    0.39505   -0.25521    0.40848
 -0.16823    0.51057   -0.56388    0.13049   -0.5855     0.17343
  0.022711   0.17324   -0.79643   -0.0093627 -0.58001   -0.28715
  0.4538    -0.20678    0.2299     0.14808   -0.23221   -0.089672
  0.23756   -0.57454   -0.041156  -0.040259   0.14789    0.88293
 -0.14518    0.40975   -0.11713    0.19714   -0.058714   0.31718
 -0.15219    0.22059   -0.64682   -0.92658   -0.063734  -0.59351
 -0.5225     0.61827    0.74114    0.38774   -0.56364   -0.56663
 -0.72127    0.073298   0.043227  -0.0036149 -0.53729    0.077342
 -0.48981   -0.19507    0.38822    0.14268    0.57596    0.11246
  0.19774    0.24391   -0.48774    0.042775  -0.016902  -0.051578
  0.42767   -0.039687  -0.55858   -0.16405   -0.14161   -0.14852
  0.15379    0.13202   -0.07375    0.48548   -0.14155    0.18348
 -0.68075   -0.20493    0.73044    0.10433   -0.46086   -0.14972
  0.16625   -0.08568   -0.51667    0.67142  ]"
17,trehan,"[-0.1326    -0.17719   -0.35384    0.37769    0.19333   -0.1637
  0.040876  -0.13691    0.46262   -0.27801   -0.2861     0.1604
  0.11555    0.090614  -0.32234    0.43271   -0.21725    0.20932
  0.49777   -0.078638  -0.14681   -0.31806   -0.052555   0.3667
 -0.33277    0.21252    0.12496    0.15898    0.077739  -0.080189
 -0.29041   -0.16013    0.014496   0.13769    0.0065403 -0.25639
  0.092896  -0.2211     0.50121    0.0051376 -0.025119   0.42595
  0.23129    0.24126    0.042677   0.18967    0.10952    0.082776
 -0.0066507  0.55655   -0.13153   -0.13589   -0.16135   -0.31459
  0.017776   0.19965   -0.36666   -0.053411  -0.75147   -0.17094
  0.53598   -0.28734    0.48608   -0.12173   -0.26495    0.17417
  0.10715   -0.47857   -0.28896    0.033963   0.2778     0.20332
  0.10997    0.53839    0.16837    0.2195     0.11679   -0.10309
  0.30667   -0.13422   -0.3518     0.010396   0.10412   -0.037535
  0.94629   -0.11415    0.04199    0.17767   -0.58866   -0.017824
  0.34176   -0.17013    0.17708   -0.37729    0.29673    0.069277
  0.046907   0.22912   -0.7194     0.23638  ]"
18,mojang,"[-0.14085   -0.61203   -0.042637   0.023739  -0.062076   0.014128
  0.1514    -0.36014   -0.043996   0.033019   0.030315   0.0069257
 -0.022426  -0.67418    0.029849  -0.05722   -0.28418    0.36791
 -0.11256    0.094697  -0.41417   -0.31993   -0.40361    0.18587
 -0.067832  -0.06881   -0.145      0.63406   -0.21045    0.34253
 -0.043419   0.28949   -0.13132    0.066533   0.098312  -0.31449
 -0.047119  -0.14524   -0.3065    -0.23171    0.098257   0.15153
 -0.10422    0.39346   -0.37659    0.026096  -0.27445    0.31575
  0.025136   0.49459   -0.38867    0.27834   -0.10213   -0.50231
  0.32643    0.62791   -0.14231   -0.050573  -0.80064    0.24291
 -0.25127   -0.70183    0.070238  -0.33683   -0.16669    0.16527
 -0.46853    0.21576   -0.37023    0.3016     0.17267    0.3891
 -0.14701    0.37426    0.23215    0.47377    0.19877    0.26273
  0.14753    0.63344   -0.35959   -0.20825   -0.033426   0.13587
  0.52204   -0.18116   -0.099334  -0.014835  -0.015376   0.57051
  0.032528  -0.42392    0.084879  -0.092993   0.72745   -0.15864
  0.14263    0.50198   -0.25365   -0.056072 ]"
19,ls2,"[ 0.35215    0.51526    0.074689  -0.16568   -0.38357   -0.12784
  0.41617   -0.32707    0.15359    0.17847   -0.030826  -0.21478
 -0.49465    0.03852   -0.47709    0.023266  -0.92762    0.38557
  0.3028     0.12516   -0.79582   -0.54357   -0.32769    0.1276
  0.13699   -0.0041103 -0.29514    0.56758   -0.33581   -0.13055
  0.37064    0.44858   -0.14152   -0.15041   -0.16903   -0.16933
 -0.10329   -0.4931     0.35461    0.26862    0.037175   0.49531
 -0.2026     0.37952    0.61983    0.76751   -0.15782    0.29018
  0.010042   0.22708   -0.073217  -0.33397   -0.4687    -0.37685
 -0.20504    0.39057   -0.75557    0.46027   -0.70051   -0.31255
  0.24708   -0.24243   -0.19911    0.34345   -0.3888     0.1832
 -0.33869   -0.31029   -0.12311    0.20976    0.18509    0.45536
 -0.0034863 -0.11551   -0.13816    0.15196   -0.20704    0.1299
  0.67435    0.12365   -0.73224   -0.19683   -0.038375  -0.12443
  0.40629    0.26333   -0.12519    0.25596    0.055273   0.25094
  0.15372    0.26985    0.10202   -0.20081    0.89127   -0.10984
 -0.44062    0.46485    0.28007    0.34023  ]"
20,navickas,"[-0.2664    -0.61234    0.13142    0.11847    0.131     -0.49086
 -0.023063  -0.01097    0.68764   -0.092153  -0.12755    0.37344
 -0.55821   -0.1214    -0.11122   -0.050633  -0.28748    0.44451
  0.023499  -0.11155   -0.43339    0.32845   -0.21315    0.034774
  0.0059126 -0.46338   -0.11953    0.54071    0.20456   -0.18122
 -0.024291  -0.72755   -0.044302   0.014582  -0.077972  -0.55321
  0.21334   -0.32146    0.23227   -0.42586   -0.012167  -0.132
  0.35616    0.17742   -0.35209   -0.15747    0.51178    0.348
  0.18734    0.039816   0.45217   -0.27883   -0.63117   -0.49112
  0.63897    0.93393    0.15901    0.33176   -1.0311     0.099016
  0.43397   -0.45275    0.27889   -0.10266   -0.3252     0.32546
 -0.083293  -0.20952   -0.098428   0.25817    0.42856    0.11395
  0.43883    0.42188    0.16678    0.097553   0.070088   0.037746
  0.26516   -0.11674   -0.2131     0.11112    0.12233   -0.40083
  0.55782   -0.74761   -0.22194    0.43136    0.10878    0.20751
  0.22677    0.03607    0.19546   -0.24278    0.31027   -0.086713
  0.22223    0.30318   -0.60043   -0.12876  ]"
21,musiri,"[-0.23356    0.10409   -0.37097    0.16202   -0.19179    0.033183
  0.13702   -0.040057   0.11813   -0.0099785 -0.14681   -0.074774
 -0.27844   -0.48739    0.078483   0.20532   -0.37123   -0.17134
  0.14875   -0.20859   -0.29556   -0.11821    0.73971   -0.3649
 -0.50701   -0.17475   -0.083265   0.11954   -0.096391  -0.31062
  0.087853  -0.10807    0.1884    -0.10575    0.16626   -0.27905
  0.22415   -0.4872     0.51815   -0.02295    0.072982   0.36677
  0.2106    -0.1308    -0.22012    0.022057   0.21782   -0.11169
  0.38561    0.015983  -0.37993    0.12365   -0.14623   -0.19471
  0.29145    0.66279   -0.19726   -0.066409  -0.48955   -0.47596
  0.47331   -0.58744    0.086117   0.33339   -0.50544   -0.2082
  0.23167   -0.53564   -0.47008    0.0093392  0.55903    0.10368
  0.067205   0.41604   -0.13763   -0.016956   0.08436   -0.30677
  0.10429   -0.074324  -0.73362   -0.18142    0.21278   -0.13601
  0.42359    0.30785   -0.18092   -0.42231   -0.050357   0.4206
 -0.058481   0.021206   0.042343   0.01741    0.50585    0.06786
  0.092933   0.46105   -0.6633     0.24764  ]"
22,otoni,"[ 0.34769    0.0024879 -0.51435    0.97858   -0.081236  -0.16475
 -0.15005    0.47648    0.5209     0.60726    0.43694    0.0083493
 -0.42442   -0.13022   -0.16371   -0.33566   -0.17702    0.68572
  0.047374  -0.099702  -0.64065   -0.18967    0.0093673 -0.33019
 -0.66017    0.13928    0.11476   -0.16556    0.013344  -0.039987
 -0.18096   -0.57398    0.058188   0.082498   0.58499    0.14461
 -0.082718   0.075546  -0.42818    0.35331   -0.1109    -0.11564
 -0.12141    0.0077503 -0.27275   -0.15707    0.23883    0.33792
 -0.4424     0.54339    0.42409   -0.36687   -0.18512   -0.27273
  0.68993    0.54305    0.17202    0.099607  -0.59748   -0.47922
  0.18478   -0.47384    0.19774   -0.42733   -0.20879    0.042788
 -0.61994   -0.39959    0.058658   0.29204    0.43134   -0.55223
  0.40397    0.59299    0.43687    0.018095   0.12623   -0.33288
  0.37887    0.082515  -0.8043    -0.27465    0.26068   -0.04548
  0.086055   0.43959   -0.43728    0.44897   -0.30345    0.21011
 -0.024045   0.2919     0.16047   -0.65398   -0.11688   -0.2021
  0.34522   -0.013424  -0.45216    0.42414  ]"
