,word,values_
4,disinfects,"[-0.068546   0.15276   -0.33231    0.583      0.0052061  0.24371
 -0.26875   -0.022771   0.68223   -0.10675   -0.07446    0.24056
  0.10246   -0.027887  -0.26389    0.072673  -0.17656    0.17735
  0.080831  -0.021238  -0.50461   -0.092097  -0.101     -0.46439
 -0.38921   -0.35984   -0.848      0.19952   -0.11928   -0.27613
 -0.028564  -0.030037  -0.10755   -0.038735  -0.35776    0.02791
 -0.18981   -0.53358   -0.44672    0.35107    0.4381     0.13288
  0.30836    0.047239   0.012661   0.24873   -0.25942    0.23854
  0.16898    0.094802  -0.22022    0.37889   -0.1848    -0.15755
  0.16592    0.77049    0.23946    0.0024462 -0.70402   -0.45262
  0.097054  -0.11641    0.27358    0.20537   -0.62015    0.0038379
 -0.090338  -0.11939   -0.29525    0.07423    0.22291    0.012823
  0.49473    0.66824    0.20266    0.065018   0.035058   0.16061
  0.5981     0.36694   -0.42201    0.097386   0.098282   0.46988
  0.14055    0.029566   0.11865    0.41217    0.059064   0.55609
  0.16818   -0.099518   0.12846   -0.67808    0.072441  -0.039216
 -0.052582   0.54589   -0.43631    0.3345   ]"
5,nasutus,"[ 0.11334   -0.0060429 -0.45241    0.11321   -0.21663   -0.16999
  0.19405   -0.093915   0.38091   -0.46811   -0.030669   0.16879
 -0.29831    0.050987  -0.18849    0.31027   -0.13265    0.098706
  0.29539    0.19455    0.027523  -0.10754   -0.87378   -0.35418
 -0.26257    0.31536    0.25815    0.33017    0.12864    0.36943
  0.057435  -0.19981    0.11079   -0.15161    0.30737   -0.083531
  0.035623  -0.39723   -0.1124     0.083039  -0.0096226  0.39637
  0.20278    0.61761    0.037943  -0.39337   -0.4807     0.44217
 -0.12961    0.69162   -0.16286   -0.018979  -0.24945   -0.42584
  0.20076    0.44201    0.38366    0.27194   -0.5256    -0.49913
  0.2456    -0.35727   -0.18114   -0.49936   -0.19181    0.26126
 -0.18987   -0.39537   -0.23302    0.070678   0.35121    0.36864
 -0.070803   0.50502    0.25359   -0.16463    0.21932    0.083981
  0.38841   -0.089009  -0.57968   -0.35985    0.080582  -0.41647
  0.507      0.012164   0.077961  -0.24925    0.1745     0.41596
 -0.15883    0.22257    0.23684   -0.17699    0.70162   -0.21829
  0.039244   0.18873   -0.64963   -0.11082  ]"
6,re-flagged,"[-0.27949   -0.26788   -0.53242    0.19176    0.32609    0.097643
 -0.0678    -0.42395    0.47816    0.16565   -0.20459    0.23341
  0.25846   -0.61406   -0.10908   -0.52502   -0.033435   0.077594
 -0.030134  -0.22422    0.073969  -0.13344   -0.043077  -0.07284
 -0.48346   -0.12713   -0.0070768  0.38459    0.34781    0.43082
 -0.025181  -0.45578   -0.25423   -0.36638    0.21843    0.23991
 -0.46769   -0.28753   -0.46873    0.094473   0.08109    0.18043
 -0.13109    0.22354    0.23394    0.20081   -0.14508    0.85659
 -0.16163   -0.017425  -0.5869     0.48409    0.22126   -0.078469
  0.063717   1.0467     0.0088321 -0.24557   -0.56707   -0.36234
 -0.14348   -0.20303   -0.52523    0.074093  -0.23159   -0.19509
  0.04236   -0.19997   -0.062456  -0.082818   0.48898   -0.13101
  0.68672    0.18091   -0.01479    0.19909    0.11958    0.42696
  0.55793   -0.44732   -0.66375   -0.11299    0.5564     0.2909
  0.17807   -0.29429    0.39027    0.021163  -0.47042   -0.18848
 -0.75869   -0.27927   -0.11777   -0.21443    0.38612   -0.27496
  0.41412    0.40998   -0.7652     0.054983 ]"
7,mamoud,"[ 0.57768    0.31684   -0.50941    0.19031    0.10306   -0.75198
  0.22646    0.10131    0.041258  -0.092916  -0.024479   0.24708
  0.29236   -0.40494    0.010173   0.20538    0.0073315  0.36138
  0.19355   -0.0033694 -0.26292    0.10853   -0.18294    0.12888
 -0.65798   -0.022166  -0.058778   0.36968    0.17518    0.41228
  0.65624    0.10902   -0.16195    0.074247  -0.1563     0.0017458
 -0.11481   -0.22327   -0.20154    0.22011    0.26436    0.2478
 -0.010812   0.090398  -0.38451   -0.055109  -0.014239   0.5435
  0.071312   0.69369    0.27712   -0.072592   0.0011168 -0.24324
  0.097514   0.68865   -0.17584    0.36078   -0.91768   -0.51836
  0.25187   -0.79842    0.11392    0.19607   -0.4758     0.1472
 -0.11011    0.051199  -0.13157   -0.23403    0.16402    0.25199
  0.11692   -0.33828   -0.10018   -0.15977    0.40708   -0.023295
  0.43213   -0.57288   -0.065062  -0.62154   -0.031703  -0.42055
  0.27192   -0.38693   -0.24487    0.28645   -0.060401  -0.19452
  0.7046     0.27437    0.14024   -0.042243   0.10488   -0.14693
  0.37143    0.29705   -0.55693   -0.19994  ]"
8,shandor,"[-0.11453  -0.177    -0.37302   0.20167   0.27452  -0.44223   0.11617
 -0.22764   0.32534  -0.28703  -0.16903   0.30803   0.17911  -0.016327
 -0.065496  0.022279 -0.70414   0.26386  -0.18757  -0.17613  -0.32114
 -0.065977 -0.042569  0.045157 -0.1298   -0.13446  -0.17317   0.16996
  0.23998   0.02453   0.072364 -0.2901   -0.066634 -0.033194  0.24326
 -0.10985   0.29255  -0.24977  -0.034222 -0.10055   0.22335   0.14168
  0.35188   0.29269   0.17787   0.14476  -0.13091   0.26518   0.20683
  0.47226   0.027484  0.034462 -0.28982  -0.40061   0.28922   0.91391
 -0.14112   0.15562  -0.56348  -0.10302   0.18418  -0.28454   0.44895
 -0.44124  -0.45961   0.1326   -0.55022   0.13738  -0.21237   0.15171
  0.30339   0.080067 -0.22077   0.15024  -0.043    -0.076202 -0.19006
  0.16785   0.70688   0.30268  -0.20338   0.05109   0.13845  -0.10986
  0.32988  -0.29775  -0.10611   0.17057  -0.071533  0.32131   0.36581
  0.14473   0.5637    0.022225  0.30055   0.1548    0.098822  0.28059
 -0.56976   0.097323]"
9,keshvar,"[-0.27227   -0.2215    -0.35961    0.61439    0.23223    0.25031
 -0.14906    0.1944     0.64161    0.021563  -0.29249   -0.10939
 -0.10431    0.10564    0.10485    0.0697     0.060157   0.25468
  0.5112     0.40633    0.36258    0.54856   -0.2775     0.12544
 -0.92168   -0.1201    -0.081542   0.43028   -0.5908     0.51219
 -0.2027    -0.35501    0.5996    -0.25767    0.41448   -0.0063699
 -0.23457   -0.098512   0.40023   -0.0025062  0.36403    0.19665
  0.027189   0.12771    0.14747   -0.10805   -0.026722   0.64399
 -0.10066    0.11999   -0.66597   -0.11829    0.022975  -0.55236
  0.014406   0.41853    0.01594   -0.096101  -0.8717    -0.78264
 -0.014268  -0.43789   -0.058697  -0.20313    0.11499    0.048288
 -0.20081   -0.74822    0.10976    0.11719    0.54649    0.20108
 -0.16688    0.33093    0.2624    -0.032229   0.28458    0.11962
  0.55426    0.022442  -0.4983     0.15254    0.016958  -0.45811
  0.10851    0.19865   -0.23651   -0.14114    0.029805   0.46106
  0.47556    0.017431   0.069574   0.068052   0.31127    0.55847
  0.62372    0.4328    -0.084249  -0.20923  ]"
10,taloustutkimus,"[-0.01033  -0.10122  -0.56551   0.23498  -0.20822  -0.41557  -0.13925
  0.035858  0.010062 -0.35861  -0.13198   0.19194   0.30779  -0.87752
  0.099938  0.40092  -0.023091 -0.073931  0.3323   -0.27156  -0.54466
 -0.23213  -0.14331  -0.45103  -0.5222   -0.18327   0.081007  0.30302
  0.020829  0.12966  -0.10436  -0.10091  -0.12532   0.21175   0.032878
 -0.25836  -0.1672   -0.17437   0.58239  -0.28788   0.12772   0.41099
 -0.90928   0.82019   0.054874 -0.092473 -0.38153   0.34199  -0.58585
  0.17939  -0.20448   0.031943 -0.26623  -0.60997   0.16937   0.81484
 -0.14392   0.18484   0.027238 -0.67042   0.012562 -0.20965   0.088783
  0.12358  -0.38796   0.59415  -0.71586  -0.017368 -0.10689   0.26102
 -0.13519   0.9799   -0.22715   0.28268  -0.43979  -0.13533   0.41842
 -0.16493   0.069415 -0.048761  0.054815  0.48605  -0.010906  0.11271
  0.30364  -0.34118   0.37008   0.10293  -0.43585   0.39811   0.023933
  0.14339   0.32636  -0.7221    0.67915   0.23266   0.50109   0.33658
 -0.44838   0.12405 ]"
11,katcha,"[-0.31534   -0.20978   -0.28376    0.30979   -0.29415    0.20615
 -0.141     -0.11172    0.40907   -0.1326    -0.18831   -0.079622
 -0.074751  -0.28791    0.096792   0.14961   -0.22039    0.064287
  0.40065   -0.16372   -0.28824    0.23564   -0.13858   -0.30599
 -0.42845    0.049164   0.039514   0.071073  -0.40143    0.41557
  0.042529  -0.60978    0.38505    0.018284  -0.12965   -0.15777
 -0.086962  -0.30047    0.092291  -0.13086    0.4196     0.14943
 -0.23699    0.17959    0.10918    0.25657    0.0021802  0.42442
 -0.17234    0.43021   -0.19072    0.17047   -0.29936   -0.4773
  0.23969    0.62416    0.1242    -0.0034513 -0.52307   -0.62024
 -0.42704   -0.0042223  0.16908   -0.20148   -0.099202   0.018642
 -0.61689   -0.59032   -0.052695  -0.21538   -0.039573   0.084973
 -0.049797   0.0435    -0.090406   0.11103    0.25558   -0.047485
  0.51905    0.2958    -0.2443     0.19273    0.3677    -0.28017
  0.39818    0.47273   -0.091521  -0.0433    -0.21232    0.39397
  0.19504    0.056828   0.50183    0.021673   0.57245   -0.013798
  0.086721   0.69414   -0.085779   0.59501  ]"
12,roquelaure,"[ 3.3128e-01 -6.4398e-01 -5.1758e-01  3.8668e-01 -1.5801e-01 -1.9894e-01
  8.1896e-02 -3.5822e-01  3.5611e-03 -1.3918e-01  1.6205e-01  2.2594e-01
 -2.4783e-02  8.2130e-02 -1.0977e-01 -8.4842e-02 -3.0533e-01  4.6138e-01
  2.5807e-01  1.4136e-01 -2.7767e-01  3.0636e-03 -2.7180e-01 -4.0878e-01
 -4.5624e-01  6.8023e-02 -3.2150e-02  8.4229e-02  2.0885e-01  2.5021e-01
  1.1377e-01 -1.9061e-01 -4.3987e-03  4.5234e-02  1.2938e-01 -4.7262e-01
  5.6711e-02 -5.5217e-01  1.6793e-02  2.2176e-01  1.0456e-01  1.0332e-01
  1.9205e-01 -1.7635e-01 -1.1541e-01  2.7750e-03 -2.7805e-01  3.6148e-01
 -1.9779e-01  2.9158e-01 -1.0115e-01  1.1074e-01 -2.4313e-01 -8.0009e-01
  2.6505e-01  7.4431e-01 -1.6328e-01  1.6665e-01 -6.1827e-01 -4.9158e-02
  3.6512e-01 -4.2227e-01  4.2422e-02 -2.1175e-01 -8.8495e-02  1.4002e-01
 -2.2088e-01 -5.3298e-01 -1.5074e-01  7.1912e-02  3.2960e-01  5.3734e-01
  2.4158e-01  3.5194e-01 -4.4130e-02  2.1330e-01 -6.6338e-02 -7.9759e-02
  1.6881e-01  5.0159e-01 -3.9494e-01 -3.0162e-02 -1.5319e-02 -4.6204e-01
  3.2606e-01  4.3250e-01 -5.1398e-01 -2.2816e-01 -1.0301e-01 -1.7021e-01
 -4.9616e-02  9.1368e-05  1.5776e-01 -6.7448e-02  1.6578e-01  3.1373e-03
  8.8293e-02  2.7493e-02 -5.2184e-01 -2.3646e-01]"
13,baijal,"[-0.040165  -0.3632     0.087174   0.15447    0.23159   -0.58199
 -0.15343    0.3447     0.36007    0.12853   -0.097077  -0.076853
  0.028372  -0.13958    0.24853   -0.16733   -0.60859    0.56814
  0.081067  -0.23542    0.04726    0.24284   -0.18234   -0.0024813
 -0.13495    0.15037   -0.0080768  0.27784    0.10219   -0.097356
  0.12586   -0.52402    0.089925  -0.25946    0.23655    0.092142
 -0.11023   -0.064192  -0.061159  -0.11131   -0.079604   0.44429
  0.18363    0.25079    0.060978   0.11097    0.16726    0.24136
  0.0018259  0.39696    0.15802   -0.22482   -0.36945   -0.61439
  0.3897     0.92098   -0.16904    0.36078   -0.77094   -0.30661
  0.11894   -0.37774    0.45963   -0.26699   -0.15451    0.32042
 -0.32062    0.10774   -0.011577  -0.037836   0.35513   -0.089793
 -0.11748    0.19383    0.12063    0.29195   -0.44362    0.026351
  0.45289    0.20873   -0.31971   -0.29669    0.23808   -0.55752
  0.70703    0.03824   -0.13018    0.32542   -0.79882    0.19589
  0.53583    0.14884    0.21125   -0.018608   0.36764   -0.13964
  0.27262    0.34171   -1.0342     0.18099  ]"
