,word,values_
8,myth-making,"[ 0.18355   -0.10145   -0.2597     0.19418   -0.3888     0.0069628
  0.046482  -0.20805    0.21861    0.2753    -0.082162   0.16545
  0.072093  -0.3777    -0.40617    0.17998   -0.44269    0.13885
  0.27692   -0.11992   -0.19052   -0.047864  -0.39444   -0.45394
 -0.53346    0.19084    0.10837    0.52902   -0.095292  -0.23355
 -0.033165  -0.33822    0.033386  -0.38043   -0.059885  -0.46309
 -0.23762   -0.76492   -0.2023    -0.19193    0.10444    0.22423
 -0.0030079  0.53223   -0.16195   -0.17408   -0.049186   0.31706
 -0.16028    0.29751   -0.074407   0.021242  -0.1773    -0.1445
  0.36851    0.56844    0.13101    0.294     -0.4079    -0.3373
  0.081149  -0.37414   -0.22952   -0.22374   -0.12799   -0.015964
 -0.25089   -0.45433    0.21821   -0.28022    0.46948   -0.0077508
  0.37457    0.29301   -0.065013   0.054411   0.14117    0.18123
  0.59619   -0.07471   -0.33119    0.14263    0.33846    0.3761
  0.37413    0.058416  -0.04363    0.11167   -0.060916  -0.045115
  0.049593   0.25128    0.058818  -0.10301    0.45623   -0.12888
  0.21578    0.17077   -0.050382   0.41919  ]"
9,mandocello,"[ 0.10467    0.0071749 -0.15291   -0.02842    0.01294    0.13019
 -0.037724  -0.16007    0.14725   -0.10387   -0.11276   -0.50654
 -0.24071   -0.062759  -0.16428    0.23821   -0.18462   -0.12097
  0.25232   -0.13778   -0.40195   -0.03226   -0.11228   -0.055556
  0.030225  -0.056744  -0.24886    0.44905   -0.13485    0.50048
 -0.26388   -0.14708   -0.09019   -0.013443  -0.0036653 -0.33767
 -0.14467   -0.33264    0.30342   -0.34639    0.27607    0.16503
  0.1116     0.38557   -0.23975   -0.059622   0.0074254  0.33351
 -0.024313  -0.23349   -0.35674    0.13629   -0.37272   -0.20307
  0.32208    0.99679    0.13773    0.18431   -0.41679    0.21637
  0.10875   -0.28888   -0.0086633 -0.044106  -0.23208    0.23614
 -0.56476   -0.20317   -0.039629   0.026315  -0.21435    0.27435
  0.76609    0.31529    0.10948   -0.012167   0.11428    0.38483
  0.60556   -0.0046482 -0.17556   -0.15274    0.56893   -0.22363
  0.38477    0.019798  -0.13695    0.25118   -0.056931   0.33389
 -0.36613    0.27485   -0.14671   -0.12021    0.47723    0.28178
  0.0017042  0.075722  -0.0033687  0.083852 ]"
10,sub-bass,"[-0.084485  0.24095  -0.29165  -0.032106  0.056772 -0.63639  -0.10411
 -0.23538   0.33305  -0.2297   -0.39031   0.16093  -0.47535   0.20005
 -0.1973    0.027392 -0.64126   0.028954  0.32225  -0.066236  0.012156
  0.24273  -0.38415  -0.74629  -0.36585   0.066902 -0.21767   0.54097
  0.2156    0.24559   0.64403  -0.29992   0.03382  -0.29434  -0.041519
 -0.27964  -0.23154  -0.36103   0.46544  -0.24342   0.34579   0.028902
 -0.097519  0.20837  -0.18977   0.22528   0.034792 -0.011181 -0.083447
  0.22791  -0.25951   0.33283  -0.26814  -0.57534   0.73791   0.40687
  0.39381  -0.032948 -0.20625   0.093947  0.037636  0.21622  -0.17205
 -0.11658  -0.50757   0.058645 -0.48869  -0.45103  -0.35503  -0.45759
  0.19301   0.011977  0.96598  -0.042775 -0.31332  -0.061915  0.13309
 -0.070014  0.83247   0.31981  -0.14577  -0.26929   0.099155 -0.10008
  0.30935   0.14025   0.35886   0.029636 -0.14557   0.046063 -0.085024
  0.32322  -0.10245   0.03445   0.18671   0.15921  -0.39485   0.19436
 -0.20268  -0.19334 ]"
11,towelling,"[ 0.053642  -0.0067829 -0.33733   -0.42441   -0.14175   -0.012706
  0.24273   -0.26962    0.13978   -0.061611  -0.27685    0.11602
  0.063838   0.20169   -0.29364    0.51583   -0.23403    0.33827
  0.92719   -0.038865  -0.53953    0.13069   -0.0061174 -0.34642
 -0.3304     0.32988   -0.22162    0.70482   -0.49932    0.12769
  0.25773   -0.27242    0.19133   -0.1646    -0.16078    0.19648
 -0.38522   -0.31992   -0.016907   0.35159    0.16051    0.11717
  0.3681    -0.1051    -0.14008   -0.2778    -0.34506    0.51898
  0.16581   -0.052637  -0.16318    0.081431  -0.1472    -0.15552
  0.39243    0.42369   -0.3536     0.0031518 -0.0038118 -0.59158
  0.30088    0.11161    0.090274  -0.21956   -0.34464   -0.13178
  0.321     -0.14544   -0.17976    0.10425   -0.082409   0.2153
  0.14095    0.74029   -0.21493    0.50357    0.0066947  0.10315
  0.69994    0.37787   -0.70262    0.23469   -0.047673   0.044708
  0.60111    0.050759   0.32081    0.0047879 -0.21209    0.27369
 -0.18791    0.093539   0.043905  -0.56681    0.25576   -0.27734
 -0.10571    0.61714   -0.21293    0.093829 ]"
12,sportfish,"[-0.24134   -0.089338  -0.27957    0.40019    0.062796   0.068071
  0.35889   -0.17423    0.19721    0.013016  -0.48965    0.038923
  0.0039569 -0.34573   -0.16767    0.056938  -0.22346   -0.047147
  0.39466    0.37228   -0.40711    0.027207  -0.49631   -0.30774
 -0.14133   -0.068033  -0.13703    0.37555    0.2034     0.25681
 -0.033356  -0.39249   -0.078087  -0.34652    0.27248   -0.16226
 -0.32654   -0.35006   -0.057115  -0.10159    0.27219    0.42191
 -0.16578    0.035145   0.47746    0.09735    0.034807   0.23902
  0.096083   0.37907    0.013574  -0.11104   -0.12033   -0.5353
  0.48798    0.66626    0.044151  -0.17911   -0.18313   -0.42845
 -0.41019   -0.25891    0.52972    0.33949   -0.058697   0.16312
 -0.56839   -0.64901   -0.26099   -0.4148    -0.25414    0.3542
  0.31077    0.25928   -0.6524     0.043531   0.21302    0.33059
  0.7569     0.019608  -0.3457    -0.18308    0.52248    0.11905
  0.14904    0.16942    0.10381   -0.13074   -0.47973    0.078857
  0.11746    0.056223   0.095533  -0.31912    0.44459   -0.22346
  0.019286   0.17839    0.05415   -0.12496  ]"
13,four-book,"[ 0.15112  -0.19137  -0.4707    0.63079  -0.024634  0.094483  0.48179
  0.26586  -0.32614  -0.087264 -0.43903   0.36476  -0.42031  -0.42679
 -0.48756   0.4116   -0.37107   0.35343   0.59283  -0.031486  0.012478
 -0.21459  -0.61516  -0.22572   0.28097  -0.20602   0.23794   0.84483
 -0.12025   0.40497  -0.2285   -0.35586  -0.097782 -0.15333   0.077187
  0.22218  -0.025904 -0.83868  -0.014723  0.48427   0.74785   0.47969
  0.25622   0.4709    0.073083  0.20523  -0.034169  0.42986  -0.10903
  0.30328  -0.20562   0.13372   0.025139 -0.5092    0.49492   0.1477
  0.16806   0.29057  -0.14414  -0.4396   -0.28006  -0.30093  -0.29862
 -0.5494    0.39929   0.042025 -0.83981  -0.12194  -0.40616  -0.062477
  0.38786   0.35774  -0.18731   0.39262  -0.41394   0.28338  -0.21968
 -0.041854  0.25105   0.17618  -0.3997    0.33677   0.38872  -0.15971
 -0.068418  0.29892   0.038513 -0.50518  -0.26587   0.38918   0.055832
  0.53207   0.097808 -0.4592    0.54707  -0.14896   0.45892   0.5025
  0.038951  0.17548 ]"
14,biuro,"[ 0.20785   -0.37945   -0.046827  -0.15447   -0.44385   -0.16107
 -0.16697    0.10679    0.19769   -0.27202    0.3785    -0.02211
 -0.010862  -0.0091351 -0.55613    0.41296   -0.085004   0.007975
 -0.017641  -0.21447    0.20117    0.29513   -0.8322    -0.27051
 -0.46481    0.10796    0.35713    0.50526   -0.0041859  0.15797
 -0.033346  -0.53382    0.30691   -0.16263    0.03998   -0.12803
 -0.27264   -0.3216     0.51539    0.037349   0.11612    0.178
 -0.44622    0.34046    0.1008    -0.6602    -0.57342    0.30158
 -0.11774    0.087612   0.31316   -0.047829  -0.095024  -0.57118
  0.0074249  0.8042     0.36483    0.56057   -0.35062   -0.49819
  0.14262   -0.29867   -0.55904   -0.0017256 -0.15679    0.32914
 -0.48265   -0.33483   -0.0079825  0.34051    0.11621    0.45166
  0.075439   0.42112    0.3771     0.042853  -0.045782   0.2634
  0.13448    0.33742   -0.4885    -0.2529     0.16968   -0.1626
  0.27787    0.17803   -0.067088  -0.26763    0.20079    0.38322
  0.092053   0.29611    0.35486   -0.35338    0.51215   -0.0095
  0.35101   -0.063872  -0.40268   -0.31019  ]"
15,wratislaw,"[ 3.0598e-01 -1.2580e-01 -4.1907e-01  2.4833e-01 -1.8874e-01 -1.1414e-01
  5.1296e-01 -4.5831e-01 -1.0471e-01 -6.5717e-02  3.0997e-01  2.3814e-01
 -1.4439e-01 -1.6131e-01  1.1593e-01  1.5582e-01 -2.1311e-01  4.3174e-01
  2.3441e-01  5.2585e-02 -3.4095e-01 -8.4345e-02 -2.0086e-01 -2.0295e-02
 -4.1679e-01 -1.9987e-01 -1.6835e-02  4.4134e-01  2.2320e-01 -2.3215e-02
  6.4002e-01 -4.7359e-01  2.2952e-01  1.1931e-01  2.0396e-01  5.6560e-02
 -3.3379e-02 -4.8547e-01 -1.9083e-01  4.2821e-01  3.1157e-01  1.4122e-01
 -7.0707e-04  2.3783e-01 -1.8891e-01 -1.7415e-01 -9.0853e-02 -9.2335e-02
  5.9772e-02  4.7275e-01  3.1646e-01  6.6757e-02 -1.1876e-01 -3.6566e-01
  2.1408e-01  7.0194e-01 -3.0413e-02  1.2666e-01 -8.1304e-01 -8.2073e-02
  1.6368e-01 -1.8677e-01  6.3675e-01 -1.8263e-02 -1.6209e-02  6.5163e-02
 -7.0959e-02 -1.6061e-01 -3.1105e-01  8.2822e-02  4.9311e-02  4.4695e-01
  1.1240e-01  3.6482e-01 -5.8902e-02  1.8489e-01 -2.5519e-01 -1.5515e-01
  3.0779e-01  2.1128e-01 -2.7025e-01  3.6903e-02 -2.3946e-01 -4.3997e-01
  2.9703e-01 -1.6031e-01 -8.3659e-02 -6.1580e-01 -4.7650e-01 -5.9066e-02
 -1.7796e-01  3.9443e-02  4.0708e-01 -1.7477e-01  6.9317e-01 -1.4275e-01
 -2.2931e-01  7.6565e-02 -7.0162e-01 -4.7401e-01]"
16,pny,"[ 0.25158     0.25952     0.17147     0.29448     0.15502    -0.72983
 -0.002003   -0.32371     0.13447    -0.095137    0.23601    -0.054894
 -0.45695    -0.076776    0.046922    0.43714     0.0069307   0.20644
  0.42353     0.27902    -0.10759    -0.41955    -0.41417     0.33945
 -0.21804     0.19647     0.015177    0.5058      0.036436    0.31296
  0.0505      0.12865    -0.049888    0.019996    0.42425    -0.18703
 -0.11791    -0.48654     0.28823     0.1632      0.33257    -0.33786
 -0.1622     -0.016561   -0.094485   -0.049097   -0.2574      0.79151
 -0.074178    0.16643    -0.070149    0.41627    -0.19444    -0.20516
  0.62787     0.7474      0.23876     0.34095    -0.65413    -0.39382
  0.52121    -0.55995     0.16218    -0.2325     -0.31415     0.39487
 -0.45061    -0.00089862 -0.092701    0.047843    0.11405    -0.015087
 -0.20253     0.21456    -0.052386   -0.22583     0.44977    -0.15315
  0.29552     0.3706     -0.049124   -0.36215     0.10327    -0.041843
  0.43646     0.21134     0.080551    0.38718     0.049732    0.38419
 -0.071783   -0.0099301  -0.21441    -0.09451    -0.10968    -0.065772
 -0.009951    0.48096    -0.35396    -0.032248  ]"
17,futureworld,"[ 0.19192   -0.17696   -0.33362    0.16058   -0.070512  -0.14152
  0.38439   -0.24872    0.29346    0.1318    -0.031361   0.22293
  0.069685  -0.055304  -0.47192    0.2125    -0.1151     0.38416
  0.11825   -0.01734    0.053317   0.098122  -0.67543   -0.067345
 -0.34292    0.55791    0.034608   0.4309     0.27774   -0.069553
  0.05244   -0.36405    0.08678   -0.27106    0.063926  -0.016272
 -0.077325  -0.48804   -0.24847   -0.40833    0.16571    0.44387
  0.026211   0.19327   -0.12523   -0.30193    0.20444    0.4819
 -0.46971    0.73142   -0.42145    0.12677   -0.085615  -0.28036
  0.12809    0.55062    0.22242    0.26712   -0.54445   -0.16593
 -0.2451    -0.27227   -0.58565   -0.32065    0.075541   0.098944
 -0.38758   -0.41124   -0.12022   -0.11312    0.09711    0.378
  0.46724    0.63529   -0.24374    0.29796   -0.04739    0.15247
  0.52606    0.10455   -0.57667   -0.0465     0.18443   -0.065722
  0.67089    0.36338    0.052024  -0.42607   -0.0012077  0.12879
 -0.18233    0.15005    0.2267     0.16818    0.5232     0.25006
  0.2494     0.16575   -0.77286   -0.14612  ]"
