,word,values_
11,greenlands,"[ 0.26266   -0.067215  -0.091241   0.6234     0.049818  -0.1932
 -0.03598    0.082804   0.37771   -0.054787  -0.086952  -0.0057054
 -0.14391   -0.14428   -0.13252    0.047243  -0.055225   0.03038
  0.72155   -0.1414    -0.227      0.052453  -0.23055   -0.22593
 -0.39858   -0.12126    0.079658   0.033557  -0.31082    0.28842
  0.015678  -0.42895    0.60258    0.10117   -0.2143    -0.11716
 -0.13648   -0.24565    0.21461   -0.020533   0.49445    0.21068
 -0.28253    0.19386   -0.14628   -0.055489   0.1187     0.67755
  0.25829    0.34068   -0.099448  -0.25075   -0.31909   -0.73622
  0.3936     0.010668   0.46744    0.14174   -0.61939   -0.43667
 -0.075029  -0.24888    0.32029   -0.32187   -0.28243   -0.11131
 -0.19793   -0.63606   -0.1382    -0.0054801 -0.067233  -0.14901
  0.24466    0.24118   -0.41175    0.3958     0.26157   -0.081024
  0.52764   -0.10457   -0.50779    0.25152    0.33623   -0.10458
  0.5344     0.0073781  0.18735   -0.03038    0.015472   0.47403
 -0.56055   -0.10671    0.35549    0.0056041 -0.042861  -0.041465
  0.4417     0.42053    0.2581     0.092063 ]"
12,luceafărul,"[ 0.24819   -0.37234   -0.41903    0.60656   -0.16624    0.05235
  0.11455   -0.40765    0.079941  -0.074935  -0.029105   0.090288
 -0.16957    0.032092  -0.73498    0.068526  -0.099357   0.12053
  0.29351    0.078046  -0.070225  -0.10159   -0.85026   -0.10687
 -0.21376    0.45743    0.26147    0.58758    0.23469    0.34825
 -0.029988  -0.28957   -0.012357  -0.24392    0.19293    0.0084655
 -0.19082   -0.23038    0.22891   -0.42624   -0.016284   0.28985
 -0.12338    0.32036   -0.11027    0.20402   -0.11913    0.36568
  0.032764   0.54346   -0.21751    0.30491    0.004255  -0.33333
  0.051492   0.34485    0.13399    0.32336   -0.78254   -0.19473
  0.018009  -0.22536   -0.69782   -0.14907   -0.40432   -0.084042
 -0.02647   -0.54847   -0.10495    0.064856   0.01591    0.4862
 -0.37032   -0.034568  -0.15981    0.3716     0.5675     0.21899
  0.29324   -0.072861  -0.47216   -0.31699   -0.005211   0.050213
  0.71354   -0.26997    0.10658   -0.17862    0.021822   0.33035
 -0.42943   -0.13951    0.45587    0.044803   0.31143    0.079946
  0.23299    0.61732   -0.20566    0.20407  ]"
13,ehrenfried,"[ 0.23325   -0.026852  -0.9545    -0.024108  -0.29128   -0.18893
  0.23731   -0.35831    0.41041   -0.38592   -0.014125  -0.38116
 -0.095916  -0.021691   0.16064    0.30014   -0.63725    0.27612
 -0.16034    0.098996  -0.87924    0.0069776 -0.01247    0.21213
 -0.34613    0.29504    0.25249    0.19862   -0.045842   0.3071
  0.44365   -0.55676    0.19694   -0.69168    0.29291   -0.29033
  0.73918   -0.26631   -0.043186   0.50078    0.32055    0.69236
 -0.45369    0.47877   -0.17167   -0.02024    0.07317    0.084616
  0.35147   -0.16766    0.15627   -0.029676   0.068512  -0.38513
  0.23997    0.5918     0.15407    0.50283   -0.36539   -0.53315
  0.55871    0.2554     0.30133    0.34069   -0.35725   -0.19483
  0.3046     0.3718    -0.0045697  0.16428   -0.038154   0.19778
 -0.21592    0.073462  -0.21313    0.196     -0.29253    0.14397
  0.70067    0.34537   -0.74325   -0.070338  -0.096825  -0.32096
  0.57977   -0.19682   -0.35006   -0.14218   -0.34182    0.12776
  0.16703    0.02917    0.17724   -0.18748    0.66746   -0.43701
  0.020659   0.14006   -0.63453    0.52222  ]"
14,coffee-table,"[-1.5966e-01  2.7833e-02 -6.9932e-01  3.2122e-01  2.2063e-01  8.8527e-01
  3.8798e-01 -4.4428e-01  1.0473e-01  5.2855e-01 -5.8253e-01 -1.5745e-02
 -9.7395e-02 -2.7742e-01 -5.6573e-01  1.1899e+00 -1.6028e-01  8.1872e-02
  6.1931e-01 -4.1106e-01 -6.5757e-03  2.4410e-01 -7.6289e-01  8.6403e-02
  2.6283e-01 -3.3659e-01 -4.6515e-02  2.9867e-01 -1.0982e+00  6.5136e-01
  2.8373e-03 -6.7602e-01  4.1029e-01 -4.8968e-01 -8.5261e-02  1.1061e-01
 -5.3542e-03 -4.0745e-01  4.3255e-01 -7.6656e-02  5.0757e-01  2.6290e-01
  2.1999e-01  3.6438e-01 -2.9171e-02 -1.1902e-01  2.9283e-01  2.4269e-01
  2.9676e-01  5.3665e-01  5.1412e-01  6.4286e-01  2.6960e-01  1.5097e-01
  9.7965e-02  7.8772e-02  1.2005e-01  3.4645e-01 -1.5008e-01 -6.7751e-01
 -7.6980e-02 -1.7178e-01  2.5889e-01 -5.7641e-01  3.9436e-01 -3.7562e-01
 -5.5114e-01  2.9718e-01 -1.1093e-03 -5.4369e-01  2.7945e-01  8.1065e-01
  4.8583e-01  7.7621e-01 -1.0246e+00  5.3209e-01 -2.0902e-01 -1.6196e-02
  9.2205e-01  4.5340e-01 -6.2984e-01  3.4043e-02  2.0740e-01 -5.1991e-01
  5.7438e-01 -3.6956e-01  1.2310e-01 -8.6547e-01  3.7831e-02  1.9788e-01
 -1.5501e-01  2.9632e-01  5.8288e-01 -7.6688e-01  3.5893e-01 -2.6665e-01
 -4.8344e-02  3.8866e-01 -1.5040e-02  3.4404e-01]"
15,player-character,"[ 3.4850e-01 -1.7238e-01  3.2338e-01 -1.3575e-01 -1.7851e-01  4.6830e-02
  1.7164e-02 -1.5458e-02  1.1533e-01 -4.8236e-01 -2.6830e-01  2.4778e-02
 -1.7415e-01 -4.5112e-01 -2.9209e-01  3.1897e-01 -3.7163e-01  2.2139e-01
  2.4858e-01  1.9322e-01 -6.3043e-01 -3.6778e-01 -4.4487e-01 -4.4962e-01
 -2.8759e-02 -3.1514e-02 -2.8644e-01  1.7484e-01  1.2932e-01  4.1382e-02
  1.9149e-01  1.5330e-01  6.8286e-02 -6.1404e-02  3.6832e-01 -1.4767e-01
 -1.1346e-01 -2.1151e-01  1.2774e-01  8.9559e-03  3.0218e-01  3.4962e-01
 -8.7796e-02  2.2971e-01  2.9106e-01  4.4132e-01  1.3367e-03  2.1481e-01
 -1.1729e-02  3.7432e-01 -4.4523e-03  2.7295e-01 -2.0274e-01 -3.4782e-01
  5.5578e-01  7.6381e-01 -2.4496e-01 -3.0435e-02 -4.2027e-01 -3.3188e-01
  6.5245e-04  7.8409e-02  1.1327e-01 -4.8174e-03 -2.7915e-02  2.5751e-01
 -2.4091e-01 -2.7539e-01 -2.5555e-01  4.0253e-01  3.1439e-01 -4.4114e-02
  9.0325e-02  4.3408e-01  1.2084e-01  2.4309e-01 -1.3664e-01 -5.6463e-01
  8.2876e-01  2.1650e-01 -1.9882e-01  2.5162e-01  1.3757e-01 -2.7866e-01
  3.0405e-01 -8.7657e-02 -7.1643e-02 -3.9218e-02  6.4625e-02  3.4078e-01
  4.4480e-02  2.9186e-01  2.7817e-02 -1.9517e-02  3.1819e-01 -3.8433e-01
  2.9017e-01 -8.3147e-03 -2.7168e-01  6.8217e-02]"
16,gundams,"[ 2.8170e-01 -1.4903e-02 -2.7135e-01  1.7861e-05  2.2110e-02  2.1896e-02
  2.1884e-01 -2.2339e-01 -8.6266e-02 -1.6615e-01 -1.6149e-01 -3.8540e-02
 -1.2577e-01 -4.5310e-01 -3.9791e-01 -5.1563e-01 -2.4164e-01  6.0271e-01
  3.7285e-01  8.2651e-02 -4.1028e-01 -2.8203e-01 -5.3902e-01 -8.5151e-02
 -8.3973e-02 -5.5627e-01  5.7973e-01  2.9546e-01  2.9242e-01  1.0604e-01
  6.3803e-01 -2.2060e-01 -6.3030e-02 -3.4990e-02  5.4354e-01 -2.0947e-01
 -1.7143e-01 -4.8078e-01  1.8711e-01  1.6793e-01  2.9869e-01  2.2972e-01
 -1.7179e-01  3.3418e-01 -1.1298e-01  3.3675e-02  2.0063e-01  4.4199e-01
  3.1201e-01  3.2775e-01 -3.9204e-01 -1.0658e-01 -1.8101e-01 -5.9044e-01
  3.2388e-01  9.4003e-01  5.5602e-02  2.9794e-01 -3.5427e-01 -5.0900e-01
 -4.9668e-01 -4.5736e-01  2.1264e-01 -6.3754e-02 -2.8437e-02  1.0445e-01
 -3.9414e-01 -2.8800e-01 -4.3917e-01 -1.5435e-01  2.1015e-03 -6.4828e-02
 -9.6898e-02  1.2548e-01 -2.3860e-01 -1.5206e-02  1.3714e-01  1.8903e-01
  5.0696e-01 -5.5766e-02 -4.0484e-01 -3.9364e-01  2.0716e-01 -8.9470e-03
 -1.5186e-02  9.3690e-03 -4.4011e-01  1.8641e-01  1.5958e-02  3.9927e-01
 -4.0463e-01 -1.2119e-02  1.4074e-01 -5.1247e-01  1.1057e-01 -2.6074e-01
 -3.9253e-02  1.3327e-01 -1.8583e-01 -1.5876e-02]"
17,hanc,"[-0.23002    0.27987   -0.48512   -0.027277  -0.051514  -0.34366
  0.0617     0.089127  -0.049973  -0.43821   -0.010494  -0.058904
  0.11725   -0.2534    -0.33536    0.14444   -0.42119    0.26492
  0.053409   0.12482    0.1718    -0.2078    -0.57605   -0.4319
 -0.46267    0.23182    0.34522    0.47152    0.27331    0.50995
 -0.029021  -0.12631   -0.033041   0.20346    0.13875   -0.21845
 -0.244     -0.20776   -0.024506  -0.019034   0.080325   0.28842
 -0.12755    0.56862    0.048144  -0.42111   -0.40699    0.31539
 -0.078313   0.36452   -0.021189  -0.39297   -0.31193   -0.51117
  0.20737    0.43918    0.50228    0.27694   -0.49947   -0.21768
 -0.44715   -0.096842  -0.0013806 -0.13595   -0.047586   0.061177
 -0.35144   -0.15674   -0.10659    0.12006    0.0079127  0.089384
  0.10008    0.43947    0.063015   0.15486    0.069646   0.15662
  0.27961    0.15295   -0.44292   -0.29779    0.2673    -0.17333
  0.53682   -0.050441  -0.60918   -0.1765     0.051899   0.50199
 -0.21576    0.50281    0.35285   -0.051042   0.67665   -0.15377
  0.23595    0.26129   -0.25056   -0.10426  ]"
18,heptachlor,"[ 0.21612   -0.1406    -0.26391   -0.018013   0.25152    0.1232
  0.15608    0.25894    0.72518   -0.13079    0.30611   -0.18177
 -0.44405   -0.049572   0.17755    0.50622   -0.30704    0.083385
 -0.030427  -0.079591  -0.24119   -0.055063   0.27512    0.33085
 -0.62941    0.17767    0.31214    0.42345   -0.3582    -0.2299
 -0.11853   -0.37968   -0.40939   -0.1148    -0.26111   -0.37313
  0.38157   -0.3907     0.086354   0.15193    0.29264    0.34229
  0.015668  -0.090623  -0.39673   -0.019762   0.48142    0.23049
  0.16663    0.56522    0.02297    0.10872   -0.65817   -0.64457
  0.41438    1.381      0.14799    0.22085   -0.568      0.039097
  0.17558   -0.22955    0.64615    0.20421   -0.15489    0.091962
  0.2787    -0.17424   -0.10264   -0.3545     0.27632    0.21454
  0.5387     0.58293   -0.056979   0.09738    0.12354    0.23804
  0.79107    0.0047929 -0.26174    0.02267    0.12187   -0.36692
  0.76658   -0.092726   0.039649   0.36155   -0.29677    0.75983
 -0.13283   -0.10277    0.34417   -0.21143    0.27158   -0.1598
 -0.070356  -0.21335   -0.75269    0.051072 ]"
19,municipales,"[ 0.2283   -0.15059  -0.23614   0.1719    0.039295 -0.66647   0.018104
  0.27518   0.271    -0.41102   0.22219   0.057737  0.20056   0.11207
 -0.068893  0.1194   -0.44658   0.036202 -0.51689  -0.022237 -0.51962
  0.17137  -0.59887  -0.33632  -0.78276   0.074953  0.37465   0.54919
  0.46772   0.25768   0.34209  -1.0036   -0.20305  -0.46606   0.34925
 -0.74688  -0.15357  -0.44405  -0.29842  -0.12021   0.52724  -0.073204
 -0.57337   0.22356  -0.27066  -0.35496  -1.0446    0.32142  -0.7024
  0.18208  -0.13775  -0.23182   0.018317 -0.87682  -0.062034  0.3129
  0.19498   0.64884  -0.9036   -0.42247  -0.10499  -0.21612   0.03012
 -0.69364   0.21505   0.47174  -0.63169  -0.47837   0.028128  0.21889
 -0.028567  0.57854  -0.17642   0.57335  -0.010414 -0.19258   0.39099
 -0.04783  -0.067346 -0.36621  -0.39435  -0.25789   0.39907  -0.29059
  0.69165   0.17117   0.011803  0.03419  -0.03905   0.078528 -0.19081
  0.076095  0.6329    0.2675    0.30535   0.11597   0.047372  0.051163
 -0.76934  -0.27283 ]"
20,kröller-müller,"[ 0.22099   0.066017 -0.23806  -0.019045  0.013188 -0.34291   0.4591
 -0.12846   0.33575  -0.4176    0.31828  -0.16944  -0.55346  -0.061349
 -0.72701   0.29593   0.07335   0.12487   0.27813  -0.12329  -0.099281
  0.14612  -0.23729   0.024001 -0.1123   -0.20604   0.27246   0.029953
 -0.37809  -0.16061  -0.52332  -0.72897  -0.16876   0.21673   0.10401
 -0.5615    0.35092  -0.48311   0.18047  -0.33434   0.67764  -0.23648
 -0.3597    0.28762  -0.07037   0.23518   0.50006   0.59097   0.40295
  0.28468   0.7363    0.046442 -0.23437  -0.83651  -0.38567   0.71618
 -0.25574  -0.084827 -0.23586  -0.47986   0.20371   0.092041  0.44341
  0.041354 -0.29725   0.13675  -0.64016  -0.074142 -0.1164    0.40111
  0.14446  -0.32478   0.23429   0.65053   0.5838    0.24654   0.14403
 -0.36556   0.22841   0.14257  -1.0055    0.11426   0.78811  -0.16195
  0.81112   0.26073   0.30666   0.038359 -0.30995   0.28218   0.41604
 -0.26534   0.56003  -0.60266   0.050509 -0.098543  0.074518  0.068628
 -0.19493  -0.21705 ]"
