,word,values_
1,rediviva,"[ 0.17905    0.001893   0.42633   -0.16287   -0.1664    -0.24535
  0.41589    0.30111   -0.24578   -0.36723   -0.11929   -0.13251
 -0.26604    0.28394   -0.79517   -0.15721    0.24299    0.44349
  0.50655   -0.038775  -0.37552    0.23035   -0.47983   -0.68689
 -0.67604    0.75756    0.48008    0.10528    0.12684   -0.005903
  0.26265   -0.30814    0.024115   0.79628   -0.36305   -0.42709
 -0.027233  -0.77617   -0.078504  -0.0039446  0.40155    0.29924
 -0.27543    0.67095    0.12205   -0.28679    0.12434    0.72184
  0.30114    1.0792     0.09242   -0.71985   -0.025295  -0.78459
 -0.13513    0.13502    0.73637    0.16637   -0.35714   -0.19719
 -0.55204   -0.57901   -0.34505    0.35119   -0.044854   0.3026
 -0.058852  -0.050997  -0.11983    0.38566    0.32672    0.48652
  0.73516    0.44844   -0.066041   0.40564    0.30242    0.79389
  0.2393     0.029592  -0.77072    0.039028   0.24172    0.098108
  0.62839   -0.041898   0.55191   -0.38129    0.066795   0.16984
 -0.14795    0.068141   0.22985    0.21126    0.20873   -0.070432
  0.21173    0.36529    0.080906   0.1808   ]"
2,sirik,"[-0.11681   -0.36379   -0.085322   0.45129    0.52917   -0.22634
  0.15958    0.118      0.34878   -0.33179   -0.198      0.25608
 -0.47677   -0.61752    0.34482    0.43494   -0.56252    0.31113
  0.19375    0.31656   -0.66094   -0.31982    0.20126   -0.010711
 -0.77349   -0.18687   -0.092251   0.3779    -0.12769    0.38476
  0.097312   0.36222    0.76321   -0.56277   -0.11873    0.089644
  0.77246   -0.03892   -0.033992   0.17605    0.45157    0.34318
  0.20744    0.010138   0.0068381  0.072654   0.28238    0.36242
  0.46458    0.18052   -0.42442    0.057747   0.10302   -0.44954
  0.42532    0.66209    0.19556   -0.027248  -0.85332   -0.75201
  0.035286  -0.57149    0.4219     0.42521   -0.45537    0.36625
 -0.099036  -0.67872   -0.36019   -0.094375   0.45897   -0.14894
  0.3101    -0.010315   0.18012   -0.026171   0.31457    0.17101
  0.73214    0.039674  -0.26979    0.19667    0.38004   -0.57477
  0.41898   -0.16723   -0.3999    -0.30271   -0.25394    0.58839
  0.3504    -0.18113    0.10501   -0.45464   -0.13185   -0.23018
  0.68992    0.3908    -0.91059   -0.4633   ]"
3,kailasa,"[-2.1294e-01 -5.1893e-01 -3.4466e-01  4.2597e-01 -1.4466e-01 -3.4927e-01
 -3.1048e-01  1.8780e-01 -1.9963e-01  2.4141e-01  7.3480e-02  8.3487e-02
  3.4399e-01  1.2065e-01 -3.9414e-01 -1.0220e-01  1.0252e-01  3.1301e-01
  3.6789e-01  3.1418e-02  3.2018e-01 -1.6928e-01 -6.3799e-01 -1.1575e-01
  4.2027e-02  6.5409e-01  3.2598e-01  1.2291e-01  2.7062e-01 -3.3760e-02
 -2.5235e-01 -4.9019e-01  7.1512e-02  3.2074e-01  1.9384e-01 -1.5578e-01
 -3.7778e-02 -4.4488e-01  4.1833e-01  8.5266e-02  1.7519e-01  7.7944e-01
 -4.3533e-01  1.1361e-01 -3.2362e-01 -2.1392e-01 -1.4512e-01  2.0022e-01
  2.9891e-01  1.4347e-01  6.0980e-03  5.7369e-01  1.2995e-01 -5.2701e-01
  2.0653e-01  3.0336e-01  6.1837e-02 -2.8719e-01 -4.0008e-01 -4.3075e-01
  5.3318e-01  1.1174e-01  1.1691e-01  2.6869e-02 -7.2945e-01  9.0049e-02
 -1.0857e-01 -7.9917e-01 -1.0915e-01 -2.3329e-01  4.9211e-01  3.0755e-01
 -1.7921e-01  4.3610e-01 -1.9264e-01 -1.4746e-01  2.6820e-02  1.3893e-01
  8.5692e-01 -1.7332e-01 -2.9017e-01  4.1405e-01 -5.2263e-01 -2.2548e-01
  4.3439e-02  2.2880e-01  3.8530e-04  4.8311e-01  2.3093e-01  6.5170e-01
 -7.3115e-01  1.6167e-01 -5.5930e-02  6.3421e-01  3.1815e-01  7.6653e-02
 -8.0779e-02  2.8725e-01 -1.2392e-01 -2.7274e-01]"
4,dibango,"[ 0.38965   -0.031725  -0.039452  -0.31457    0.51248    0.59209
 -0.16787   -0.51617   -0.19447   -0.15776   -0.2431     0.0021909
 -0.51566   -0.0073344  0.017986  -0.061032  -0.13574   -0.11913
  0.036462   0.56279   -0.11018   -0.26701    0.10894    0.21534
  0.11486    0.22661   -0.50464    0.163     -0.32482   -0.15142
  0.46085   -0.07544    0.29498    0.11035   -0.02989   -0.42541
  0.17465   -0.099561  -0.72346   -0.64266   -0.42937    0.44423
  0.44221    0.39782    0.15608    0.42357   -0.30005    0.054598
  0.094582   0.19183   -0.13123    0.43282   -0.30568   -0.28569
  0.16963    0.93635   -0.021717  -0.30526   -0.71785    0.40706
 -0.033312  -0.32449    0.023898  -0.11914   -0.16545    0.23011
 -0.64502   -0.3031     0.17056   -0.11286    0.053519   0.49625
  0.73204    0.061224  -0.26642   -0.087408  -0.11384    0.19181
  0.60605   -0.27692   -0.27844    0.3308     0.27117    0.30706
  0.64845    0.16534   -0.2093     0.24494   -0.27262    0.24172
  0.15224    0.30552    0.10026    0.01743    0.19995    0.45891
 -0.54146   -0.60213   -0.66799   -0.12797  ]"
5,feres,"[ 0.455     -0.26567   -0.35695    0.17301   -0.20944   -0.185
  0.25127   -0.28155   -0.076035  -0.065267  -0.017385   0.29111
 -0.030689   0.41773   -0.21448    0.28274    0.40345    0.42005
  0.073529  -0.55895    0.14906   -0.20044   -0.20631    0.18477
 -0.43731    0.25643    0.41368   -0.15555   -0.42762    0.20235
  0.33833   -0.18491    0.19926    0.25146   -0.1065     0.070537
  0.25109   -0.13893    0.14119   -0.081519  -0.069043   0.28298
  0.25639   -0.37264   -0.16872   -0.20177    0.67278    0.24275
 -0.12774   -0.043686   0.19861    0.1493    -0.10565   -0.33257
 -0.14879    0.47762    0.13687   -0.035159  -0.22057   -0.24903
  0.35283   -0.25803    0.5815    -0.25284   -0.43688    0.28082
 -0.5077    -0.0044693 -0.85041    0.10029    0.036403   0.11415
  0.15617    0.41111   -0.23169   -0.35885    0.078336  -0.24001
  0.76707    0.15559   -0.43963   -0.078962   0.18393   -0.081469
  0.37661    0.32956   -0.31254    0.0034951  0.25142    0.18449
 -0.10289   -0.031995  -0.34116    0.17294    0.62303   -0.13919
 -0.11383    0.038877  -0.5256     0.030139 ]"
6,semi-deciduous,"[-0.10111   0.4072   -0.12444   1.0545    0.63905   0.48854  -0.054241
 -0.058559 -0.19632  -0.11448   0.17005  -0.060291  0.2065    0.007918
 -0.42981   0.13794   0.035041  0.42453   0.47557   0.080765 -0.75149
  0.78469   0.45665   0.24792  -0.63519   0.20133   0.034342  0.17145
 -0.90495  -0.10931  -0.27023   0.073772 -0.24127  -0.80777  -0.092531
  0.023865 -0.068085 -0.75738   0.5939    0.23474  -0.1356    0.33753
  0.036884  0.34752   0.42404   0.52982   0.14729   0.72964   0.1357
 -0.207     0.073418 -0.10408  -0.5553   -0.23444   0.76297   0.71604
  0.37709   0.021223 -0.22     -0.086465  0.36843   0.25398  -0.17823
 -0.20967  -0.057191 -0.12821   0.092547  0.20229   0.57172  -0.71674
 -0.15065  -0.24848   0.89643   0.26323   0.055707 -0.080953  0.092175
 -0.23117   0.74543   0.5471   -0.5326   -0.28238  -0.31252   0.43609
  0.71273  -0.42089   0.13218   0.13318   0.24304   0.73246  -0.35956
 -0.079741  0.018476  0.081059 -0.066528  0.049566  0.41025  -0.32697
 -0.25258  -0.48036 ]"
7,osijek-baranja,"[ 0.07706   -0.20332    0.44226    0.4597     0.3522     0.77023
  0.15573    0.80992    0.82843   -0.2179    -0.67386    0.20771
 -0.010039  -0.058784  -0.079375   0.020068  -0.40825    0.64947
  0.20635    0.068577  -0.74369    0.60346    0.079415  -0.018542
 -0.25263    0.37875    0.25791    0.14383   -0.33923   -0.33559
  0.22638   -0.53251    0.36398   -0.46257    0.27973   -0.39632
  0.34627    0.012667   0.70714   -0.63703    0.33353   -0.091707
 -0.20893    0.14796   -0.3184     0.19156    1.2648    -0.34557
 -0.50174   -0.017153   0.055824  -0.53162   -0.38685   -0.99839
 -0.14262    0.62746   -0.0060491 -0.4316    -0.16458   -0.25759
  0.05596   -0.45607    0.33938    0.089108   0.44464    0.58552
 -0.53621   -0.29534   -0.19218    0.51172    0.34846    0.57603
  0.3127     0.36737    0.94443    0.15618   -0.20474   -0.36112
  0.97468    0.52617   -0.84623    0.52138   -0.32647   -0.22372
  0.48321    0.15374   -0.64596    0.3417     0.10699    0.85502
  0.26265   -0.31733    0.11816   -0.079476   0.13421    0.34066
 -0.11775    0.70295   -0.17465   -0.058055 ]"
8,moskvich,"[ 0.26844   -0.135      0.26574    0.29388   -0.34413   -0.64982
 -0.12562   -0.45907    0.69849    0.52736   -0.055501   0.077061
 -0.13732    0.13985   -0.56757    0.27774   -0.24352    0.35169
  0.39916   -0.2118    -0.094746   0.32442   -0.30121   -0.2697
 -0.29932   -0.24181   -0.52744    0.3246    -0.34375    0.24299
  0.089086  -0.054718   0.10361   -0.22592    0.2189    -0.11233
  0.28304   -0.76832    0.54331    0.098486   0.62727    0.32318
  0.2761     0.079247  -0.17573    0.10673   -0.086986   0.47448
 -0.063607   0.33879    0.0038538 -0.038204  -0.36451   -0.3888
  0.21897    0.42857   -0.51044    0.58678   -0.059014  -0.75679
  0.33477   -0.2388     0.24459    0.42941   -0.26826   -0.30913
 -0.58153    0.042497  -0.95555   -0.26149    0.29985    0.04939
  0.17018    0.44422   -0.074136   0.18909    0.68014   -0.35157
  0.16967    0.017151   0.34689    0.26459    0.23701    0.26096
  0.33621    0.24975   -0.038854   0.14961   -0.055307   0.16141
  0.041119   0.16651    0.7499    -0.088846  -0.2302     0.015152
  0.11636    0.073233   0.29902   -0.21356  ]"
9,56-seat,"[ 0.41408  -0.022419 -0.075864 -0.031831  0.049346  0.57915   0.10057
 -0.75373  -0.44243   0.36602  -0.13243  -0.36226  -0.098632  0.040242
 -0.73532  -0.10015  -0.60138   0.11565   0.41453  -0.39466  -0.33442
  0.16656  -0.10708  -0.22868  -0.24814  -1.1135   -0.32667   0.025322
 -0.14847  -0.10592   0.30774  -0.34518  -0.023031 -0.79748  -0.035321
  0.27271   0.077375 -0.37216   0.56606  -0.11715   0.15627  -0.11304
  0.1633    0.51148  -0.10536   0.23967   0.33046  -0.042385  0.23241
 -0.30793  -0.33702  -0.21901   0.34418  -0.2259    0.82281   0.4471
 -0.10533  -0.32107  -0.27994  -0.78835  -0.22939  -0.28309   0.16501
  0.37127   0.051887  0.91156  -0.40073  -0.43205  -0.24638  -0.38048
  0.4661   -0.14164   0.089966  0.13643  -0.20772   0.37534  -0.29356
 -0.52262   0.23226  -0.060091 -0.37401   0.099062  0.6624   -0.43988
  0.56237  -0.22001   0.93401  -0.37882   0.29879   0.317     0.091998
  0.23952   0.35552  -0.046744 -0.017643 -0.1751    0.24835   0.9706
 -0.044748 -0.22255 ]"
10,biwako,"[ 0.57458   -0.49272    0.046601  -0.0784    -0.14212   -0.49802
  0.30788    0.032047  -0.34331   -0.14321    0.02506    0.8057
 -0.082227  -0.18177   -0.25135    0.39303   -0.46848   -0.3431
  0.062665  -0.818      0.38002   -0.19018   -0.33016   -0.21804
 -0.36548   -0.23536   -0.2749     0.25817    0.11877   -0.14775
  0.059957   0.27479    0.42512   -0.11546   -0.023912  -0.52311
  0.09089   -0.13665    0.021388  -0.26019    0.63786    0.74827
 -0.49074    0.21377   -0.7203     0.6836     0.378     -0.040278
 -0.26822    0.35164    0.40476    0.5692     0.23974   -0.74254
 -0.25503    0.24331    0.031169   0.60414   -0.34556   -0.33507
  0.12261   -0.91955   -0.38075   -0.071838  -0.14455    0.2149
 -0.78655   -0.46791   -0.11529    0.058672   0.39754    0.082243
  0.058192  -0.23484    0.0059979 -0.0039502  0.15305    0.091949
  0.35201    0.245      0.047597  -0.13928    0.4738    -0.22966
  0.39109   -0.18946   -0.13909    0.27558    0.8426     0.46831
  0.39264    0.01338   -0.059192  -0.30128    0.30313    0.053879
  0.66139    0.76255    0.061966   0.93293  ]"
